date,region,numtotal,numtested,numactive,numtoday,ratetested
2020-05-19,Quebec,44197,341102.0,28053.0,570,40201.0
2020-05-19,Newfoundland and Labrador,260,10744.0,7.0,0,20600.0
2020-05-19,New Brunswick,120,19453.0,0.0,0,25042.0
2020-05-19,Nova Scotia,1044,37594.0,32.0,1,38701.0
2020-05-19,Prince Edward Island,27,4761.0,0.0,0,30335.0
2020-05-19,Yukon,11,1134.0,0.0,0,27757.0
2020-05-19,Northwest Territories,5,1890.0,0.0,0,42163.0
2020-05-19,Canada,79112,1339971.0,33150.0,1040,35648.0
2020-05-20,British Columbia,2467,107152.0,317.0,21,21129.0
2020-05-20,Alberta,6716,203397.0,1004.0,0,46530.0
2020-05-20,Saskatchewan,620,38332.0,144.0,21,32638.0
2020-05-20,Manitoba,290,35133.0,26.0,0,25655.0
2020-05-20,Ontario,23774,548629.0,3622.0,390,37664.0
2020-05-20,Quebec,44775,346684.0,28235.0,578,40859.0
2020-05-20,Newfoundland and Labrador,260,10841.0,7.0,0,20786.0
2020-05-20,New Brunswick,120,19745.0,0.0,0,25417.0
2020-05-20,Nova Scotia,1045,37932.0,32.0,1,39049.0
2020-05-20,Prince Edward Island,27,4951.0,0.0,0,31546.0
2020-05-20,Yukon,11,1141.0,0.0,0,27929.0
2020-05-20,Northwest Territories,5,1890.0,0.0,0,42163.0
2020-05-20,Canada,80123,1375126.0,33400.0,1011,36583.0
2020-05-21,British Columbia,2479,108320.0,307.0,12,21359.0
2020-05-21,Alberta,6768,205778.0,926.0,52,47075.0
2020-05-21,Saskatchewan,622,38732.0,106.0,2,32979.0
2020-05-21,Manitoba,290,35723.0,18.0,0,26085.0
2020-05-21,Ontario,24187,558792.0,3685.0,413,38361.0
2020-05-21,Quebec,45495,354172.0,28368.0,720,41741.0
2020-05-21,Newfoundland and Labrador,260,10967.0,4.0,0,21028.0
2020-05-21,New Brunswick,121,20104.0,1.0,1,25880.0
2020-05-21,Nova Scotia,1046,38275.0,29.0,1,39402.0
2020-05-21,Prince Edward Island,27,5066.0,0.0,0,32278.0
2020-05-21,Yukon,11,1142.0,0.0,0,27953.0
2020-05-21,Northwest Territories,5,1899.0,0.0,0,42364.0
2020-05-21,Canada,81324,1379731.0,33444.0,1201,36705.0
2020-05-22,British Columbia,2507,109844.0,310.0,28,21660.0
2020-05-22,Alberta,6800,209412.0,865.0,32,47906.0
2020-05-22,Saskatchewan,627,39072.0,99.0,5,33268.0
2020-05-22,Manitoba,292,36590.0,18.0,2,26718.0
2020-05-22,Ontario,24628,569699.0,3840.0,441,39110.0
2020-05-22,Quebec,46141,361628.0,28457.0,646,42620.0
2020-05-22,Newfoundland and Labrador,260,11096.0,4.0,0,21275.0
2020-05-22,New Brunswick,121,20309.0,1.0,0,26144.0
2020-05-22,Nova Scotia,1048,38613.0,29.0,2,39750.0
2020-05-22,Prince Edward Island,27,5201.0,0.0,0,33139.0
2020-05-22,Yukon,11,1145.0,0.0,0,28027.0
2020-05-22,Northwest Territories,5,1906.0,0.0,0,42520.0
2020-05-22,Canada,82480,1405284.0,33623.0,1156,37385.0
2020-05-23,British Columbia,2517,111546.0,303.0,10,21995.0
2020-05-23,Alberta,6818,212724.0,814.0,18,48664.0
2020-05-23,Saskatchewan,630,39559.0,88.0,3,33683.0
2020-05-23,Manitoba,292,37025.0,17.0,0,27036.0
2020-05-23,Ontario,25040,580366.0,3846.0,412,39842.0
2020-05-23,Quebec,46838,370820.0,28854.0,697,43703.0
2020-05-23,Newfoundland and Labrador,260,11207.0,3.0,0,21488.0
2020-05-23,New Brunswick,121,20563.0,1.0,0,26471.0
2020-05-23,Nova Scotia,1049,38972.0,22.0,1,40120.0
2020-05-23,Prince Edward Island,27,5380.0,0.0,0,34279.0
2020-05-23,Yukon,11,1145.0,0.0,0,28027.0
2020-05-23,Northwest Territories,5,1906.0,0.0,0,42520.0
2020-05-23,Canada,83621,1431987.0,33948.0,1141,38096.0
2020-05-24,British Columbia,2517,113159.0,303.0,0,22313.0
2020-05-24,Alberta,6860,216168.0,801.0,42,49451.0
2020-05-24,Saskatchewan,632,39925.0,87.0,2,33994.0
2020-05-24,Manitoba,292,37903.0,17.0,0,27677.0
2020-05-24,Ontario,25500,591377.0,3950.0,460,40598.0
2020-05-24,Quebec,47411,380061.0,29096.0,573,44792.0
2020-05-24,Newfoundland and Labrador,260,11285.0,3.0,0,21638.0
2020-05-24,New Brunswick,121,20764.0,1.0,0,26729.0
2020-05-24,Nova Scotia,1050,39330.0,19.0,1,40488.0
2020-05-24,Prince Edward Island,27,5482.0,0.0,0,34929.0
2020-05-24,Yukon,11,1145.0,0.0,0,28027.0
2020-05-24,Northwest Territories,5,1906.0,0.0,0,42520.0
2020-05-24,Canada,84699,1459288.0,34277.0,1078,38822.0
2020-05-25,British Columbia,2530,114805.0,267.0,13,22638.0
2020-05-25,Alberta,6879,218740.0,762.0,19,50040.0
2020-05-25,Saskatchewan,634,40304.0,81.0,2,34317.0
2020-05-25,Manitoba,292,38072.0,17.0,0,27801.0
2020-05-25,Ontario,25904,599280.0,4104.0,404,41141.0
2020-05-25,Quebec,47984,389618.0,29261.0,573,45919.0
2020-05-25,Newfoundland and Labrador,260,11333.0,3.0,0,21730.0
2020-05-25,New Brunswick,121,21032.0,1.0,0,27074.0
2020-05-25,Nova Scotia,1051,39836.0,19.0,1,41009.0
2020-05-25,Prince Edward Island,27,5553.0,0.0,0,35381.0
2020-05-25,Yukon,11,1154.0,0.0,0,28247.0
2020-05-25,Northwest Territories,5,1955.0,0.0,0,43613.0
2020-05-25,Canada,85711,1482468.0,34515.0,1012,39439.0
2020-05-26,British Columbia,2541,115269.0,258.0,11,22730.0
2020-05-26,Alberta,6901,221173.0,714.0,22,50596.0
2020-05-26,Saskatchewan,634,40509.0,77.0,0,34492.0
2020-05-26,Manitoba,292,38775.0,16.0,0,28314.0
2020-05-26,Ontario,26191,608832.0,4110.0,287,41797.0
2020-05-26,Quebec,48598,395775.0,29460.0,614,46644.0
2020-05-26,Newfoundland and Labrador,260,11474.0,2.0,0,22000.0
2020-05-26,New Brunswick,122,21320.0,2.0,1,27445.0
2020-05-26,Nova Scotia,1052,40334.0,17.0,1,41522.0
2020-05-26,Prince Edward Island,27,5631.0,0.0,0,35878.0
2020-05-26,Yukon,11,1154.0,0.0,0,28247.0
2020-05-26,Northwest Territories,5,1955.0,0.0,0,43613.0
2020-05-26,Canada,86647,1502990.0,34656.0,936,39985.0
2020-05-27,British Columbia,2550,116762.0,244.0,9,23024.0
2020-05-27,Alberta,6926,223771.0,679.0,25,51191.0
2020-05-27,Saskatchewan,637,40969.0,68.0,3,34883.0
2020-05-27,Manitoba,292,39790.0,14.0,0,29055.0
2020-05-27,Ontario,26483,623470.0,3956.0,292,42801.0
2020-05-27,Quebec,49139,402059.0,29592.0,541,47385.0
2020-05-27,Newfoundland and Labrador,260,11568.0,2.0,0,22180.0
2020-05-27,New Brunswick,123,21644.0,3.0,1,27862.0
2020-05-27,Nova Scotia,1053,41075.0,19.0,1,42285.0
2020-05-27,Prince Edward Island,27,5889.0,0.0,0,37522.0
2020-05-27,Yukon,11,1159.0,0.0,0,28369.0
2020-05-27,Northwest Territories,5,1973.0,0.0,0,44015.0
2020-05-27,Canada,87519,1530931.0,34577.0,872,40728.0
2020-05-28,British Columbia,2558,118177.0,241.0,8,23303.0
2020-05-28,Alberta,6955,226364.0,652.0,29,51784.0
2020-05-28,Saskatchewan,639,41605.0,61.0,2,35425.0
2020-05-28,Manitoba,294,40709.0,14.0,2,29726.0
2020-05-28,Ontario,26866,640509.0,4004.0,383,43971.0
2020-05-28,Quebec,49702,409135.0,29782.0,563,48219.0
2020-05-28,Newfoundland and Labrador,261,11769.0,3.0,1,22566.0
2020-05-28,New Brunswick,126,21980.0,6.0,3,28295.0
2020-05-28,Nova Scotia,1055,41783.0,19.0,2,43013.0
2020-05-28,Prince Edward Island,27,5889.0,0.0,0,37522.0
2020-05-28,Yukon,11,1163.0,0.0,0,28467.0
2020-05-28,Northwest Territories,5,1994.0,0.0,0,44483.0
2020-05-28,Canada,88512,1585235.0,34782.0,993,42173.0
2020-05-29,British Columbia,2562,119999.0,228.0,4,23662.0
2020-05-29,Alberta,6979,229675.0,616.0,24,52541.0
2020-05-29,Saskatchewan,641,42114.0,61.0,2,35858.0
2020-05-29,Manitoba,294,41578.0,14.0,0,30361.0
2020-05-29,Ontario,27210,658429.0,3997.0,344,45201.0
2020-05-29,Quebec,50232,417796.0,29961.0,530,49240.0
2020-05-29,Newfoundland and Labrador,261,11871.0,3.0,0,22761.0
2020-05-29,New Brunswick,128,22508.0,8.0,2,28974.0
2020-05-29,Nova Scotia,1055,42309.0,18.0,0,43555.0
2020-05-29,Prince Edward Island,27,6168.0,0.0,0,39300.0
2020-05-29,Yukon,11,1176.0,0.0,0,28785.0
2020-05-29,Northwest Territories,5,2001.0,0.0,0,44639.0
2020-05-29,Canada,89418,1596449.0,34906.0,906,42471.0
2020-05-30,British Columbia,2573,121573.0,228.0,11,23973.0
2020-05-30,Alberta,6992,232702.0,604.0,13,53234.0
2020-05-30,Saskatchewan,645,42674.0,55.0,4,36335.0
2020-05-30,Manitoba,294,41578.0,9.0,0,30361.0
2020-05-30,Ontario,27533,678394.0,3933.0,323,46572.0
2020-05-30,Quebec,50651,428895.0,30142.0,419,50548.0
2020-05-30,Newfoundland and Labrador,261,12073.0,3.0,0,23149.0
2020-05-30,New Brunswick,129,23157.0,9.0,1,29810.0
2020-05-30,Nova Scotia,1056,42904.0,18.0,1,44167.0
2020-05-30,Prince Edward Island,27,6302.0,0.0,0,40154.0
2020-05-30,Yukon,11,1176.0,0.0,0,28785.0
2020-05-30,Northwest Territories,5,2001.0,0.0,0,44639.0
2020-05-30,Canada,90190,1634277.0,35001.0,772,43477.0
2020-05-31,British Columbia,2573,123293.0,228.0,0,24312.0
2020-05-31,Alberta,7010,235415.0,584.0,18,53854.0
2020-05-31,Saskatchewan,646,43284.0,53.0,1,36854.0
2020-05-31,Manitoba,295,41578.0,10.0,1,30361.0
2020-05-31,Ontario,27859,694851.0,3783.0,326,47702.0
2020-05-31,Quebec,51059,436799.0,30072.0,408,51479.0
2020-05-31,Newfoundland and Labrador,261,12188.0,3.0,0,23369.0
2020-05-31,New Brunswick,132,24667.0,12.0,3,31754.0
2020-05-31,Nova Scotia,1056,43287.0,15.0,0,44562.0
2020-05-31,Prince Edward Island,27,6438.0,0.0,0,41020.0
2020-05-31,Yukon,11,1176.0,0.0,0,28785.0
2020-05-31,Northwest Territories,5,2001.0,0.0,0,44639.0
2020-05-31,Canada,90947,1665831.0,34760.0,757,44317.0
2020-06-01,British Columbia,2597,123788.0,225.0,24,24409.0
2020-06-01,Alberta,7044,237747.0,400.0,34,54388.0
2020-06-01,Saskatchewan,646,43657.0,47.0,0,37172.0
2020-06-01,Manitoba,295,43807.0,10.0,0,31988.0
2020-06-01,Ontario,28263,708760.0,3834.0,404,48657.0
2020-06-01,Quebec,51354,444782.0,30096.0,295,52420.0
2020-06-01,Newfoundland and Labrador,261,12253.0,3.0,0,23494.0
2020-06-01,New Brunswick,132,26829.0,12.0,0,34537.0
2020-06-01,Nova Scotia,1057,43676.0,13.0,1,44962.0
2020-06-01,Prince Edward Island,27,6531.0,0.0,0,41613.0
2020-06-01,Yukon,11,1176.0,0.0,0,28785.0
2020-06-01,Northwest Territories,5,2052.0,0.0,0,45777.0
2020-06-01,Canada,91705,1695918.0,34640.0,758,45117.0
2020-06-02,British Columbia,2601,125418.0,207.0,4,24731.0
2020-06-02,Alberta,7057,240477.0,377.0,13,55012.0
2020-06-02,Saskatchewan,646,43932.0,33.0,0,37406.0
2020-06-02,Manitoba,297,44400.0,12.0,2,32421.0
2020-06-02,Ontario,28709,723506.0,3932.0,446,49669.0
2020-06-02,Quebec,51593,450317.0,30077.0,239,53072.0
2020-06-02,Newfoundland and Labrador,261,12433.0,2.0,0,23839.0
2020-06-02,New Brunswick,133,28827.0,13.0,1,37109.0
2020-06-02,Nova Scotia,1057,44180.0,5.0,0,45481.0
2020-06-02,Prince Edward Island,27,6645.0,0.0,0,42339.0
2020-06-02,Yukon,11,1192.0,0.0,0,29177.0
2020-06-02,Northwest Territories,5,2055.0,0.0,0,45844.0
2020-06-02,Canada,92410,1724250.0,34658.0,705,45871.0
2020-06-03,British Columbia,2623,126694.0,214.0,22,24982.0
2020-06-03,Alberta,7076,244780.0,344.0,19,55997.0
2020-06-03,Saskatchewan,647,44372.0,34.0,1,37781.0
2020-06-03,Manitoba,298,45128.0,9.0,1,32953.0
2020-06-03,Ontario,29047,740469.0,3924.0,338,50834.0
2020-06-03,Quebec,51884,456561.0,29992.0,291,53808.0
2020-06-03,Newfoundland and Labrador,261,12601.0,2.0,0,24161.0
2020-06-03,New Brunswick,135,29777.0,15.0,2,38332.0
2020-06-03,Nova Scotia,1058,44644.0,5.0,1,45959.0
2020-06-03,Prince Edward Island,27,6776.0,0.0,0,43174.0
2020-06-03,Yukon,11,1192.0,0.0,0,29177.0
2020-06-03,Northwest Territories,5,2055.0,0.0,0,45844.0
2020-06-03,Canada,93085,1755926.0,34539.0,675,46714.0
2020-06-04,British Columbia,2632,128341.0,201.0,9,25307.0
2020-06-04,Alberta,7091,248423.0,334.0,15,56830.0
2020-06-04,Saskatchewan,648,45036.0,29.0,1,38346.0
2020-06-04,Manitoba,298,46033.0,7.0,0,33614.0
2020-06-04,Ontario,29403,760610.0,3838.0,356,52216.0
2020-06-04,Quebec,52143,463267.0,29922.0,259,54599.0
2020-06-04,Newfoundland and Labrador,261,12803.0,2.0,0,24548.0
2020-06-04,New Brunswick,136,30270.0,15.0,1,38966.0
2020-06-04,Nova Scotia,1058,45224.0,2.0,0,46556.0
2020-06-04,Prince Edward Island,27,6925.0,0.0,0,44123.0
2020-06-04,Yukon,11,1201.0,0.0,0,29397.0
2020-06-04,Northwest Territories,5,2083.0,0.0,0,46469.0
2020-06-04,Canada,93726,1791106.0,34350.0,641,47649.0
2020-06-05,British Columbia,2632,130103.0,193.0,0,25655.0
2020-06-05,Alberta,7098,254050.0,328.0,7,58118.0
2020-06-05,Saskatchewan,649,45623.0,27.0,1,38846.0
2020-06-05,Manitoba,300,46668.0,9.0,2,34078.0
2020-06-05,Ontario,29747,782597.0,3792.0,344,53726.0
2020-06-05,Quebec,52398,470862.0,29699.0,255,55494.0
2020-06-05,Newfoundland and Labrador,261,12935.0,2.0,0,24801.0
2020-06-05,New Brunswick,136,30645.0,14.0,0,39449.0
2020-06-05,Nova Scotia,1058,45709.0,0.0,0,47055.0
2020-06-05,Prince Edward Island,27,7111.0,0.0,0,45308.0
2020-06-05,Yukon,11,1201.0,0.0,0,29397.0
2020-06-05,Northwest Territories,5,2097.0,0.0,0,46781.0
2020-06-05,Canada,94335,1830498.0,34064.0,609,48697.0
2020-06-06,British Columbia,2632,131722.0,193.0,0,25974.0
2020-06-06,Alberta,7138,259031.0,336.0,40,59257.0
2020-06-06,Saskatchewan,650,46118.0,28.0,1,39267.0
2020-06-06,Manitoba,300,46668.0,9.0,0,34078.0
2020-06-06,Ontario,30202,804946.0,3848.0,455,55260.0
2020-06-06,Quebec,52624,477737.0,29242.0,226,56304.0
2020-06-06,Newfoundland and Labrador,261,13192.0,2.0,0,25294.0
2020-06-06,New Brunswick,136,31083.0,14.0,0,40013.0
2020-06-06,Nova Scotia,1058,46379.0,0.0,0,47745.0
2020-06-06,Prince Edward Island,27,7197.0,0.0,0,45856.0
2020-06-06,Yukon,11,1201.0,0.0,0,29397.0
2020-06-06,Northwest Territories,5,2097.0,0.0,0,46781.0
2020-06-06,Canada,95057,1868277.0,33670.0,722,49702.0
2020-06-07,British Columbia,2632,132787.0,193.0,0,26184.0
2020-06-07,Alberta,7138,259031.0,336.0,0,59257.0
2020-06-07,Saskatchewan,650,46556.0,16.0,0,39640.0
2020-06-07,Manitoba,300,46668.0,9.0,0,34078.0
2020-06-07,Ontario,30617,823687.0,3939.0,415,56546.0
2020-06-07,Quebec,52849,484972.0,29157.0,225,57157.0
2020-06-07,Newfoundland and Labrador,261,13335.0,2.0,0,25568.0
2020-06-07,New Brunswick,137,31445.0,15.0,1,40479.0
2020-06-07,Nova Scotia,1059,46688.0,0.0,1,48063.0
2020-06-07,Prince Edward Island,27,7444.0,0.0,0,47430.0
2020-06-07,Yukon,11,1201.0,0.0,0,29397.0
2020-06-07,Northwest Territories,5,2097.0,0.0,0,46781.0
2020-06-07,Canada,95699,1896822.0,33666.0,642,50462.0
2020-06-08,British Columbia,2659,133367.0,183.0,27,26298.0
2020-06-08,Alberta,7202,268663.0,355.0,64,61460.0
2020-06-08,Saskatchewan,654,47010.0,17.0,4,40027.0
2020-06-08,Manitoba,300,48706.0,9.0,0,35566.0
2020-06-08,Ontario,30860,838542.0,3918.0,243,57566.0
2020-06-08,Quebec,53047,489877.0,29069.0,198,57735.0
2020-06-08,Newfoundland and Labrador,261,13423.0,2.0,0,25737.0
2020-06-08,New Brunswick,146,31781.0,24.0,9,40911.0
2020-06-08,Nova Scotia,1059,47017.0,0.0,0,48402.0
2020-06-08,Prince Edward Island,27,7494.0,0.0,0,47749.0
2020-06-08,Yukon,11,1214.0,0.0,0,29716.0
2020-06-08,Northwest Territories,5,2130.0,0.0,0,47517.0
2020-06-08,Canada,96244,1930141.0,33576.0,545,51348.0
2020-06-09,British Columbia,2669,135454.0,183.0,10,26710.0
2020-06-09,Alberta,7229,272967.0,356.0,27,62445.0
2020-06-09,Saskatchewan,656,47247.0,19.0,2,40229.0
2020-06-09,Manitoba,300,49296.0,8.0,0,35997.0
2020-06-09,Ontario,31090,851609.0,3797.0,230,58463.0
2020-06-09,Quebec,53185,493724.0,28795.0,138,58188.0
2020-06-09,Newfoundland and Labrador,261,13705.0,2.0,0,26278.0
2020-06-09,New Brunswick,147,32205.0,25.0,1,41457.0
2020-06-09,Nova Scotia,1060,47489.0,0.0,1,48887.0
2020-06-09,Prince Edward Island,27,7734.0,0.0,0,49278.0
2020-06-09,Yukon,11,1219.0,0.0,0,29838.0
2020-06-09,Northwest Territories,5,2139.0,0.0,0,47718.0
2020-06-09,Canada,96653,1955719.0,33184.0,409,52029.0
2020-06-10,British Columbia,2680,137001.0,185.0,11,27015.0
2020-06-10,Alberta,7276,278556.0,371.0,47,63724.0
2020-06-10,Saskatchewan,658,47730.0,21.0,2,40640.0
2020-06-10,Manitoba,300,49929.0,8.0,0,36459.0
2020-06-10,Ontario,31341,870898.0,3486.0,251,59788.0
2020-06-10,Quebec,53341,498550.0,28419.0,156,58757.0
2020-06-10,Newfoundland and Labrador,261,13870.0,2.0,0,26594.0
2020-06-10,New Brunswick,151,32562.0,29.0,4,41917.0
2020-06-10,Nova Scotia,1061,47962.0,5.0,1,49374.0
2020-06-10,Prince Edward Island,27,7879.0,0.0,0,50202.0
2020-06-10,Yukon,11,1228.0,0.0,0,30058.0
2020-06-10,Northwest Territories,5,2147.0,0.0,0,47896.0
2020-06-10,Canada,97125,1989255.0,32526.0,472,52921.0
2020-06-11,British Columbia,2694,138319.0,183.0,14,27275.0
2020-06-11,Alberta,7316,284788.0,379.0,40,65149.0
2020-06-11,Saskatchewan,660,48356.0,21.0,2,41173.0
2020-06-11,Manitoba,300,50663.0,7.0,0,36995.0
2020-06-11,Ontario,31544,894443.0,3172.0,203,61404.0
2020-06-11,Quebec,53485,504056.0,28081.0,144,59406.0
2020-06-11,Newfoundland and Labrador,261,14071.0,2.0,0,26980.0
2020-06-11,New Brunswick,153,32928.0,29.0,2,42388.0
2020-06-11,Nova Scotia,1061,48411.0,4.0,0,49837.0
2020-06-11,Prince Edward Island,27,8110.0,0.0,0,51673.0
2020-06-11,Yukon,11,1232.0,0.0,0,30156.0
2020-06-11,Northwest Territories,5,2166.0,0.0,0,48320.0
2020-06-11,Canada,97530,2028496.0,31878.0,405,53965.0
2020-06-12,British Columbia,2709,139950.0,187.0,15,27596.0
2020-06-12,Alberta,7346,291329.0,386.0,30,66646.0
2020-06-12,Saskatchewan,663,48904.0,23.0,3,41639.0
2020-06-12,Manitoba,301,51402.0,5.0,1,37534.0
2020-06-12,Ontario,31726,921851.0,3041.0,182,63285.0
2020-06-12,Quebec,53666,509452.0,27695.0,181,60042.0
2020-06-12,Newfoundland and Labrador,261,14236.0,2.0,0,27296.0
2020-06-12,New Brunswick,154,33327.0,28.0,1,42901.0
2020-06-12,Nova Scotia,1061,49024.0,4.0,0,50468.0
2020-06-12,Prince Edward Island,27,8241.0,0.0,0,52508.0
2020-06-12,Yukon,11,1235.0,0.0,0,30230.0
2020-06-12,Northwest Territories,5,2177.0,0.0,0,48566.0
2020-06-12,Canada,97943,2072096.0,31371.0,413,55125.0
2020-06-13,British Columbia,2709,141630.0,187.0,0,27928.0
2020-06-13,Alberta,7383,297108.0,403.0,37,67968.0
2020-06-13,Saskatchewan,664,49412.0,23.0,1,42072.0
2020-06-13,Manitoba,303,52048.0,7.0,2,38006.0
2020-06-13,Ontario,31992,948410.0,2947.0,266,65109.0
2020-06-13,Quebec,53824,514868.0,27348.0,158,60680.0
2020-06-13,Newfoundland and Labrador,261,14419.0,2.0,0,27647.0
2020-06-13,New Brunswick,157,33759.0,29.0,3,43458.0
2020-06-13,Nova Scotia,1061,49644.0,3.0,0,51106.0
2020-06-13,Prince Edward Island,27,8241.0,0.0,0,52508.0
2020-06-13,Yukon,11,1235.0,0.0,0,30230.0
2020-06-13,Northwest Territories,5,2177.0,0.0,0,48566.0
2020-06-13,Canada,98410,2113924.0,30949.0,467,56237.0
2020-06-14,British Columbia,2709,143333.0,187.0,0,28263.0
2020-06-14,Alberta,7433,303912.0,422.0,50,69524.0
2020-06-14,Saskatchewan,665,49843.0,24.0,1,42439.0
2020-06-14,Manitoba,304,52650.0,8.0,1,38446.0
2020-06-14,Ontario,32189,970926.0,2709.0,197,66655.0
2020-06-14,Quebec,53952,520873.0,26988.0,128,61388.0
2020-06-14,Newfoundland and Labrador,261,14592.0,2.0,0,27979.0
2020-06-14,New Brunswick,157,33954.0,26.0,0,43709.0
2020-06-14,Nova Scotia,1061,50066.0,3.0,0,51540.0
2020-06-14,Prince Edward Island,27,8241.0,0.0,0,52508.0
2020-06-14,Yukon,11,1235.0,0.0,0,30230.0
2020-06-14,Northwest Territories,5,2177.0,0.0,0,48566.0
2020-06-14,Canada,98787,2152776.0,30369.0,377,57271.0
2020-06-15,British Columbia,2745,143524.0,182.0,36,28301.0
2020-06-15,Alberta,7453,306887.0,440.0,20,70205.0
2020-06-15,Saskatchewan,683,50331.0,41.0,18,42855.0
2020-06-15,Manitoba,304,53342.0,5.0,0,38951.0
2020-06-15,Ontario,32370,991966.0,2630.0,181,68099.0
2020-06-15,Quebec,54054,524979.0,26599.0,102,61872.0
2020-06-15,Newfoundland and Labrador,261,14694.0,1.0,0,28174.0
2020-06-15,New Brunswick,160,34261.0,29.0,3,44104.0
2020-06-15,Nova Scotia,1061,50313.0,3.0,0,51795.0
2020-06-15,Prince Edward Island,27,8750.0,0.0,0,55751.0
2020-06-15,Yukon,11,1235.0,0.0,0,30230.0
2020-06-15,Northwest Territories,5,2215.0,0.0,0,49413.0
2020-06-15,Canada,99147,2183476.0,29930.0,360,58088.0
2020-06-16,British Columbia,2756,145243.0,172.0,11,28640.0
2020-06-16,Alberta,7482,312351.0,449.0,29,71455.0
2020-06-16,Saskatchewan,684,50728.0,40.0,1,43193.0
2020-06-16,Manitoba,304,53860.0,5.0,0,39329.0
2020-06-16,Ontario,32554,1012980.0,2585.0,184,69542.0
2020-06-16,Quebec,54146,528245.0,26527.0,92,62257.0
2020-06-16,Newfoundland and Labrador,261,14902.0,1.0,0,28573.0
2020-06-16,New Brunswick,163,34510.0,30.0,3,44424.0
2020-06-16,Nova Scotia,1061,50516.0,2.0,0,52004.0
2020-06-16,Prince Edward Island,27,8916.0,0.0,0,56809.0
2020-06-16,Yukon,11,1243.0,0.0,0,30425.0
2020-06-16,Northwest Territories,5,2225.0,0.0,0,49636.0
2020-06-16,Canada,99467,2216730.0,29811.0,320,58972.0
2020-06-17,British Columbia,2775,146712.0,185.0,19,28930.0
2020-06-17,Alberta,7530,318276.0,486.0,48,72810.0
2020-06-17,Saskatchewan,693,51127.0,47.0,9,43532.0
2020-06-17,Manitoba,306,54204.0,6.0,2,39580.0
2020-06-17,Ontario,32744,1036393.0,2410.0,190,71149.0
2020-06-17,Quebec,54263,533133.0,26416.0,117,62833.0
2020-06-17,Newfoundland and Labrador,261,15091.0,1.0,0,28935.0
2020-06-17,New Brunswick,164,34992.0,29.0,1,45045.0
2020-06-17,Nova Scotia,1061,50893.0,2.0,0,52392.0
2020-06-17,Prince Edward Island,27,9163.0,0.0,0,58383.0
2020-06-17,Yukon,11,1245.0,0.0,0,30474.0
2020-06-17,Northwest Territories,5,2227.0,0.0,0,49681.0
2020-06-17,Canada,99853,2254481.0,29582.0,386,59977.0
2020-06-18,British Columbia,2783,148500.0,190.0,8,29282.0
2020-06-18,Alberta,7579,324964.0,489.0,49,74340.0
2020-06-18,Saskatchewan,708,51644.0,59.0,15,43972.0
2020-06-18,Manitoba,308,54842.0,8.0,2,40046.0
2020-06-18,Ontario,32917,1060845.0,2360.0,173,72827.0
2020-06-18,Quebec,54383,538818.0,26289.0,120,63503.0
2020-06-18,Newfoundland and Labrador,261,15303.0,0.0,0,29342.0
2020-06-18,New Brunswick,164,35355.0,27.0,0,45512.0
2020-06-18,Nova Scotia,1061,51358.0,2.0,0,52870.0
2020-06-18,Prince Edward Island,27,9286.0,0.0,0,59166.0
2020-06-18,Yukon,11,1250.0,0.0,0,30597.0
2020-06-18,Northwest Territories,5,2231.0,0.0,0,49770.0
2020-06-18,Canada,100220,2295440.0,29424.0,367,61066.0
2020-06-19,British Columbia,2790,149929.0,178.0,7,29564.0
2020-06-19,Alberta,7625,332766.0,512.0,46,76125.0
2020-06-19,Saskatchewan,716,52278.0,67.0,8,44512.0
2020-06-19,Manitoba,311,55401.0,11.0,3,40454.0
2020-06-19,Ontario,33095,1087179.0,2281.0,178,74635.0
2020-06-19,Quebec,54550,545165.0,26203.0,167,64251.0
2020-06-19,Newfoundland and Labrador,261,15539.0,0.0,0,29794.0
2020-06-19,New Brunswick,164,35619.0,27.0,0,45852.0
2020-06-19,Nova Scotia,1061,51658.0,1.0,0,53179.0
2020-06-19,Prince Edward Island,27,9490.0,0.0,0,60466.0
2020-06-19,Yukon,11,1250.0,0.0,0,30597.0
2020-06-19,Northwest Territories,5,2239.0,0.0,0,49949.0
2020-06-19,Canada,100629,2339563.0,29280.0,409,62240.0
2020-06-20,British Columbia,2790,151626.0,178.0,0,29899.0
2020-06-20,Alberta,7673,339165.0,525.0,48,77589.0
2020-06-20,Saskatchewan,726,52798.0,74.0,10,44955.0
2020-06-20,Manitoba,313,56147.0,13.0,2,40999.0
2020-06-20,Ontario,33301,1113671.0,2238.0,206,76454.0
2020-06-20,Quebec,54674,551352.0,26065.0,124,64980.0
2020-06-20,Newfoundland and Labrador,261,15700.0,0.0,0,30103.0
2020-06-20,New Brunswick,164,36184.0,27.0,0,46579.0
2020-06-20,Nova Scotia,1061,51943.0,1.0,0,53473.0
2020-06-20,Prince Edward Island,27,9647.0,0.0,0,61467.0
2020-06-20,Yukon,11,1250.0,0.0,0,30597.0
2020-06-20,Northwest Territories,5,2239.0,0.0,0,49949.0
2020-06-20,Canada,101019,2382781.0,29121.0,390,63390.0
2020-06-21,British Columbia,2790,152568.0,178.0,0,30084.0
2020-06-21,Alberta,7704,345952.0,534.0,31,79141.0
2020-06-21,Saskatchewan,746,53481.0,90.0,20,45537.0
2020-06-21,Manitoba,313,56847.0,13.0,0,41510.0
2020-06-21,Ontario,33476,1136313.0,2151.0,175,78008.0
