date,region,numtotal,numtested,numactive,numtoday,ratetested
2020-04-16,Newfoundland and Labrador,252,5305.0,249.0,5,10172.0
2020-04-16,New Brunswick,117,8945.0,117.0,0,11515.0
2020-04-16,Nova Scotia,579,19239.0,576.0,30,19806.0
2020-04-16,Prince Edward Island,26,1946.0,26.0,0,12399.0
2020-04-16,Yukon,8,849.0,8.0,0,20781.0
2020-04-16,Northwest Territories,5,1438.0,5.0,0,32080.0
2020-04-16,Canada,30092,487625.0,28899.0,1711,12972.0
2020-04-17,British Columbia,1575,52378.0,543.0,14,10328.0
2020-04-17,Alberta,2397,89144.0,2347.0,239,20393.0
2020-04-17,Saskatchewan,307,21212.0,303.0,2,18061.0
2020-04-17,Manitoba,250,18814.0,245.0,0,13738.0
2020-04-17,Ontario,9525,132133.0,9047.0,564,9071.0
2020-04-17,Quebec,16798,153722.0,16110.0,941,18117.0
2020-04-17,Newfoundland and Labrador,256,5584.0,253.0,4,10707.0
2020-04-17,New Brunswick,117,9684.0,117.0,0,12466.0
2020-04-17,Nova Scotia,606,20432.0,602.0,27,21034.0
2020-04-17,Prince Edward Island,26,2013.0,26.0,0,12826.0
2020-04-17,Yukon,9,852.0,9.0,1,20855.0
2020-04-17,Northwest Territories,5,1447.0,5.0,0,32280.0
2020-04-17,Canada,31884,507701.0,30575.0,1792,13507.0
2020-04-18,British Columbia,1618,53569.0,574.0,43,10563.0
2020-04-18,Alberta,2562,92962.0,1349.0,165,21266.0
2020-04-18,Saskatchewan,313,21997.0,75.0,6,18729.0
2020-04-18,Manitoba,253,19412.0,116.0,3,14175.0
2020-04-18,Ontario,10010,139448.0,4621.0,485,9573.0
2020-04-18,Quebec,17521,158770.0,13401.0,723,18712.0
2020-04-18,Newfoundland and Labrador,257,5870.0,65.0,1,11255.0
2020-04-18,New Brunswick,118,9958.0,31.0,1,12819.0
2020-04-18,Nova Scotia,649,21363.0,458.0,43,21992.0
2020-04-18,Prince Edward Island,26,2086.0,3.0,0,13291.0
2020-04-18,Yukon,9,859.0,1.0,0,21026.0
2020-04-18,Northwest Territories,5,1459.0,2.0,0,32548.0
2020-04-18,Canada,33354,528057.0,20709.0,1470,14048.0
2020-04-19,British Columbia,1618,54778.0,574.0,0,10801.0
2020-04-19,Alberta,2562,97180.0,1349.0,0,22231.0
2020-04-19,Saskatchewan,315,22759.0,77.0,2,19378.0
2020-04-19,Manitoba,253,19634.0,105.0,0,14337.0
2020-04-19,Ontario,10578,148106.0,4816.0,568,10168.0
2020-04-19,Quebec,18357,163548.0,13925.0,836,19275.0
2020-04-19,Newfoundland and Labrador,257,6128.0,63.0,0,11750.0
2020-04-19,New Brunswick,118,10290.0,26.0,0,13246.0
2020-04-19,Nova Scotia,675,22029.0,466.0,26,22678.0
2020-04-19,Prince Edward Island,26,2239.0,3.0,0,14266.0
2020-04-19,Yukon,9,878.0,1.0,0,21491.0
2020-04-19,Northwest Territories,5,1476.0,2.0,0,32927.0
2020-04-19,Canada,34786,549349.0,21420.0,1432,14615.0
2020-04-20,British Columbia,1699,55779.0,574.0,81,10999.0
2020-04-20,Alberta,2908,100898.0,1619.0,346,23082.0
2020-04-20,Saskatchewan,316,22759.0,74.0,1,19378.0
2020-04-20,Manitoba,254,19924.0,105.0,1,14549.0
2020-04-20,Ontario,11184,148106.0,5085.0,606,10168.0
2020-04-20,Quebec,19319,167801.0,14533.0,962,19776.0
2020-04-20,Newfoundland and Labrador,257,6233.0,63.0,0,11951.0
2020-04-20,New Brunswick,118,10492.0,20.0,0,13506.0
2020-04-20,Nova Scotia,721,22669.0,464.0,46,23337.0
2020-04-20,Prince Edward Island,26,2239.0,3.0,0,14266.0
2020-04-20,Yukon,11,878.0,3.0,2,21491.0
2020-04-20,Northwest Territories,5,1495.0,0.0,0,33351.0
2020-04-20,Canada,36831,559578.0,22556.0,2045,14887.0
2020-04-21,British Columbia,1724,56526.0,596.0,25,11146.0
2020-04-21,Alberta,3095,104370.0,1761.0,187,23876.0
2020-04-21,Saskatchewan,320,23554.0,64.0,4,20055.0
2020-04-21,Manitoba,255,20328.0,99.0,1,14844.0
2020-04-21,Ontario,11735,148106.0,5307.0,551,10168.0
2020-04-21,Quebec,20126,171520.0,15037.0,807,20215.0
2020-04-21,Newfoundland and Labrador,257,6383.0,60.0,0,12239.0
2020-04-21,New Brunswick,118,10799.0,16.0,0,13901.0
2020-04-21,Nova Scotia,737,23261.0,441.0,16,23946.0
2020-04-21,Prince Edward Island,26,2330.0,3.0,0,14846.0
2020-04-21,Yukon,11,872.0,3.0,0,21344.0
2020-04-21,Northwest Territories,5,1509.0,0.0,0,33663.0
2020-04-21,Canada,38422,569878.0,23400.0,1591,15161.0
2020-04-22,British Columbia,1795,57499.0,626.0,71,11338.0
2020-04-22,Alberta,3401,108521.0,2025.0,306,24826.0
2020-04-22,Saskatchewan,326,24008.0,61.0,6,20442.0
2020-04-22,Manitoba,257,20651.0,97.0,2,15080.0
2020-04-22,Ontario,12245,178467.0,5365.0,510,12252.0
2020-04-22,Quebec,20965,176048.0,15540.0,839,20748.0
2020-04-22,Newfoundland and Labrador,256,6655.0,54.0,-1,12760.0
2020-04-22,New Brunswick,118,11121.0,14.0,0,14316.0
2020-04-22,Nova Scotia,772,24155.0,430.0,35,24866.0
2020-04-22,Prince Edward Island,26,2344.0,2.0,0,14935.0
2020-04-22,Yukon,11,878.0,3.0,0,21491.0
2020-04-22,Northwest Territories,5,1512.0,0.0,0,33730.0
2020-04-22,Canada,40190,612192.0,24230.0,1768,16286.0
2020-04-23,British Columbia,1824,58848.0,638.0,29,11604.0
2020-04-23,Alberta,3720,112562.0,2296.0,319,25750.0
2020-04-23,Saskatchewan,331,24504.0,57.0,5,20864.0
2020-04-23,Manitoba,262,21229.0,82.0,5,15502.0
2020-04-23,Ontario,12879,188377.0,5486.0,634,12932.0
2020-04-23,Quebec,21838,180833.0,16111.0,873,21312.0
2020-04-23,Newfoundland and Labrador,256,6862.0,48.0,0,13157.0
2020-04-23,New Brunswick,118,11616.0,14.0,0,14953.0
2020-04-23,Nova Scotia,827,24884.0,453.0,55,25617.0
2020-04-23,Prince Edward Island,26,2466.0,2.0,0,15712.0
2020-04-23,Yukon,11,881.0,3.0,0,21565.0
2020-04-23,Northwest Territories,5,1515.0,0.0,0,33797.0
2020-04-23,Canada,42110,634917.0,25203.0,1920,16891.0
2020-04-24,British Columbia,1853,60472.0,641.0,29,11924.0
2020-04-24,Alberta,4017,116859.0,2548.0,297,26733.0
2020-04-24,Saskatchewan,341,25141.0,57.0,10,21406.0
2020-04-24,Manitoba,263,21720.0,61.0,1,15860.0
2020-04-24,Ontario,13519,200270.0,5669.0,640,13749.0
2020-04-24,Quebec,22616,185632.0,16552.0,778,21878.0
2020-04-24,Newfoundland and Labrador,256,7105.0,46.0,0,13623.0
2020-04-24,New Brunswick,118,11908.0,11.0,0,15329.0
2020-04-24,Nova Scotia,850,25658.0,442.0,23,26414.0
2020-04-24,Prince Edward Island,26,2564.0,2.0,0,16337.0
2020-04-24,Yukon,11,888.0,3.0,0,21736.0
2020-04-24,Northwest Territories,5,1537.0,0.0,0,34288.0
2020-04-24,Canada,43888,660108.0,26045.0,1778,17561.0
2020-04-25,British Columbia,1948,63039.0,711.0,95,12430.0
2020-04-25,Alberta,4233,121244.0,2689.0,216,27736.0
2020-04-25,Saskatchewan,349,25697.0,57.0,8,21880.0
2020-04-25,Manitoba,267,21720.0,62.0,4,15860.0
2020-04-25,Ontario,13995,210502.0,5675.0,476,14451.0
2020-04-25,Quebec,23267,190765.0,16764.0,651,22483.0
2020-04-25,Newfoundland and Labrador,257,7332.0,46.0,1,14058.0
2020-04-25,New Brunswick,118,12279.0,11.0,0,15807.0
2020-04-25,Nova Scotia,865,26320.0,431.0,15,27095.0
2020-04-25,Prince Edward Island,26,2564.0,2.0,0,16337.0
2020-04-25,Yukon,11,894.0,3.0,0,21883.0
2020-04-25,Northwest Territories,5,1554.0,0.0,0,34667.0
2020-04-25,Canada,45354,684271.0,26464.0,1466,18204.0
2020-04-26,British Columbia,1948,64700.0,711.0,0,12758.0
2020-04-26,Alberta,4480,125310.0,2858.0,247,28666.0
2020-04-26,Saskatchewan,353,25697.0,61.0,4,21880.0
2020-04-26,Manitoba,271,21720.0,66.0,4,15860.0
2020-04-26,Ontario,14432,222129.0,5597.0,437,15249.0
2020-04-26,Quebec,24107,195577.0,17250.0,840,23050.0
2020-04-26,Newfoundland and Labrador,258,7440.0,36.0,1,14265.0
2020-04-26,New Brunswick,118,12525.0,7.0,0,16123.0
2020-04-26,Nova Scotia,873,26871.0,410.0,8,27662.0
2020-04-26,Prince Edward Island,26,2688.0,2.0,0,17127.0
2020-04-26,Yukon,11,908.0,3.0,0,22225.0
2020-04-26,Northwest Territories,5,1575.0,0.0,0,35136.0
2020-04-26,Canada,46895,707508.0,27014.0,1541,18822.0
2020-04-27,British Columbia,1998,67289.0,705.0,50,13268.0
2020-04-27,Alberta,4696,128860.0,2957.0,216,29479.0
2020-04-27,Saskatchewan,365,26642.0,72.0,12,22684.0
2020-04-27,Manitoba,272,23149.0,61.0,1,16904.0
2020-04-27,Ontario,14856,234268.0,5439.0,424,16083.0
2020-04-27,Quebec,24982,200172.0,17866.0,875,23591.0
2020-04-27,Newfoundland and Labrador,258,7641.0,34.0,0,14651.0
2020-04-27,New Brunswick,118,12648.0,6.0,0,16282.0
2020-04-27,Nova Scotia,900,27437.0,367.0,27,28245.0
2020-04-27,Prince Edward Island,26,2726.0,2.0,0,17369.0
2020-04-27,Yukon,11,919.0,3.0,0,22495.0
2020-04-27,Northwest Territories,5,1585.0,0.0,0,35359.0
2020-04-27,Canada,48500,733705.0,27525.0,1605,19519.0
2020-04-28,British Columbia,2053,68935.0,717.0,55,13593.0
2020-04-28,Alberta,4850,131772.0,2970.0,154,30145.0
2020-04-28,Saskatchewan,366,26915.0,70.0,1,22917.0
2020-04-28,Manitoba,272,23379.0,57.0,0,17072.0
2020-04-28,Ontario,15381,244766.0,5466.0,525,16803.0
2020-04-28,Quebec,25757,204472.0,18234.0,775,24098.0
2020-04-28,Newfoundland and Labrador,258,7905.0,33.0,0,15157.0
2020-04-28,New Brunswick,118,12907.0,4.0,0,16615.0
2020-04-28,Nova Scotia,915,28108.0,366.0,15,28936.0
2020-04-28,Prince Edward Island,27,2726.0,3.0,1,17369.0
2020-04-28,Yukon,11,953.0,3.0,0,23327.0
2020-04-28,Northwest Territories,5,1585.0,0.0,0,35359.0
2020-04-28,Canada,50026,754800.0,27936.0,1526,20080.0
2020-04-29,British Columbia,2087,71210.0,673.0,34,14042.0
2020-04-29,Alberta,5165,136511.0,3125.0,315,31229.0
2020-04-29,Saskatchewan,383,27328.0,86.0,17,23269.0
2020-04-29,Manitoba,273,23817.0,54.0,1,17391.0
2020-04-29,Ontario,15728,255942.0,5120.0,347,17571.0
2020-04-29,Quebec,26594,208979.0,18785.0,837,24629.0
2020-04-29,Newfoundland and Labrador,258,8191.0,30.0,0,15705.0
2020-04-29,New Brunswick,118,13121.0,4.0,0,16891.0
2020-04-29,Nova Scotia,935,28731.0,378.0,20,29577.0
2020-04-29,Prince Edward Island,27,2810.0,3.0,0,17904.0
2020-04-29,Yukon,11,973.0,3.0,0,23817.0
2020-04-29,Northwest Territories,5,1608.0,0.0,0,35872.0
2020-04-29,Canada,51597,779613.0,28274.0,1571,20740.0
2020-04-30,British Columbia,2112,73479.0,679.0,25,14489.0
2020-04-30,Alberta,5355,141060.0,3105.0,190,32269.0
2020-04-30,Saskatchewan,389,27786.0,88.0,6,23658.0
2020-04-30,Manitoba,275,24304.0,49.0,2,17747.0
2020-04-30,Ontario,16187,268447.0,4900.0,459,18429.0
2020-04-30,Quebec,27538,214047.0,19380.0,944,25227.0
2020-04-30,Newfoundland and Labrador,258,8376.0,30.0,0,16060.0
2020-04-30,New Brunswick,118,13598.0,4.0,0,17505.0
2020-04-30,Nova Scotia,947,29421.0,374.0,12,30287.0
2020-04-30,Prince Edward Island,27,2922.0,3.0,0,18618.0
2020-04-30,Yukon,11,984.0,2.0,0,24086.0
2020-04-30,Northwest Territories,5,1629.0,0.0,0,36341.0
2020-04-30,Canada,53236,806449.0,28628.0,1639,21454.0
2020-05-01,British Columbia,2145,75544.0,676.0,33,14896.0
2020-05-01,Alberta,5573,145420.0,3122.0,218,33267.0
2020-05-01,Saskatchewan,415,28417.0,112.0,26,24196.0
2020-05-01,Manitoba,279,24975.0,38.0,4,18237.0
2020-05-01,Ontario,16608,284438.0,4662.0,421,19527.0
2020-05-01,Quebec,28648,219367.0,19926.0,1110,25854.0
2020-05-01,Newfoundland and Labrador,259,8545.0,26.0,1,16384.0
2020-05-01,New Brunswick,118,13998.0,2.0,0,18019.0
2020-05-01,Nova Scotia,959,30149.0,338.0,12,31037.0
2020-05-01,Prince Edward Island,27,3019.0,3.0,0,19236.0
2020-05-01,Yukon,11,999.0,0.0,0,24453.0
2020-05-01,Northwest Territories,5,1629.0,0.0,0,36341.0
2020-05-01,Canada,55061,836921.0,28919.0,1825,22265.0
2020-05-02,British Columbia,2171,77904.0,681.0,26,15362.0
2020-05-02,Alberta,5670,148757.0,3042.0,97,34030.0
2020-05-02,Saskatchewan,421,28847.0,113.0,6,24562.0
2020-05-02,Manitoba,280,25736.0,38.0,1,18793.0
2020-05-02,Ontario,17119,300210.0,4553.0,511,20610.0
2020-05-02,Quebec,29656,224831.0,20555.0,1008,26498.0
2020-05-02,Newfoundland and Labrador,259,8716.0,25.0,0,16712.0
2020-05-02,New Brunswick,118,14252.0,0.0,0,18346.0
2020-05-02,Nova Scotia,963,30774.0,323.0,4,31680.0
2020-05-02,Prince Edward Island,27,3086.0,3.0,0,19663.0
2020-05-02,Yukon,11,1019.0,0.0,0,24942.0
2020-05-02,Northwest Territories,5,1682.0,0.0,0,37523.0
2020-05-02,Canada,56714,866235.0,29347.0,1653,23045.0
2020-05-03,British Columbia,2171,81061.0,681.0,0,15984.0
2020-05-03,Alberta,5766,152123.0,2958.0,96,34800.0
2020-05-03,Saskatchewan,433,29498.0,122.0,12,25116.0
2020-05-03,Manitoba,281,26253.0,38.0,1,19170.0
2020-05-03,Ontario,17553,316796.0,4332.0,434,21748.0
2020-05-03,Quebec,31865,230864.0,22402.0,2209,27209.0
2020-05-03,Newfoundland and Labrador,259,8819.0,24.0,0,16909.0
2020-05-03,New Brunswick,118,14559.0,0.0,0,18742.0
2020-05-03,Nova Scotia,971,31192.0,310.0,8,32111.0
2020-05-03,Prince Edward Island,27,3138.0,3.0,0,19994.0
2020-05-03,Yukon,11,1023.0,0.0,0,25040.0
2020-05-03,Northwest Territories,5,1697.0,0.0,0,37857.0
2020-05-03,Canada,59474,897444.0,30884.0,2760,23875.0
2020-05-04,British Columbia,2224,82862.0,690.0,53,16339.0
2020-05-04,Alberta,5836,152123.0,2790.0,70,34800.0
2020-05-04,Saskatchewan,467,30171.0,154.0,34,25689.0
2020-05-04,Manitoba,281,26857.0,37.0,0,19611.0
2020-05-04,Ontario,17923,330875.0,4118.0,370,22715.0
2020-05-04,Quebec,32623,235136.0,22765.0,758,27712.0
2020-05-04,Newfoundland and Labrador,259,8935.0,23.0,0,17132.0
2020-05-04,New Brunswick,118,14559.0,0.0,0,18742.0
2020-05-04,Nova Scotia,985,31571.0,309.0,14,32501.0
2020-05-04,Prince Edward Island,27,3138.0,2.0,0,19994.0
2020-05-04,Yukon,11,1023.0,0.0,0,25040.0
2020-05-04,Northwest Territories,5,1697.0,0.0,0,37857.0
2020-05-04,Canada,60772,919368.0,30901.0,1298,24458.0
2020-05-05,British Columbia,2232,84288.0,639.0,8,16620.0
2020-05-05,Alberta,5893,157137.0,2568.0,57,35947.0
2020-05-05,Saskatchewan,487,30664.0,171.0,20,26109.0
2020-05-05,Manitoba,282,27202.0,37.0,1,19863.0
2020-05-05,Ontario,18310,341180.0,4170.0,387,23422.0
2020-05-05,Quebec,33417,239241.0,23096.0,794,28196.0
2020-05-05,Newfoundland and Labrador,259,9127.0,15.0,0,17500.0
2020-05-05,New Brunswick,119,14982.0,1.0,1,19286.0
2020-05-05,Nova Scotia,991,32146.0,298.0,6,33093.0
2020-05-05,Prince Edward Island,27,3341.0,2.0,0,21287.0
2020-05-05,Yukon,11,1028.0,0.0,0,25163.0
2020-05-05,Northwest Territories,5,1698.0,0.0,0,37880.0
2020-05-05,Canada,62046,942602.0,31010.0,1274,25076.0
2020-05-06,British Columbia,2255,85812.0,637.0,23,16921.0
2020-05-06,Alberta,5963,160185.0,2299.0,70,36645.0
2020-05-06,Saskatchewan,512,31247.0,194.0,25,26605.0
2020-05-06,Manitoba,284,27712.0,35.0,2,20236.0
2020-05-06,Ontario,18722,353717.0,4071.0,412,24283.0
2020-05-06,Quebec,34327,250654.0,23533.0,910,29541.0
2020-05-06,Newfoundland and Labrador,259,9295.0,12.0,0,17822.0
2020-05-06,New Brunswick,120,15324.0,2.0,1,19726.0
2020-05-06,Nova Scotia,998,32869.0,296.0,7,33837.0
2020-05-06,Prince Edward Island,27,3454.0,1.0,0,22007.0
2020-05-06,Yukon,11,1041.0,0.0,0,25481.0
2020-05-06,Northwest Territories,5,1723.0,0.0,0,38438.0
2020-05-06,Canada,63496,973634.0,31093.0,1450,25902.0
2020-05-07,British Columbia,2288,87779.0,650.0,33,17309.0
2020-05-07,Alberta,6017,163510.0,2094.0,54,37405.0
2020-05-07,Saskatchewan,531,31926.0,196.0,19,27184.0
2020-05-07,Manitoba,283,28232.0,33.0,-1,20615.0
2020-05-07,Ontario,19121,368400.0,4075.0,399,25291.0
2020-05-07,Quebec,35238,259794.0,23934.0,911,30618.0
2020-05-07,Newfoundland and Labrador,261,9451.0,14.0,2,18121.0
2020-05-07,New Brunswick,120,15700.0,2.0,0,20210.0
2020-05-07,Nova Scotia,1007,33541.0,255.0,9,34529.0
2020-05-07,Prince Edward Island,27,3550.0,1.0,0,22619.0
2020-05-07,Yukon,11,1065.0,0.0,0,26068.0
2020-05-07,Northwest Territories,5,1740.0,0.0,0,38817.0
2020-05-07,Canada,64922,1005294.0,31267.0,1426,26744.0
2020-05-08,British Columbia,2315,89764.0,609.0,27,17700.0
2020-05-08,Alberta,6098,166327.0,1963.0,81,38050.0
2020-05-08,Saskatchewan,544,32620.0,203.0,13,27774.0
2020-05-08,Manitoba,284,28742.0,30.0,1,20988.0
2020-05-08,Ontario,19598,384162.0,4068.0,477,26373.0
2020-05-08,Quebec,36150,266444.0,24497.0,912,31402.0
2020-05-08,Newfoundland and Labrador,261,9571.0,14.0,0,18351.0
2020-05-08,New Brunswick,120,16068.0,2.0,0,20684.0
2020-05-08,Nova Scotia,1008,34081.0,240.0,1,35085.0
2020-05-08,Prince Edward Island,27,3667.0,0.0,0,23365.0
2020-05-08,Yukon,11,1065.0,0.0,0,26068.0
2020-05-08,Northwest Territories,5,1768.0,0.0,0,39441.0
2020-05-08,Canada,66434,1034905.0,31639.0,1512,27532.0
2020-05-09,British Columbia,2330,91668.0,542.0,15,18076.0
2020-05-09,Alberta,6157,169415.0,1837.0,59,38756.0
2020-05-09,Saskatchewan,553,33453.0,207.0,9,28484.0
2020-05-09,Manitoba,284,29438.0,30.0,0,21496.0
2020-05-09,Ontario,19944,402761.0,3962.0,346,27650.0
2020-05-09,Quebec,36986,276787.0,24932.0,836,32621.0
2020-05-09,Newfoundland and Labrador,261,9699.0,14.0,0,18597.0
2020-05-09,New Brunswick,120,16417.0,2.0,0,21133.0
2020-05-09,Nova Scotia,1011,34531.0,221.0,3,35548.0
2020-05-09,Prince Edward Island,27,3777.0,0.0,0,24065.0
2020-05-09,Yukon,11,1075.0,0.0,0,26313.0
2020-05-09,Northwest Territories,5,1790.0,0.0,0,39932.0
2020-05-09,Canada,67702,1071455.0,31760.0,1268,28504.0
2020-05-10,British Columbia,2330,93431.0,542.0,0,18423.0
2020-05-10,Alberta,6253,173023.0,1747.0,96,39581.0
2020-05-10,Saskatchewan,564,34093.0,209.0,11,29029.0
2020-05-10,Manitoba,287,30046.0,33.0,3,21940.0
2020-05-10,Ontario,20238,419802.0,3832.0,294,28820.0
2020-05-10,Quebec,37721,278389.0,25267.0,735,32810.0
2020-05-10,Newfoundland and Labrador,261,9802.0,14.0,0,18794.0
2020-05-10,New Brunswick,120,16750.0,2.0,0,21562.0
2020-05-10,Nova Scotia,1018,34820.0,222.0,7,35845.0
2020-05-10,Prince Edward Island,27,3846.0,0.0,0,24505.0
2020-05-10,Yukon,11,1075.0,0.0,0,26313.0
2020-05-10,Northwest Territories,5,1799.0,0.0,0,40133.0
2020-05-10,Canada,68848,1097520.0,31881.0,1146,29198.0
2020-05-11,British Columbia,2353,94027.0,504.0,23,18541.0
2020-05-11,Alberta,6300,175502.0,1524.0,47,40149.0
2020-05-11,Saskatchewan,568,34585.0,199.0,4,29448.0
2020-05-11,Manitoba,289,30398.0,35.0,2,22197.0
2020-05-11,Ontario,20546,433316.0,3746.0,308,29747.0
2020-05-11,Quebec,38469,284239.0,25753.0,748,33499.0
2020-05-11,Newfoundland and Labrador,261,9896.0,14.0,0,18975.0
2020-05-11,New Brunswick,120,17184.0,2.0,0,22121.0
2020-05-11,Nova Scotia,1019,35023.0,204.0,1,36054.0
2020-05-11,Prince Edward Island,27,3910.0,0.0,0,24913.0
2020-05-11,Yukon,11,1088.0,0.0,0,26631.0
2020-05-11,Northwest Territories,5,1809.0,0.0,0,40356.0
2020-05-11,Canada,69981,1121629.0,31994.0,1133,29839.0
2020-05-12,British Columbia,2360,95558.0,397.0,7,18843.0
2020-05-12,Alberta,6345,178208.0,1361.0,45,40768.0
2020-05-12,Saskatchewan,573,34801.0,193.0,5,29631.0
2020-05-12,Manitoba,290,30799.0,32.0,1,22490.0
2020-05-12,Ontario,20907,444882.0,3791.0,361,30541.0
2020-05-12,Quebec,39225,290888.0,26038.0,756,34283.0
2020-05-12,Newfoundland and Labrador,261,10043.0,11.0,0,19256.0
2020-05-12,New Brunswick,120,17339.0,2.0,0,22320.0
2020-05-12,Nova Scotia,1020,35430.0,108.0,1,36473.0
2020-05-12,Prince Edward Island,27,4029.0,0.0,0,25671.0
2020-05-12,Yukon,11,1094.0,0.0,0,26778.0
2020-05-12,Northwest Territories,5,1817.0,0.0,0,40535.0
2020-05-12,Canada,71157,1145568.0,31946.0,1176,30476.0
2020-05-13,British Columbia,2376,97060.0,385.0,16,19139.0
2020-05-13,Alberta,6407,181624.0,1211.0,62,41549.0
2020-05-13,Saskatchewan,577,35189.0,186.0,4,29962.0
2020-05-13,Manitoba,290,31416.0,32.0,0,22940.0
2020-05-13,Ontario,21236,459524.0,3626.0,329,31547.0
2020-05-13,Quebec,39931,296528.0,26241.0,706,34947.0
2020-05-13,Newfoundland and Labrador,261,10149.0,11.0,0,19460.0
2020-05-13,New Brunswick,120,17765.0,2.0,0,22869.0
2020-05-13,Nova Scotia,1024,35811.0,103.0,4,36866.0
2020-05-13,Prince Edward Island,27,4199.0,0.0,0,26754.0
2020-05-13,Yukon,11,1106.0,0.0,0,27072.0
2020-05-13,Northwest Territories,5,1817.0,0.0,0,40535.0
2020-05-13,Canada,72278,1172872.0,31810.0,1121,31202.0
2020-05-14,British Columbia,2392,98747.0,372.0,16,19472.0
2020-05-14,Alberta,6457,185545.0,1131.0,50,42446.0
2020-05-14,Saskatchewan,582,35664.0,178.0,5,30366.0
2020-05-14,Manitoba,289,31742.0,30.0,-1,23178.0
2020-05-14,Ontario,21581,476383.0,3579.0,345,32704.0
2020-05-14,Quebec,40724,302929.0,26544.0,793,35702.0
2020-05-14,Newfoundland and Labrador,261,10275.0,10.0,0,19701.0
2020-05-14,New Brunswick,120,18172.0,2.0,0,23393.0
2020-05-14,Nova Scotia,1026,36192.0,66.0,2,37258.0
2020-05-14,Prince Edward Island,27,4306.0,0.0,0,27436.0
2020-05-14,Yukon,11,1112.0,0.0,0,27219.0
2020-05-14,Northwest Territories,5,1828.0,0.0,0,40780.0
2020-05-14,Canada,73488,1203588.0,31925.0,1210,32019.0
2020-05-15,British Columbia,2407,100289.0,359.0,15,19776.0
2020-05-15,Alberta,6515,189225.0,1073.0,58,43288.0
2020-05-15,Saskatchewan,590,36086.0,176.0,8,30726.0
2020-05-15,Manitoba,289,32492.0,28.0,0,23726.0
2020-05-15,Ontario,21922,494136.0,3456.0,341,33923.0
2020-05-15,Quebec,41420,310868.0,26980.0,696,36638.0
2020-05-15,Newfoundland and Labrador,260,10343.0,9.0,-1,19832.0
2020-05-15,New Brunswick,120,18587.0,1.0,0,23927.0
2020-05-15,Nova Scotia,1034,36587.0,61.0,8,37664.0
2020-05-15,Prince Edward Island,27,4469.0,0.0,0,28475.0
2020-05-15,Yukon,11,1119.0,0.0,0,27390.0
2020-05-15,Northwest Territories,5,1841.0,0.0,0,41070.0
2020-05-15,Canada,74613,1236746.0,32156.0,1125,32902.0
2020-05-16,British Columbia,2428,101886.0,355.0,21,20091.0
2020-05-16,Alberta,6587,193098.0,1084.0,72,44174.0
2020-05-16,Saskatchewan,591,36817.0,152.0,1,31348.0
2020-05-16,Manitoba,289,33295.0,25.0,0,24312.0
2020-05-16,Ontario,22313,511323.0,3435.0,391,35103.0
2020-05-16,Quebec,42183,319472.0,27242.0,763,37652.0
2020-05-16,Newfoundland and Labrador,260,10524.0,8.0,0,20179.0
2020-05-16,New Brunswick,120,18775.0,0.0,0,24169.0
2020-05-16,Nova Scotia,1037,36916.0,52.0,3,38003.0
2020-05-16,Prince Edward Island,27,4469.0,0.0,0,28475.0
2020-05-16,Yukon,11,1124.0,0.0,0,27513.0
2020-05-16,Northwest Territories,5,1851.0,0.0,0,41293.0
2020-05-16,Canada,75864,1270254.0,32366.0,1251,33793.0
2020-05-17,British Columbia,2428,103026.0,355.0,0,20315.0
2020-05-17,Alberta,6644,196309.0,1064.0,57,44908.0
2020-05-17,Saskatchewan,592,37403.0,142.0,1,31847.0
2020-05-17,Manitoba,289,34042.0,25.0,0,24858.0
2020-05-17,Ontario,22653,527010.0,3412.0,340,36179.0
2020-05-17,Quebec,42920,327782.0,27604.0,737,38631.0
2020-05-17,Newfoundland and Labrador,260,10622.0,8.0,0,20367.0
2020-05-17,New Brunswick,120,19010.0,0.0,0,24471.0
2020-05-17,Nova Scotia,1040,37183.0,47.0,3,38278.0
2020-05-17,Prince Edward Island,27,4619.0,0.0,0,29430.0
2020-05-17,Yukon,11,1124.0,0.0,0,27513.0
2020-05-17,Northwest Territories,5,1865.0,0.0,0,41605.0
2020-05-17,Canada,77002,1300729.0,32670.0,1138,34604.0
2020-05-18,British Columbia,2444,105078.0,335.0,16,20720.0
2020-05-18,Alberta,6683,199237.0,1036.0,39,45578.0
2020-05-18,Saskatchewan,592,37697.0,131.0,0,32097.0
2020-05-18,Manitoba,290,34498.0,26.0,1,25191.0
2020-05-18,Ontario,22957,535866.0,3415.0,304,36787.0
2020-05-18,Quebec,43627,335232.0,27986.0,707,39509.0
2020-05-18,Newfoundland and Labrador,260,10673.0,8.0,0,20464.0
2020-05-18,New Brunswick,120,19260.0,0.0,0,24793.0
2020-05-18,Nova Scotia,1043,37406.0,42.0,3,38508.0
2020-05-18,Prince Edward Island,27,4761.0,0.0,0,30335.0
2020-05-18,Yukon,11,1124.0,0.0,0,27513.0
2020-05-18,Northwest Territories,5,1879.0,0.0,0,41918.0
2020-05-18,Canada,78072,1323447.0,32992.0,1070,35208.0
2020-05-19,British Columbia,2446,106824.0,325.0,2,21064.0
2020-05-19,Alberta,6716,201283.0,1004.0,33,46046.0
2020-05-19,Saskatchewan,599,38064.0,123.0,7,32410.0
2020-05-19,Manitoba,290,34892.0,26.0,0,25479.0
2020-05-19,Ontario,23384,541489.0,3567.0,427,37173.0
