date,days_post_first_lockdown,day_of_week,holiday,region,stringency_index,driving,walking,transit,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,numtotal,numdeaths,numactive,numtoday,ratetotal,ratetested
2020-10-07,210,2,0,British Columbia,60.65,22.150000000000006,27.909999999999997,-49.11,-18.0,3.0,82.0,-41.0,-30.0,9.0,9956,244.0,1416.0,115,196.32,94813.0
2020-10-08,211,3,0,British Columbia,60.65,24.150000000000006,27.430000000000007,-49.84,-19.0,7.0,56.0,-43.0,-30.0,10.0,10066,245.0,1423.0,110,198.49,95871.0
2020-10-09,212,4,0,British Columbia,60.65,41.349999999999994,38.120000000000005,-48.99,-20.0,6.0,10.0,-43.0,-31.0,9.0,10185,245.0,1438.0,119,200.83,97351.0
2020-10-10,213,5,0,British Columbia,60.65,20.370000000000005,42.849999999999994,-52.46,-20.0,12.0,33.0,-37.0,-15.0,5.0,10185,245.0,1438.0,0,200.83,98888.0
2020-10-11,214,6,0,British Columbia,60.65,-11.939999999999998,-8.099999999999994,-62.78,-28.0,-7.0,-3.0,-46.0,-18.0,5.0,10185,245.0,1438.0,0,200.83,98888.0
2020-10-12,215,0,1,British Columbia,60.65,-5.849999999999994,-6.150000000000006,-58.71,-28.0,-1.0,86.0,-54.0,-74.0,17.0,10185,245.0,1438.0,0,200.83,98888.0
2020-10-13,216,1,0,British Columbia,60.65,14.159999999999997,14.010000000000005,-52.31,-22.0,0.0,35.0,-45.0,-32.0,11.0,10734,250.0,1510.0,549,211.66,98888.0
2020-10-14,217,2,0,British Columbia,60.65,18.090000000000003,28.080000000000013,-49.65,-19.0,2.0,65.0,-42.0,-30.0,10.0,10892,250.0,1530.0,158,214.78,103803.0
2020-10-15,218,3,0,British Columbia,60.65,21.239999999999995,27.75,-50.33,-19.0,4.0,49.0,-45.0,-29.0,10.0,11034,250.0,1527.0,142,217.58,104749.0
2020-10-16,219,4,0,British Columbia,60.65,35.49000000000001,46.360000000000014,-47.61,-19.0,2.0,20.0,-42.0,-28.0,9.0,11189,251.0,1551.0,155,220.63,105824.0
2020-10-17,220,5,0,British Columbia,60.65,26.319999999999993,52.46000000000001,-48.03,-18.0,5.0,33.0,-37.0,-12.0,6.0,11189,251.0,1551.0,0,220.63,107228.0
2020-10-18,221,6,0,British Columbia,60.65,0.8400000000000034,8.150000000000006,-56.81,-20.0,-2.0,19.0,-39.0,-16.0,6.0,11189,251.0,1551.0,0,220.63,107228.0
2020-10-19,222,0,0,British Columbia,60.65,11.950000000000003,23.769999999999996,-50.8,-20.0,2.0,34.0,-45.0,-30.0,10.0,11687,253.0,1681.0,498,230.45,107228.0
2020-10-20,223,1,0,British Columbia,60.65,15.5,26.930000000000007,-49.92,-15.0,6.0,69.0,-43.0,-28.0,10.0,11854,254.0,1729.0,167,233.75,110242.0
2020-10-21,224,2,0,British Columbia,60.65,19.22,29.80000000000001,-49.65,-16.0,6.0,61.0,-40.0,-28.0,9.0,12057,256.0,1808.0,203,237.75,111043.0
2020-10-22,225,3,0,British Columbia,60.65,22.040000000000006,31.74000000000001,-49.12,-17.0,5.0,55.0,-43.0,-28.0,10.0,12331,256.0,1961.0,274,243.15,112278.0
2020-10-23,226,4,0,British Columbia,60.65,32.93000000000001,39.58000000000001,-47.83,-22.0,-2.0,-9.0,-46.0,-34.0,11.0,12554,256.0,2051.0,223,247.55,113962.0
2020-10-24,227,5,0,British Columbia,60.65,32.21000000000001,63.50999999999999,-46.82,-15.0,8.0,41.0,-36.0,-11.0,5.0,12554,256.0,2051.0,0,247.55,114724.0
2020-10-25,228,6,0,British Columbia,60.65,1.6400000000000006,6.200000000000003,-57.36,-17.0,-1.0,35.0,-38.0,-15.0,5.0,12554,256.0,2051.0,0,247.55,114724.0
2020-10-26,229,0,0,British Columbia,60.65,8.069999999999993,16.5,-52.54,-20.0,2.0,29.0,-45.0,-29.0,10.0,13371,259.0,2378.0,817,263.66,114724.0
2020-10-27,230,1,0,British Columbia,60.65,10.319999999999993,13.36,-53.63,-19.0,3.0,31.0,-46.0,-27.0,11.0,13588,259.0,2375.0,217,267.94,117437.0
2020-10-28,231,2,0,British Columbia,60.65,10.510000000000005,18.33,-53.16,-19.0,3.0,28.0,-44.0,-28.0,11.0,13875,261.0,2370.0,287,273.6,118248.0
2020-10-29,232,3,0,British Columbia,60.65,15.019999999999996,21.900000000000006,-50.48,-19.0,6.0,28.0,-45.0,-27.0,10.0,14109,262.0,2399.0,234,278.21,119420.0
2020-10-30,233,4,0,British Columbia,60.65,29.27000000000001,44.69,-47.0,-17.0,6.0,36.0,-41.0,-25.0,8.0,14381,263.0,2448.0,272,283.57,120503.0
2020-10-31,234,5,0,British Columbia,60.65,16.810000000000002,48.33000000000001,-48.41,-17.0,9.0,55.0,-34.0,-10.0,5.0,14733,263.0,2800.0,352,290.52,121620.0
2020-11-01,235,6,0,British Columbia,60.65,-4.209999999999994,10.030000000000001,-57.28,-17.0,-1.0,68.0,-35.0,-15.0,4.0,15122,263.0,3189.0,389,298.19,121620.0
2020-11-02,236,0,0,British Columbia,60.65,5.430000000000007,18.58,-50.98,-21.0,2.0,32.0,-45.0,-28.0,10.0,15501,269.0,3025.0,379,305.66,121620.0
2020-11-03,237,1,0,British Columbia,60.65,1.5799999999999983,7.799999999999997,-56.14,-24.0,-3.0,-4.0,-50.0,-28.0,12.0,15800,272.0,3098.0,299,311.55,124439.0
2020-11-04,238,2,0,British Columbia,60.65,1.8599999999999994,15.489999999999995,-54.26,-24.0,-3.0,8.0,-47.0,-29.0,12.0,16135,273.0,3203.0,335,318.16,125119.0
2020-11-05,239,3,0,British Columbia,60.65,5.069999999999993,17.769999999999996,-52.81,-22.0,1.0,26.0,-47.0,-27.0,11.0,16560,273.0,3481.0,425,326.54,126289.0
2020-11-06,240,4,0,British Columbia,60.65,24.459999999999994,42.78,-47.66,-19.0,2.0,39.0,-43.0,-26.0,9.0,17149,275.0,3839.0,589,338.16,127545.0
2020-11-07,241,5,0,British Columbia,60.65,10.599999999999994,38.650000000000006,-52.72,-20.0,2.0,26.0,-41.0,-12.0,7.0,17716,276.0,4405.0,567,349.34,128570.0
2020-11-08,242,6,0,British Columbia,60.65,-13.900000000000006,3.930000000000007,-60.9,-20.0,-2.0,54.0,-41.0,-17.0,6.0,18252,276.0,4941.0,536,359.91,128570.0
2020-11-09,243,0,0,British Columbia,60.65,-6.6200000000000045,5.280000000000001,-59.76,-25.0,-3.0,-7.0,-51.0,-30.0,12.0,18714,281.0,5008.0,462,369.02,128570.0
2020-11-10,244,1,0,British Columbia,60.65,-0.8700000000000045,12.200000000000003,-56.99,-20.0,3.0,23.0,-49.0,-30.0,12.0,19239,284.0,5251.0,525,379.37,131610.0
2020-11-11,245,2,1,British Columbia,60.65,-18.560000000000002,-2.8100000000000023,-60.11,-27.0,-1.0,48.0,-61.0,-70.0,23.0,19774,284.0,5786.0,535,389.92,132673.0
2020-11-12,246,3,0,British Columbia,60.65,-9.719999999999999,-6.769999999999996,-62.23,-27.0,-3.0,-10.0,-53.0,-31.0,14.0,20368,288.0,5991.0,594,401.63,132673.0
2020-11-13,247,4,0,British Columbia,60.65,5.790000000000006,19.299999999999997,-56.32,-24.0,0.0,2.0,-50.0,-30.0,12.0,20985,290.0,5794.0,617,413.8,135100.0
2020-11-14,248,5,0,British Columbia,60.65,-6.290000000000006,13.079999999999998,-59.99,-25.0,0.0,-7.0,-49.0,-15.0,10.0,21639,290.0,6448.0,654,426.69,136240.0
2020-11-15,249,6,0,British Columbia,60.65,-23.069999999999993,-10.819999999999993,-64.44,-24.0,-5.0,21.0,-46.0,-18.0,8.0,22298,290.0,7107.0,659,439.69,136240.0
2020-11-16,250,0,0,British Columbia,60.65,-8.730000000000004,-2.450000000000003,-58.55,-28.0,-7.0,-20.0,-53.0,-31.0,13.0,22944,299.0,6558.0,646,452.43,136240.0
2020-11-17,251,1,0,British Columbia,60.65,-9.549999999999997,-0.5499999999999972,-58.87,-25.0,-1.0,9.0,-52.0,-29.0,13.0,23661,310.0,6882.0,717,466.56,139839.0
