date,days_post_first_lockdown,day_of_week,holiday,region,stringency_index,driving,walking,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,numtotal,numdeaths,numactive,numtoday,ratetotal,ratetested
2020-10-21,224,2,0,New Brunswick,60.65,32.56,91.46000000000001,-12.0,-4.0,19.0,-31.0,-24.0,8.0,319,4.0,92.0,6,41.06,102652.0
2020-10-22,225,3,0,New Brunswick,60.65,43.099999999999994,95.49000000000001,-8.0,-3.0,59.0,-26.0,-24.0,7.0,322,4.0,81.0,3,41.45,103222.0
2020-10-23,226,4,0,New Brunswick,60.65,65.07,123.09,-12.0,-6.0,20.0,-28.0,-23.0,8.0,324,4.0,75.0,2,41.71,103817.0
2020-10-24,227,5,0,New Brunswick,60.65,56.34,103.62,-15.0,-9.0,39.0,-20.0,-8.0,3.0,326,4.0,72.0,2,41.97,104291.0
2020-10-25,228,6,0,New Brunswick,60.65,19.42,50.34,6.0,11.0,152.0,-17.0,-6.0,-1.0,328,6.0,65.0,2,42.22,104691.0
2020-10-26,229,0,0,New Brunswick,60.65,30.69999999999999,70.00999999999999,-9.0,-9.0,19.0,-32.0,-25.0,7.0,331,6.0,60.0,3,42.61,105308.0
2020-10-27,230,1,0,New Brunswick,60.65,32.120000000000005,82.86000000000001,-12.0,-7.0,19.0,-29.0,-24.0,7.0,334,6.0,55.0,3,43.0,106190.0
2020-10-28,231,2,0,New Brunswick,60.65,35.849999999999994,85.03999999999999,-8.0,0.0,23.0,-23.0,-23.0,7.0,337,6.0,47.0,3,43.38,106743.0
2020-10-29,232,3,0,New Brunswick,60.65,51.08000000000001,110.25,-2.0,0.0,26.0,-23.0,-23.0,6.0,341,6.0,41.0,4,43.9,107240.0
2020-10-30,233,4,0,New Brunswick,60.65,67.99000000000001,97.81,-8.0,-3.0,-5.0,-21.0,-26.0,8.0,342,6.0,39.0,1,44.03,107705.0
2020-10-31,234,5,0,New Brunswick,60.65,46.78,152.6,-16.0,-7.0,16.0,-2.0,-9.0,3.0,343,6.0,38.0,1,44.15,108149.0
2020-11-01,235,6,0,New Brunswick,60.65,9.150000000000006,32.860000000000014,1.0,9.0,74.0,-18.0,-7.0,0.0,344,6.0,35.0,1,44.28,108704.0
2020-11-02,236,0,0,New Brunswick,60.65,20.819999999999993,73.57,-13.0,-13.0,-14.0,-35.0,-24.0,8.0,344,6.0,33.0,0,44.28,109027.0
2020-11-03,237,1,0,New Brunswick,60.65,24.349999999999994,63.46000000000001,-12.0,-9.0,8.0,-30.0,-24.0,7.0,344,6.0,29.0,0,44.28,109453.0
2020-11-04,238,2,0,New Brunswick,60.65,18.5,63.389999999999986,-14.0,-8.0,11.0,-31.0,-22.0,8.0,347,6.0,28.0,3,44.67,110400.0
2020-11-05,239,3,0,New Brunswick,60.65,31.900000000000006,96.99000000000001,-9.0,-7.0,13.0,-31.0,-23.0,8.0,349,6.0,28.0,2,44.93,110920.0
2020-11-06,240,4,0,New Brunswick,60.65,54.44999999999999,95.97,-13.0,-10.0,8.0,-28.0,-22.0,8.0,350,6.0,24.0,1,45.06,111425.0
2020-11-07,241,5,0,New Brunswick,60.65,43.47,97.19999999999999,-14.0,-14.0,28.0,-18.0,-9.0,3.0,353,6.0,26.0,3,45.44,111995.0
2020-11-08,242,6,0,New Brunswick,60.65,10.469999999999999,38.72999999999999,4.0,9.0,90.0,-17.0,-6.0,0.0,354,6.0,24.0,1,45.57,112344.0
2020-11-09,243,0,0,New Brunswick,60.65,24.730000000000004,79.99000000000001,-7.0,-7.0,40.0,-33.0,-23.0,6.0,355,6.0,21.0,1,45.7,112648.0
2020-11-10,244,1,0,New Brunswick,60.65,34.83000000000001,93.37,1.0,3.0,72.0,-29.0,-23.0,5.0,355,6.0,17.0,0,45.7,113151.0
2020-11-11,245,2,1,New Brunswick,60.65,12.439999999999998,59.49000000000001,-47.0,-43.0,117.0,-59.0,-71.0,18.0,355,6.0,16.0,0,45.7,113504.0
2020-11-12,246,3,0,New Brunswick,60.65,26.239999999999995,85.78999999999999,1.0,5.0,20.0,-27.0,-25.0,7.0,356,6.0,13.0,1,45.83,113993.0
2020-11-13,247,4,0,New Brunswick,60.65,56.56999999999999,108.4,-8.0,-5.0,-3.0,-29.0,-25.0,8.0,358,6.0,14.0,2,46.08,114466.0
2020-11-14,248,5,0,New Brunswick,60.65,41.03,92.13999999999999,-12.0,-9.0,-14.0,-19.0,-11.0,4.0,364,6.0,19.0,6,46.86,114996.0
2020-11-15,249,6,0,New Brunswick,60.65,10.060000000000002,24.930000000000007,7.0,8.0,108.0,-20.0,-6.0,0.0,367,6.0,22.0,3,47.24,115425.0
2020-11-16,250,0,0,New Brunswick,60.65,14.579999999999998,46.650000000000006,-9.0,-10.0,1.0,-36.0,-23.0,8.0,375,6.0,28.0,8,48.27,115774.0
2020-11-17,251,1,0,New Brunswick,60.65,21.17,60.31,-11.0,-8.0,12.0,-33.0,-22.0,7.0,379,6.0,32.0,4,48.79,116258.0
