date,days_post_first_lockdown,day_of_week,holiday,region,stringency_index,driving,walking,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,numtotal,numdeaths,numactive,numtoday,ratetotal,ratetested
2020-11-04,238,2,0,Newfoundland and Labrador,60.65,17.97,31.75999999999999,-5.0,-12.0,5.0,0.0,-17.0,6.0,292,4.0,3.0,1,55.99,102527.0
2020-11-05,239,3,0,Newfoundland and Labrador,60.65,32.74000000000001,49.94999999999999,3.0,-8.0,26.0,11.0,-14.0,4.0,294,4.0,5.0,2,56.37,103253.0
2020-11-06,240,4,0,Newfoundland and Labrador,60.65,47.75999999999999,73.24000000000001,-4.0,-7.0,22.0,31.0,18.0,5.0,294,4.0,5.0,0,56.37,103917.0
2020-11-07,241,5,0,Newfoundland and Labrador,60.65,34.110000000000014,66.50999999999999,-7.0,-4.0,-5.0,48.0,2.0,3.0,296,4.0,6.0,2,56.75,104381.0
2020-11-08,242,6,0,Newfoundland and Labrador,60.65,3.010000000000005,20.689999999999998,17.0,5.0,70.0,42.0,15.0,-2.0,297,4.0,7.0,1,56.95,104854.0
2020-11-10,244,1,0,Newfoundland and Labrador,60.65,32.71000000000001,62.66,8.0,6.0,36.0,7.0,-15.0,3.0,297,4.0,7.0,0,56.95,105953.0
2020-11-11,245,2,1,Newfoundland and Labrador,60.65,-0.060000000000002274,43.889999999999986,-44.0,-47.0,95.0,-48.0,-66.0,16.0,298,4.0,7.0,1,57.14,106469.0
2020-11-12,246,3,0,Newfoundland and Labrador,60.65,19.36,58.41999999999999,8.0,-1.0,30.0,7.0,-14.0,5.0,298,4.0,7.0,0,57.14,107251.0
2020-11-13,247,4,0,Newfoundland and Labrador,60.65,46.58000000000001,81.62,5.0,4.0,34.0,26.0,16.0,5.0,299,4.0,6.0,1,57.33,107897.0
2020-11-14,248,5,0,Newfoundland and Labrador,60.65,19.769999999999996,59.0,-13.0,-8.0,-27.0,27.0,-3.0,6.0,301,4.0,8.0,2,57.71,108400.0
2020-11-15,249,6,0,Newfoundland and Labrador,60.65,0.35999999999999943,10.879999999999995,17.0,4.0,16.0,32.0,13.0,0.0,303,4.0,10.0,2,58.1,108643.0
2020-11-17,251,1,0,Newfoundland and Labrador,60.65,26.040000000000006,60.53999999999999,2.0,-5.0,25.0,10.0,-13.0,5.0,305,4.0,9.0,2,58.48,109705.0
