date,days_post_first_lockdown,day_of_week,holiday,region,stringency_index,driving,transit,walking,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,numtotal,numdeaths,numactive,numtoday,ratetotal,ratetested
2020-10-11,214,6,0,Canada,60.65,-8.579999999999998,-62.95,-10.569999999999993,-21.0,-2.0,81.0,-43.0,-10.0,3.0,181864,9613.0,19032.0,1685,483.82,218647.0
2020-10-12,215,0,1,Canada,60.65,-10.340000000000003,-61.96,-19.120000000000005,-43.0,-29.0,107.0,-66.0,-77.0,20.0,182839,9627.0,18954.0,975,486.41,219294.0
2020-10-13,216,1,0,Canada,60.65,14.36,-51.16,6.200000000000003,-22.0,-2.0,29.0,-49.0,-33.0,11.0,186881,9654.0,19741.0,4042,497.17,221546.0
2020-10-14,217,2,0,Canada,60.65,17.799999999999997,-50.21,15.549999999999997,-20.0,-2.0,45.0,-47.0,-32.0,11.0,189387,9664.0,20372.0,2506,503.83,223993.0
2020-10-15,218,3,0,Canada,60.65,20.159999999999997,-51.18,11.909999999999997,-20.0,-3.0,22.0,-49.0,-31.0,12.0,191732,9699.0,20543.0,2345,510.07,225325.0
2020-10-16,219,4,0,Canada,60.65,33.44999999999999,-48.5,26.870000000000005,-22.0,-4.0,14.0,-48.0,-30.0,12.0,194106,9722.0,20740.0,2374,516.39,227683.0
2020-10-17,220,5,0,Canada,60.65,23.680000000000007,-52.13,29.49000000000001,-18.0,-1.0,59.0,-38.0,-6.0,7.0,196321,9746.0,21129.0,2215,522.28,229466.0
2020-10-18,221,6,0,Canada,60.65,-5.459999999999994,-59.85,-8.340000000000003,-19.0,-5.0,45.0,-43.0,-9.0,6.0,198148,9760.0,21276.0,1827,527.14,230915.0
2020-10-19,222,0,0,Canada,60.65,7.170000000000002,-53.07,1.9899999999999949,-22.0,-7.0,6.0,-51.0,-33.0,12.0,201437,9778.0,21988.0,3289,535.89,232840.0
2020-10-20,223,1,0,Canada,60.65,11.420000000000002,-51.99,8.230000000000004,-19.0,0.0,29.0,-49.0,-31.0,11.0,203688,9794.0,22151.0,2251,541.88,234436.0
2020-10-21,224,2,0,Canada,60.65,10.879999999999995,-53.21,5.25,-22.0,-4.0,12.0,-49.0,-31.0,12.0,206360,9829.0,22783.0,2672,548.99,236054.0
2020-10-22,225,3,0,Canada,60.65,15.989999999999995,-51.76,11.409999999999997,-19.0,-2.0,28.0,-47.0,-31.0,12.0,209148,9862.0,23481.0,2788,556.4,237892.0
2020-10-23,226,4,0,Canada,60.65,35.400000000000006,-47.15,31.189999999999998,-22.0,-5.0,41.0,-46.0,-31.0,12.0,211732,9888.0,23965.0,2584,563.28,239834.0
2020-10-24,227,5,0,Canada,60.65,20.930000000000007,-52.23,24.879999999999995,-19.0,0.0,36.0,-39.0,-6.0,7.0,213959,9922.0,24401.0,2227,569.2,241437.0
2020-10-25,228,6,0,Canada,60.65,-6.150000000000006,-60.01,-11.659999999999997,-18.0,-4.0,42.0,-42.0,-9.0,5.0,216104,9946.0,24729.0,2145,574.91,242794.0
2020-10-26,229,0,0,Canada,60.65,5.920000000000002,-53.15,0.6599999999999966,-21.0,-7.0,5.0,-50.0,-32.0,12.0,220213,9973.0,25934.0,4109,585.84,244055.0
2020-10-27,230,1,0,Canada,60.65,10.689999999999998,-53.34,2.6099999999999994,-22.0,-3.0,6.0,-49.0,-31.0,12.0,222887,10001.0,26422.0,2674,592.95,246206.0
2020-10-28,231,2,0,Canada,60.65,12.670000000000002,-52.58,7.170000000000002,-19.0,-1.0,17.0,-47.0,-30.0,11.0,225586,10032.0,26687.0,2699,600.13,247687.0
2020-10-29,232,3,0,Canada,60.65,16.459999999999994,-51.52,8.730000000000004,-17.0,0.0,8.0,-49.0,-30.0,11.0,228542,10074.0,27259.0,2956,608.0,249367.0
2020-10-30,233,4,0,Canada,60.65,31.120000000000005,-49.28,24.760000000000005,-20.0,1.0,2.0,-47.0,-29.0,11.0,231999,10110.0,27952.0,3457,617.19,251039.0
2020-10-31,234,5,0,Canada,60.65,13.790000000000006,-53.07,28.159999999999997,-19.0,4.0,36.0,-35.0,-5.0,6.0,235444,10136.0,29432.0,3445,626.36,252783.0
2020-11-01,235,6,0,Canada,60.65,-14.969999999999999,-60.98,-16.180000000000007,-21.0,-5.0,8.0,-44.0,-11.0,6.0,238688,10179.0,30780.0,3244,634.99,254029.0
2020-11-02,236,0,0,Canada,60.65,1.6800000000000068,-53.19,-0.5799999999999983,-22.0,-7.0,1.0,-51.0,-32.0,11.0,241961,10208.0,31701.0,3273,643.7,255327.0
2020-11-03,237,1,0,Canada,60.65,3.3499999999999943,-53.39,1.4300000000000068,-23.0,-5.0,-1.0,-51.0,-31.0,12.0,244935,10279.0,31147.0,2974,651.61,257070.0
2020-11-04,238,2,0,Canada,60.65,4.450000000000003,-52.95,6.069999999999993,-23.0,-6.0,18.0,-49.0,-31.0,12.0,248218,10336.0,31845.0,3283,660.34,258060.0
2020-11-05,239,3,0,Canada,60.65,8.689999999999998,-52.13,10.040000000000006,-20.0,-4.0,30.0,-49.0,-30.0,12.0,252140,10381.0,33761.0,3922,670.78,259744.0
2020-11-06,240,4,0,Canada,60.65,24.36,-47.79,27.97,-22.0,-4.0,29.0,-47.0,-29.0,12.0,255809,10436.0,34136.0,3669,680.54,261431.0
2020-11-07,241,5,0,Canada,60.65,11.280000000000001,-52.1,26.150000000000006,-20.0,-4.0,63.0,-39.0,-6.0,7.0,260055,10490.0,36471.0,4246,691.83,262963.0
2020-11-08,242,6,0,Canada,60.65,-12.709999999999994,-58.74,-3.3900000000000006,-18.0,-6.0,87.0,-41.0,-10.0,5.0,264649,10522.0,39122.0,4594,704.05,264310.0
2020-11-09,243,0,0,Canada,60.65,-2.1299999999999955,-53.71,4.530000000000001,-21.0,-6.0,35.0,-51.0,-33.0,12.0,268735,10564.0,39771.0,4086,714.92,265663.0
2020-11-10,244,1,0,Canada,60.65,5.25,-52.62,11.129999999999995,-19.0,-1.0,48.0,-49.0,-32.0,11.0,273037,10632.0,41126.0,4302,726.37,267225.0
2020-11-11,245,2,1,Canada,60.65,-2.6099999999999994,-55.35,-0.730000000000004,-25.0,-7.0,24.0,-55.0,-47.0,16.0,277596,10685.0,43712.0,4559,738.5,268615.0
2020-11-12,246,3,0,Canada,60.65,-0.9699999999999989,-56.18,-1.5799999999999983,-21.0,-3.0,7.0,-51.0,-32.0,13.0,282577,10768.0,45034.0,4981,751.75,270258.0
2020-11-13,247,4,0,Canada,60.65,16.150000000000006,-52.11,15.090000000000003,-23.0,-4.0,-7.0,-50.0,-32.0,14.0,287318,10828.0,45844.0,4741,764.36,272114.0
2020-11-14,248,5,0,Canada,60.65,1.730000000000004,-56.95,9.260000000000005,-21.0,-2.0,11.0,-43.0,-8.0,8.0,292585,10891.0,48779.0,5267,778.37,273835.0
2020-11-15,249,6,0,Canada,60.65,-24.590000000000003,-65.03,-24.709999999999994,-25.0,-11.0,-13.0,-50.0,-13.0,7.0,297390,10953.0,51036.0,4805,791.16,275292.0
2020-11-16,250,0,0,Canada,60.65,-6.709999999999994,-56.7,-8.409999999999997,-24.0,-9.0,-14.0,-54.0,-32.0,13.0,302192,11027.0,50878.0,4802,803.93,276748.0
2020-11-17,251,1,0,Canada,60.65,-4.599999999999994,-57.25,-6.560000000000002,-25.0,-7.0,-9.0,-53.0,-32.0,13.0,306468,11086.0,51230.0,4276,815.31,278351.0
