date,days_post_first_lockdown,day_of_week,holiday,region,stringency_index,driving,walking,transit,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,numtotal,numdeaths,numactive,numtoday,ratetotal,ratetested
2020-10-11,214,6,0,Ontario,60.65,-8.549999999999997,-22.14,-65.18,-21.0,1.0,112.0,-42.0,-8.0,3.0,59139,3005.0,5697.0,649,405.99,291817.0
2020-10-12,215,0,1,Ontario,60.65,-15.0,-33.91,-66.78999999999999,-58.0,-51.0,106.0,-70.0,-80.0,22.0,59139,3005.0,5697.0,0,405.99,291817.0
2020-10-13,216,1,0,Ontario,60.65,13.579999999999998,-3.319999999999993,-53.32,-23.0,4.0,56.0,-50.0,-38.0,12.0,60692,3017.0,5946.0,1553,416.65,296313.0
2020-10-14,217,2,0,Ontario,60.65,16.159999999999997,0.9300000000000068,-53.68,-23.0,-2.0,50.0,-50.0,-37.0,13.0,61413,3017.0,5884.0,721,421.6,298451.0
2020-10-15,218,3,0,Ontario,60.65,14.420000000000002,-11.370000000000005,-55.67,-26.0,-5.0,-8.0,-53.0,-37.0,15.0,62196,3022.0,5883.0,783,426.98,301105.0
2020-10-16,219,4,0,Ontario,60.65,32.19999999999999,10.959999999999994,-51.01,-23.0,-3.0,43.0,-49.0,-35.0,13.0,62908,3031.0,5873.0,712,431.87,303662.0
2020-10-17,220,5,0,Ontario,60.65,27.64,16.689999999999998,-54.12,-19.0,0.0,109.0,-36.0,-3.0,5.0,63713,3041.0,5986.0,805,437.39,306632.0
2020-10-18,221,6,0,Ontario,60.65,-7.959999999999994,-23.0,-63.16,-21.0,-6.0,44.0,-44.0,-8.0,6.0,64371,3046.0,5954.0,658,441.91,309345.0
2020-10-19,222,0,0,Ontario,60.65,1.1500000000000057,-16.769999999999996,-57.74,-27.0,-8.0,-1.0,-55.0,-38.0,14.0,65075,3050.0,6047.0,704,446.74,311461.0
2020-10-20,223,1,0,Ontario,60.65,6.450000000000003,-7.829999999999998,-56.24,-23.0,0.0,32.0,-51.0,-37.0,13.0,65896,3053.0,6237.0,821,452.38,313058.0
2020-10-21,224,2,0,Ontario,60.65,5.480000000000004,-11.680000000000007,-57.9,-25.0,-5.0,15.0,-53.0,-37.0,14.0,66686,3062.0,6299.0,790,457.8,315225.0
2020-10-22,225,3,0,Ontario,60.65,8.980000000000004,-8.469999999999999,-56.66,-24.0,-2.0,17.0,-50.0,-36.0,14.0,67527,3071.0,6390.0,841,463.58,317806.0
2020-10-23,226,4,0,Ontario,60.65,33.849999999999994,15.450000000000003,-50.64,-24.0,-6.0,75.0,-48.0,-34.0,12.0,68353,3080.0,6474.0,826,469.25,320463.0
2020-10-24,227,5,0,Ontario,60.65,20.599999999999994,6.560000000000002,-54.82,-21.0,0.0,58.0,-38.0,-4.0,6.0,69331,3086.0,6821.0,978,475.96,323395.0
2020-10-25,228,6,0,Ontario,60.65,-7.650000000000006,-24.299999999999997,-62.81,-20.0,-5.0,46.0,-43.0,-8.0,6.0,70373,3093.0,7120.0,1042,483.11,325970.0
2020-10-26,229,0,0,Ontario,60.65,2.6599999999999966,-14.180000000000007,-56.54,-26.0,-6.0,7.0,-53.0,-38.0,14.0,71224,3099.0,7286.0,851,488.96,327872.0
2020-10-27,230,1,0,Ontario,60.65,7.6299999999999955,-12.930000000000007,-57.0,-26.0,-5.0,-6.0,-53.0,-36.0,13.0,72051,3103.0,7418.0,827,494.63,329463.0
2020-10-28,231,2,0,Ontario,60.65,12.079999999999998,-4.420000000000002,-55.69,-22.0,0.0,27.0,-50.0,-36.0,13.0,72885,3108.0,7474.0,834,500.36,331455.0
2020-10-29,232,3,0,Ontario,60.65,13.420000000000002,-8.400000000000006,-55.3,-22.0,0.0,3.0,-51.0,-35.0,14.0,73819,3118.0,7578.0,934,506.77,333821.0
2020-10-30,233,4,0,Ontario,60.65,29.05000000000001,4.6299999999999955,-53.12,-23.0,-1.0,1.0,-49.0,-34.0,13.0,74715,3127.0,7669.0,896,512.92,336544.0
2020-10-31,234,5,0,Ontario,60.65,13.810000000000002,9.39,-56.87,-20.0,4.0,47.0,-36.0,-3.0,5.0,75730,3136.0,7877.0,1015,519.89,339328.0
2020-11-01,235,6,0,Ontario,60.65,-19.540000000000006,-32.86,-63.92,-25.0,-8.0,-20.0,-47.0,-11.0,7.0,76707,3145.0,7981.0,977,526.6,341793.0
2020-11-02,236,0,0,Ontario,60.65,-1.769999999999996,-17.260000000000005,-57.13,-27.0,-8.0,-12.0,-55.0,-38.0,14.0,77655,3152.0,8096.0,948,533.11,343647.0
2020-11-03,237,1,0,Ontario,60.65,0.9099999999999966,-12.319999999999993,-56.09,-26.0,-4.0,-1.0,-53.0,-36.0,13.0,78705,3166.0,8295.0,1050,540.31,345325.0
2020-11-04,238,2,0,Ontario,60.65,3.8900000000000006,-3.8400000000000034,-55.19,-25.0,-6.0,35.0,-52.0,-36.0,13.0,79692,3182.0,8321.0,987,547.09,347222.0
2020-11-05,239,3,0,Ontario,60.65,6.530000000000001,-3.930000000000007,-55.37,-24.0,-4.0,34.0,-51.0,-35.0,14.0,80690,3195.0,8358.0,998,553.94,349597.0
2020-11-06,240,4,0,Ontario,60.65,23.209999999999994,12.920000000000002,-50.7,-24.0,-6.0,49.0,-50.0,-34.0,13.0,81693,3209.0,8398.0,1003,560.83,352337.0
2020-11-07,241,5,0,Ontario,60.65,18.560000000000002,21.42,-52.26,-18.0,-2.0,113.0,-35.0,-2.0,5.0,82825,3220.0,8667.0,1132,568.6,354938.0
2020-11-08,242,6,0,Ontario,60.65,-6.340000000000003,-5.769999999999996,-59.2,-14.0,-4.0,130.0,-40.0,-5.0,4.0,84153,3233.0,9105.0,1328,577.71,357433.0
2020-11-09,243,0,0,Ontario,60.65,0.35999999999999943,-3.239999999999995,-54.77,-23.0,-6.0,57.0,-53.0,-36.0,13.0,85395,3245.0,9514.0,1242,586.24,359319.0
2020-11-10,244,1,0,Ontario,60.65,4.409999999999997,1.0,-54.29,-21.0,-1.0,60.0,-51.0,-35.0,12.0,86783,3260.0,10106.0,1388,595.77,361253.0
2020-11-11,245,2,0,Ontario,60.65,4.590000000000003,-4.939999999999998,-55.68,-21.0,-3.0,24.0,-53.0,-39.0,14.0,88209,3275.0,10631.0,1426,605.56,363691.0
2020-11-12,246,3,0,Ontario,60.65,1.1200000000000045,-9.209999999999994,-56.79,-22.0,-2.0,19.0,-52.0,-35.0,14.0,89784,3293.0,11271.0,1575,616.37,366318.0
2020-11-13,247,4,0,Ontario,60.65,16.599999999999994,0.9899999999999949,-53.47,-24.0,-5.0,1.0,-51.0,-35.0,14.0,91180,3312.0,11630.0,1396,625.95,369008.0
2020-11-14,248,5,0,Ontario,60.65,6.659999999999997,2.9099999999999966,-57.38,-20.0,0.0,43.0,-40.0,-5.0,6.0,92761,3332.0,12188.0,1581,636.81,371985.0
2020-11-15,249,6,0,Ontario,60.65,-27.120000000000005,-37.5,-67.5,-28.0,-15.0,-33.0,-52.0,-13.0,8.0,94009,3361.0,12345.0,1248,645.38,374788.0
2020-11-16,250,0,0,Ontario,60.65,-7.260000000000005,-20.89,-59.09,-26.0,-8.0,-13.0,-56.0,-38.0,14.0,95496,3371.0,12830.0,1487,655.58,377003.0
2020-11-17,251,1,0,Ontario,60.65,-5.3799999999999955,-20.090000000000003,-59.83,-27.0,-7.0,-17.0,-55.0,-36.0,14.0,96745,3383.0,12932.0,1249,664.16,378760.0
