date,region,numtotal,numdeaths,numactive,numtoday,ratetotal,ratetested
2020-05-19,New Brunswick,120,0.0,0.0,0,15.45,25042.0
2020-05-19,Nova Scotia,1044,56.0,32.0,1,107.47,38701.0
2020-05-19,Prince Edward Island,27,0.0,0.0,0,17.2,30335.0
2020-05-19,Yukon,11,0.0,0.0,0,26.93,27757.0
2020-05-19,Northwest Territories,5,0.0,0.0,0,11.15,42163.0
2020-05-19,Canada,79112,5912.0,33150.0,1040,210.46,35648.0
2020-05-20,British Columbia,2467,149.0,317.0,21,48.65,21129.0
2020-05-20,Alberta,6716,128.0,1004.0,0,153.64,46530.0
2020-05-20,Saskatchewan,620,6.0,144.0,21,52.79,32638.0
2020-05-20,Manitoba,290,7.0,26.0,0,21.18,25655.0
2020-05-20,Ontario,23774,1962.0,3622.0,390,163.21,37664.0
2020-05-20,Quebec,44775,3718.0,28235.0,578,527.7,40859.0
2020-05-20,Newfoundland and Labrador,260,3.0,7.0,0,49.85,20786.0
2020-05-20,New Brunswick,120,0.0,0.0,0,15.45,25417.0
2020-05-20,Nova Scotia,1045,57.0,32.0,1,107.58,39049.0
2020-05-20,Prince Edward Island,27,0.0,0.0,0,17.2,31546.0
2020-05-20,Yukon,11,0.0,0.0,0,26.93,27929.0
2020-05-20,Northwest Territories,5,0.0,0.0,0,11.15,42163.0
2020-05-20,Canada,80123,6030.0,33400.0,1011,213.15,36583.0
2020-05-21,British Columbia,2479,152.0,307.0,12,48.88,21359.0
2020-05-21,Alberta,6768,132.0,926.0,52,154.83,47075.0
2020-05-21,Saskatchewan,622,7.0,106.0,2,52.96,32979.0
2020-05-21,Manitoba,290,7.0,18.0,0,21.18,26085.0
2020-05-21,Ontario,24187,1993.0,3685.0,413,166.04,38361.0
2020-05-21,Quebec,45495,3800.0,28368.0,720,536.18,41741.0
2020-05-21,Newfoundland and Labrador,260,3.0,4.0,0,49.85,21028.0
2020-05-21,New Brunswick,121,0.0,1.0,1,15.58,25880.0
2020-05-21,Nova Scotia,1046,58.0,29.0,1,107.68,39402.0
2020-05-21,Prince Edward Island,27,0.0,0.0,0,17.2,32278.0
2020-05-21,Yukon,11,0.0,0.0,0,26.93,27953.0
2020-05-21,Northwest Territories,5,0.0,0.0,0,11.15,42364.0
2020-05-21,Canada,81324,6152.0,33444.0,1201,216.35,36705.0
2020-05-22,British Columbia,2507,155.0,310.0,28,49.43,21660.0
2020-05-22,Alberta,6800,134.0,865.0,32,155.56,47906.0
2020-05-22,Saskatchewan,627,7.0,99.0,5,53.39,33268.0
2020-05-22,Manitoba,292,7.0,18.0,2,21.32,26718.0
2020-05-22,Ontario,24628,2021.0,3840.0,441,169.07,39110.0
2020-05-22,Quebec,46141,3865.0,28457.0,646,543.8,42620.0
2020-05-22,Newfoundland and Labrador,260,3.0,4.0,0,49.85,21275.0
2020-05-22,New Brunswick,121,0.0,1.0,0,15.58,26144.0
2020-05-22,Nova Scotia,1048,58.0,29.0,2,107.89,39750.0
2020-05-22,Prince Edward Island,27,0.0,0.0,0,17.2,33139.0
2020-05-22,Yukon,11,0.0,0.0,0,26.93,28027.0
2020-05-22,Northwest Territories,5,0.0,0.0,0,11.15,42520.0
2020-05-22,Canada,82480,6250.0,33623.0,1156,219.42,37385.0
2020-05-23,British Columbia,2517,157.0,303.0,10,49.63,21995.0
2020-05-23,Alberta,6818,135.0,814.0,18,155.97,48664.0
2020-05-23,Saskatchewan,630,7.0,88.0,3,53.64,33683.0
2020-05-23,Manitoba,292,7.0,17.0,0,21.32,27036.0
2020-05-23,Ontario,25040,2048.0,3846.0,412,171.9,39842.0
2020-05-23,Quebec,46838,3940.0,28854.0,697,552.01,43703.0
2020-05-23,Newfoundland and Labrador,260,3.0,3.0,0,49.85,21488.0
2020-05-23,New Brunswick,121,0.0,1.0,0,15.58,26471.0
2020-05-23,Nova Scotia,1049,58.0,22.0,1,107.99,40120.0
2020-05-23,Prince Edward Island,27,0.0,0.0,0,17.2,34279.0
2020-05-23,Yukon,11,0.0,0.0,0,26.93,28027.0
2020-05-23,Northwest Territories,5,0.0,0.0,0,11.15,42520.0
2020-05-23,Canada,83621,6355.0,33948.0,1141,222.46,38096.0
2020-05-24,British Columbia,2517,157.0,303.0,0,49.63,22313.0
2020-05-24,Alberta,6860,135.0,801.0,42,156.93,49451.0
2020-05-24,Saskatchewan,632,7.0,87.0,2,53.81,33994.0
2020-05-24,Manitoba,292,7.0,17.0,0,21.32,27677.0
2020-05-24,Ontario,25500,2073.0,3950.0,460,175.06,40598.0
2020-05-24,Quebec,47411,3984.0,29096.0,573,558.76,44792.0
2020-05-24,Newfoundland and Labrador,260,3.0,3.0,0,49.85,21638.0
2020-05-24,New Brunswick,121,0.0,1.0,0,15.58,26729.0
2020-05-24,Nova Scotia,1050,58.0,19.0,1,108.09,40488.0
2020-05-24,Prince Edward Island,27,0.0,0.0,0,17.2,34929.0
2020-05-24,Yukon,11,0.0,0.0,0,26.93,28027.0
2020-05-24,Northwest Territories,5,0.0,0.0,0,11.15,42520.0
2020-05-24,Canada,84699,6424.0,34277.0,1078,225.33,38822.0
2020-05-25,British Columbia,2530,161.0,267.0,13,49.89,22638.0
2020-05-25,Alberta,6879,138.0,762.0,19,157.37,50040.0
2020-05-25,Saskatchewan,634,7.0,81.0,2,53.98,34317.0
2020-05-25,Manitoba,292,7.0,17.0,0,21.32,27801.0
2020-05-25,Ontario,25904,2102.0,4104.0,404,177.83,41141.0
2020-05-25,Quebec,47984,4069.0,29261.0,573,565.52,45919.0
2020-05-25,Newfoundland and Labrador,260,3.0,3.0,0,49.85,21730.0
2020-05-25,New Brunswick,121,0.0,1.0,0,15.58,27074.0
2020-05-25,Nova Scotia,1051,58.0,19.0,1,108.19,41009.0
2020-05-25,Prince Edward Island,27,0.0,0.0,0,17.2,35381.0
2020-05-25,Yukon,11,0.0,0.0,0,26.93,28247.0
2020-05-25,Northwest Territories,5,0.0,0.0,0,11.15,43613.0
2020-05-25,Canada,85711,6545.0,34515.0,1012,228.02,39439.0
2020-05-26,British Columbia,2541,161.0,258.0,11,50.11,22730.0
2020-05-26,Alberta,6901,139.0,714.0,22,157.87,50596.0
2020-05-26,Saskatchewan,634,8.0,77.0,0,53.98,34492.0
2020-05-26,Manitoba,292,7.0,16.0,0,21.32,28314.0
2020-05-26,Ontario,26191,2123.0,4110.0,287,179.8,41797.0
2020-05-26,Quebec,48598,4139.0,29460.0,614,572.75,46644.0
2020-05-26,Newfoundland and Labrador,260,3.0,2.0,0,49.85,22000.0
2020-05-26,New Brunswick,122,0.0,2.0,1,15.7,27445.0
2020-05-26,Nova Scotia,1052,59.0,17.0,1,108.3,41522.0
2020-05-26,Prince Edward Island,27,0.0,0.0,0,17.2,35878.0
2020-05-26,Yukon,11,0.0,0.0,0,26.93,28247.0
2020-05-26,Northwest Territories,5,0.0,0.0,0,11.15,43613.0
2020-05-26,Canada,86647,6639.0,34656.0,936,230.51,39985.0
2020-05-27,British Columbia,2550,162.0,244.0,9,50.28,23024.0
2020-05-27,Alberta,6926,141.0,679.0,25,158.44,51191.0
2020-05-27,Saskatchewan,637,10.0,68.0,3,54.24,34883.0
2020-05-27,Manitoba,292,7.0,14.0,0,21.32,29055.0
2020-05-27,Ontario,26483,2155.0,3956.0,292,181.81,42801.0
2020-05-27,Quebec,49139,4228.0,29592.0,541,579.13,47385.0
2020-05-27,Newfoundland and Labrador,260,3.0,2.0,0,49.85,22180.0
2020-05-27,New Brunswick,123,0.0,3.0,1,15.83,27862.0
2020-05-27,Nova Scotia,1053,59.0,19.0,1,108.4,42285.0
2020-05-27,Prince Edward Island,27,0.0,0.0,0,17.2,37522.0
2020-05-27,Yukon,11,0.0,0.0,0,26.93,28369.0
2020-05-27,Northwest Territories,5,0.0,0.0,0,11.15,44015.0
2020-05-27,Canada,87519,6765.0,34577.0,872,232.83,40728.0
2020-05-28,British Columbia,2558,164.0,241.0,8,50.44,23303.0
2020-05-28,Alberta,6955,143.0,652.0,29,159.11,51784.0
2020-05-28,Saskatchewan,639,10.0,61.0,2,54.41,35425.0
2020-05-28,Manitoba,294,7.0,14.0,2,21.47,29726.0
2020-05-28,Ontario,26866,2189.0,4004.0,383,184.44,43971.0
2020-05-28,Quebec,49702,4302.0,29782.0,563,585.77,48219.0
2020-05-28,Newfoundland and Labrador,261,3.0,3.0,1,50.04,22566.0
2020-05-28,New Brunswick,126,0.0,6.0,3,16.22,28295.0
2020-05-28,Nova Scotia,1055,59.0,19.0,2,108.61,43013.0
2020-05-28,Prince Edward Island,27,0.0,0.0,0,17.2,37522.0
2020-05-28,Yukon,11,0.0,0.0,0,26.93,28467.0
2020-05-28,Northwest Territories,5,0.0,0.0,0,11.15,44483.0
2020-05-28,Canada,88512,6877.0,34782.0,993,235.47,42173.0
2020-05-29,British Columbia,2562,164.0,228.0,4,50.52,23662.0
2020-05-29,Alberta,6979,143.0,616.0,24,159.65,52541.0
2020-05-29,Saskatchewan,641,10.0,61.0,2,54.58,35858.0
2020-05-29,Manitoba,294,7.0,14.0,0,21.47,30361.0
2020-05-29,Ontario,27210,2230.0,3997.0,344,186.8,45201.0
2020-05-29,Quebec,50232,4363.0,29961.0,530,592.01,49240.0
2020-05-29,Newfoundland and Labrador,261,3.0,3.0,0,50.04,22761.0
2020-05-29,New Brunswick,128,0.0,8.0,2,16.48,28974.0
2020-05-29,Nova Scotia,1055,59.0,18.0,0,108.61,43555.0
2020-05-29,Prince Edward Island,27,0.0,0.0,0,17.2,39300.0
2020-05-29,Yukon,11,0.0,0.0,0,26.93,28785.0
2020-05-29,Northwest Territories,5,0.0,0.0,0,11.15,44639.0
2020-05-29,Canada,89418,6979.0,34906.0,906,237.88,42471.0
2020-05-30,British Columbia,2573,164.0,228.0,11,50.74,23973.0
2020-05-30,Alberta,6992,143.0,604.0,13,159.95,53234.0
2020-05-30,Saskatchewan,645,10.0,55.0,4,54.92,36335.0
2020-05-30,Manitoba,294,7.0,9.0,0,21.47,30361.0
2020-05-30,Ontario,27533,2247.0,3933.0,323,189.02,46572.0
2020-05-30,Quebec,50651,4439.0,30142.0,419,596.95,50548.0
2020-05-30,Newfoundland and Labrador,261,3.0,3.0,0,50.04,23149.0
2020-05-30,New Brunswick,129,0.0,9.0,1,16.61,29810.0
2020-05-30,Nova Scotia,1056,60.0,18.0,1,108.71,44167.0
2020-05-30,Prince Edward Island,27,0.0,0.0,0,17.2,40154.0
2020-05-30,Yukon,11,0.0,0.0,0,26.93,28785.0
2020-05-30,Northwest Territories,5,0.0,0.0,0,11.15,44639.0
2020-05-30,Canada,90190,7073.0,35001.0,772,239.94,43477.0
2020-05-31,British Columbia,2573,164.0,228.0,0,50.74,24312.0
2020-05-31,Alberta,7010,143.0,584.0,18,160.36,53854.0
2020-05-31,Saskatchewan,646,11.0,53.0,1,55.0,36854.0
2020-05-31,Manitoba,295,7.0,10.0,1,21.54,30361.0
2020-05-31,Ontario,27859,2266.0,3783.0,326,191.25,47702.0
2020-05-31,Quebec,51059,4641.0,30072.0,408,601.76,51479.0
2020-05-31,Newfoundland and Labrador,261,3.0,3.0,0,50.04,23369.0
2020-05-31,New Brunswick,132,0.0,12.0,3,16.99,31754.0
2020-05-31,Nova Scotia,1056,60.0,15.0,0,108.71,44562.0
2020-05-31,Prince Edward Island,27,0.0,0.0,0,17.2,41020.0
2020-05-31,Yukon,11,0.0,0.0,0,26.93,28785.0
2020-05-31,Northwest Territories,5,0.0,0.0,0,11.15,44639.0
2020-05-31,Canada,90947,7295.0,34760.0,757,241.95,44317.0
2020-06-01,British Columbia,2597,165.0,225.0,24,51.21,24409.0
2020-06-01,Alberta,7044,143.0,400.0,34,161.14,54388.0
2020-06-01,Saskatchewan,646,11.0,47.0,0,55.0,37172.0
2020-06-01,Manitoba,295,7.0,10.0,0,21.54,31988.0
2020-06-01,Ontario,28263,2276.0,3834.0,404,194.03,48657.0
2020-06-01,Quebec,51354,4661.0,30096.0,295,605.24,52420.0
2020-06-01,Newfoundland and Labrador,261,3.0,3.0,0,50.04,23494.0
2020-06-01,New Brunswick,132,0.0,12.0,0,16.99,34537.0
2020-06-01,Nova Scotia,1057,60.0,13.0,1,108.81,44962.0
2020-06-01,Prince Edward Island,27,0.0,0.0,0,17.2,41613.0
2020-06-01,Yukon,11,0.0,0.0,0,26.93,28785.0
2020-06-01,Northwest Territories,5,0.0,0.0,0,11.15,45777.0
2020-06-01,Canada,91705,7326.0,34640.0,758,243.97,45117.0
2020-06-02,British Columbia,2601,165.0,207.0,4,51.29,24731.0
2020-06-02,Alberta,7057,143.0,377.0,13,161.44,55012.0
2020-06-02,Saskatchewan,646,11.0,33.0,0,55.0,37406.0
2020-06-02,Manitoba,297,7.0,12.0,2,21.69,32421.0
2020-06-02,Ontario,28709,2293.0,3932.0,446,197.09,49669.0
2020-06-02,Quebec,51593,4713.0,30077.0,239,608.05,53072.0
2020-06-02,Newfoundland and Labrador,261,3.0,2.0,0,50.04,23839.0
2020-06-02,New Brunswick,133,0.0,13.0,1,17.12,37109.0
2020-06-02,Nova Scotia,1057,60.0,5.0,0,108.81,45481.0
2020-06-02,Prince Edward Island,27,0.0,0.0,0,17.2,42339.0
2020-06-02,Yukon,11,0.0,0.0,0,26.93,29177.0
2020-06-02,Northwest Territories,5,0.0,0.0,0,11.15,45844.0
2020-06-02,Canada,92410,7395.0,34658.0,705,245.84,45871.0
2020-06-03,British Columbia,2623,166.0,214.0,22,51.72,24982.0
2020-06-03,Alberta,7076,145.0,344.0,19,161.87,55997.0
2020-06-03,Saskatchewan,647,11.0,34.0,1,55.09,37781.0
2020-06-03,Manitoba,298,7.0,9.0,1,21.76,32953.0
2020-06-03,Ontario,29047,2312.0,3924.0,338,199.41,50834.0
2020-06-03,Quebec,51884,4794.0,29992.0,291,611.48,53808.0
2020-06-03,Newfoundland and Labrador,261,3.0,2.0,0,50.04,24161.0
2020-06-03,New Brunswick,135,0.0,15.0,2,17.38,38332.0
2020-06-03,Nova Scotia,1058,60.0,5.0,1,108.92,45959.0
2020-06-03,Prince Edward Island,27,0.0,0.0,0,17.2,43174.0
2020-06-03,Yukon,11,0.0,0.0,0,26.93,29177.0
2020-06-03,Northwest Territories,5,0.0,0.0,0,11.15,45844.0
2020-06-03,Canada,93085,7498.0,34539.0,675,247.64,46714.0
2020-06-04,British Columbia,2632,166.0,201.0,9,51.9,25307.0
2020-06-04,Alberta,7091,146.0,334.0,15,162.22,56830.0
2020-06-04,Saskatchewan,648,11.0,29.0,1,55.17,38346.0
2020-06-04,Manitoba,298,7.0,7.0,0,21.76,33614.0
2020-06-04,Ontario,29403,2357.0,3838.0,356,201.85,52216.0
2020-06-04,Quebec,52143,4885.0,29922.0,259,614.53,54599.0
2020-06-04,Newfoundland and Labrador,261,3.0,2.0,0,50.04,24548.0
2020-06-04,New Brunswick,136,1.0,15.0,1,17.51,38966.0
2020-06-04,Nova Scotia,1058,61.0,2.0,0,108.92,46556.0
2020-06-04,Prince Edward Island,27,0.0,0.0,0,17.2,44123.0
2020-06-04,Yukon,11,0.0,0.0,0,26.93,29397.0
2020-06-04,Northwest Territories,5,0.0,0.0,0,11.15,46469.0
2020-06-04,Canada,93726,7637.0,34350.0,641,249.34,47649.0
2020-06-05,British Columbia,2632,167.0,193.0,0,51.9,25655.0
2020-06-05,Alberta,7098,146.0,328.0,7,162.38,58118.0
2020-06-05,Saskatchewan,649,11.0,27.0,1,55.26,38846.0
2020-06-05,Manitoba,300,7.0,9.0,2,21.91,34078.0
2020-06-05,Ontario,29747,2372.0,3792.0,344,204.21,53726.0
2020-06-05,Quebec,52398,4935.0,29699.0,255,617.54,55494.0
2020-06-05,Newfoundland and Labrador,261,3.0,2.0,0,50.04,24801.0
2020-06-05,New Brunswick,136,1.0,14.0,0,17.51,39449.0
2020-06-05,Nova Scotia,1058,61.0,0.0,0,108.92,47055.0
2020-06-05,Prince Edward Island,27,0.0,0.0,0,17.2,45308.0
2020-06-05,Yukon,11,0.0,0.0,0,26.93,29397.0
2020-06-05,Northwest Territories,5,0.0,0.0,0,11.15,46781.0
2020-06-05,Canada,94335,7703.0,34064.0,609,250.96,48697.0
2020-06-06,British Columbia,2632,167.0,193.0,0,51.9,25974.0
2020-06-06,Alberta,7138,146.0,336.0,40,163.29,59257.0
2020-06-06,Saskatchewan,650,11.0,28.0,1,55.34,39267.0
2020-06-06,Manitoba,300,7.0,9.0,0,21.91,34078.0
2020-06-06,Ontario,30202,2407.0,3848.0,455,207.34,55260.0
2020-06-06,Quebec,52624,4970.0,29242.0,226,620.2,56304.0
2020-06-06,Newfoundland and Labrador,261,3.0,2.0,0,50.04,25294.0
2020-06-06,New Brunswick,136,1.0,14.0,0,17.51,40013.0
2020-06-06,Nova Scotia,1058,61.0,0.0,0,108.92,47745.0
2020-06-06,Prince Edward Island,27,0.0,0.0,0,17.2,45856.0
2020-06-06,Yukon,11,0.0,0.0,0,26.93,29397.0
2020-06-06,Northwest Territories,5,0.0,0.0,0,11.15,46781.0
2020-06-06,Canada,95057,7773.0,33670.0,722,252.88,49702.0
2020-06-07,British Columbia,2632,167.0,193.0,0,51.9,26184.0
2020-06-07,Alberta,7138,146.0,336.0,0,163.29,59257.0
2020-06-07,Saskatchewan,650,11.0,16.0,0,55.34,39640.0
2020-06-07,Manitoba,300,7.0,9.0,0,21.91,34078.0
2020-06-07,Ontario,30617,2426.0,3939.0,415,210.19,56546.0
2020-06-07,Quebec,52849,4978.0,29157.0,225,622.85,57157.0
2020-06-07,Newfoundland and Labrador,261,3.0,2.0,0,50.04,25568.0
2020-06-07,New Brunswick,137,1.0,15.0,1,17.64,40479.0
2020-06-07,Nova Scotia,1059,61.0,0.0,1,109.02,48063.0
2020-06-07,Prince Edward Island,27,0.0,0.0,0,17.2,47430.0
2020-06-07,Yukon,11,0.0,0.0,0,26.93,29397.0
2020-06-07,Northwest Territories,5,0.0,0.0,0,11.15,46781.0
2020-06-07,Canada,95699,7800.0,33666.0,642,254.59,50462.0
2020-06-08,British Columbia,2659,167.0,183.0,27,52.43,26298.0
2020-06-08,Alberta,7202,149.0,355.0,64,164.76,61460.0
2020-06-08,Saskatchewan,654,13.0,17.0,4,55.69,40027.0
2020-06-08,Manitoba,300,7.0,9.0,0,21.91,35566.0
2020-06-08,Ontario,30860,2450.0,3918.0,243,211.86,57566.0
2020-06-08,Quebec,53047,4984.0,29069.0,198,625.19,57735.0
2020-06-08,Newfoundland and Labrador,261,3.0,2.0,0,50.04,25737.0
2020-06-08,New Brunswick,146,1.0,24.0,9,18.79,40911.0
2020-06-08,Nova Scotia,1059,61.0,0.0,0,109.02,48402.0
2020-06-08,Prince Edward Island,27,0.0,0.0,0,17.2,47749.0
2020-06-08,Yukon,11,0.0,0.0,0,26.93,29716.0
2020-06-08,Northwest Territories,5,0.0,0.0,0,11.15,47517.0
2020-06-08,Canada,96244,7835.0,33576.0,545,256.04,51348.0
2020-06-09,British Columbia,2669,167.0,183.0,10,52.63,26710.0
2020-06-09,Alberta,7229,151.0,356.0,27,165.37,62445.0
2020-06-09,Saskatchewan,656,13.0,19.0,2,55.86,40229.0
2020-06-09,Manitoba,300,7.0,8.0,0,21.91,35997.0
2020-06-09,Ontario,31090,2464.0,3797.0,230,213.43,58463.0
2020-06-09,Quebec,53185,5029.0,28795.0,138,626.81,58188.0
2020-06-09,Newfoundland and Labrador,261,3.0,2.0,0,50.04,26278.0
2020-06-09,New Brunswick,147,1.0,25.0,1,18.92,41457.0
2020-06-09,Nova Scotia,1060,62.0,0.0,1,109.12,48887.0
2020-06-09,Prince Edward Island,27,0.0,0.0,0,17.2,49278.0
2020-06-09,Yukon,11,0.0,0.0,0,26.93,29838.0
2020-06-09,Northwest Territories,5,0.0,0.0,0,11.15,47718.0
2020-06-09,Canada,96653,7897.0,33184.0,409,257.13,52029.0
2020-06-10,British Columbia,2680,167.0,185.0,11,52.85,27015.0
2020-06-10,Alberta,7276,151.0,371.0,47,166.45,63724.0
2020-06-10,Saskatchewan,658,13.0,21.0,2,56.03,40640.0
2020-06-10,Manitoba,300,7.0,8.0,0,21.91,36459.0
2020-06-10,Ontario,31341,2475.0,3486.0,251,215.16,59788.0
2020-06-10,Quebec,53341,5081.0,28419.0,156,628.65,58757.0
2020-06-10,Newfoundland and Labrador,261,3.0,2.0,0,50.04,26594.0
2020-06-10,New Brunswick,151,1.0,29.0,4,19.44,41917.0
2020-06-10,Nova Scotia,1061,62.0,5.0,1,109.22,49374.0
2020-06-10,Prince Edward Island,27,0.0,0.0,0,17.2,50202.0
2020-06-10,Yukon,11,0.0,0.0,0,26.93,30058.0
2020-06-10,Northwest Territories,5,0.0,0.0,0,11.15,47896.0
2020-06-10,Canada,97125,7960.0,32526.0,472,258.38,52921.0
2020-06-11,British Columbia,2694,167.0,183.0,14,53.12,27275.0
2020-06-11,Alberta,7316,149.0,379.0,40,167.36,65149.0
2020-06-11,Saskatchewan,660,13.0,21.0,2,56.2,41173.0
2020-06-11,Manitoba,300,7.0,7.0,0,21.91,36995.0
2020-06-11,Ontario,31544,2487.0,3172.0,203,216.55,61404.0
2020-06-11,Quebec,53485,5105.0,28081.0,144,630.35,59406.0
2020-06-11,Newfoundland and Labrador,261,3.0,2.0,0,50.04,26980.0
2020-06-11,New Brunswick,153,1.0,29.0,2,19.7,42388.0
2020-06-11,Nova Scotia,1061,62.0,4.0,0,109.22,49837.0
2020-06-11,Prince Edward Island,27,0.0,0.0,0,17.2,51673.0
2020-06-11,Yukon,11,0.0,0.0,0,26.93,30156.0
2020-06-11,Northwest Territories,5,0.0,0.0,0,11.15,48320.0
2020-06-11,Canada,97530,7994.0,31878.0,405,259.46,53965.0
2020-06-12,British Columbia,2709,168.0,187.0,15,53.42,27596.0
2020-06-12,Alberta,7346,149.0,386.0,30,168.05,66646.0
2020-06-12,Saskatchewan,663,13.0,23.0,3,56.45,41639.0
2020-06-12,Manitoba,301,7.0,5.0,1,21.98,37534.0
2020-06-12,Ontario,31726,2498.0,3041.0,182,217.8,63285.0
2020-06-12,Quebec,53666,5148.0,27695.0,181,632.48,60042.0
2020-06-12,Newfoundland and Labrador,261,3.0,2.0,0,50.04,27296.0
2020-06-12,New Brunswick,154,1.0,28.0,1,19.82,42901.0
2020-06-12,Nova Scotia,1061,62.0,4.0,0,109.22,50468.0
2020-06-12,Prince Edward Island,27,0.0,0.0,0,17.2,52508.0
2020-06-12,Yukon,11,0.0,0.0,0,26.93,30230.0
2020-06-12,Northwest Territories,5,0.0,0.0,0,11.15,48566.0
2020-06-12,Canada,97943,8049.0,31371.0,413,260.56,55125.0
2020-06-13,British Columbia,2709,168.0,187.0,0,53.42,27928.0
2020-06-13,Alberta,7383,150.0,403.0,37,168.9,67968.0
2020-06-13,Saskatchewan,664,13.0,23.0,1,56.54,42072.0
2020-06-13,Manitoba,303,7.0,7.0,2,22.13,38006.0
2020-06-13,Ontario,31992,2507.0,2947.0,266,219.63,65109.0
2020-06-13,Quebec,53824,5195.0,27348.0,158,634.35,60680.0
2020-06-13,Newfoundland and Labrador,261,3.0,2.0,0,50.04,27647.0
2020-06-13,New Brunswick,157,2.0,29.0,3,20.21,43458.0
2020-06-13,Nova Scotia,1061,62.0,3.0,0,109.22,51106.0
2020-06-13,Prince Edward Island,27,0.0,0.0,0,17.2,52508.0
2020-06-13,Yukon,11,0.0,0.0,0,26.93,30230.0
2020-06-13,Northwest Territories,5,0.0,0.0,0,11.15,48566.0
2020-06-13,Canada,98410,8107.0,30949.0,467,261.8,56237.0
2020-06-14,British Columbia,2709,168.0,187.0,0,53.42,28263.0
2020-06-14,Alberta,7433,150.0,422.0,50,170.04,69524.0
2020-06-14,Saskatchewan,665,13.0,24.0,1,56.62,42439.0
2020-06-14,Manitoba,304,7.0,8.0,1,22.2,38446.0
2020-06-14,Ontario,32189,2519.0,2709.0,197,220.98,66655.0
2020-06-14,Quebec,53952,5222.0,26988.0,128,635.85,61388.0
2020-06-14,Newfoundland and Labrador,261,3.0,2.0,0,50.04,27979.0
2020-06-14,New Brunswick,157,2.0,26.0,0,20.21,43709.0
2020-06-14,Nova Scotia,1061,62.0,3.0,0,109.22,51540.0
2020-06-14,Prince Edward Island,27,0.0,0.0,0,17.2,52508.0
2020-06-14,Yukon,11,0.0,0.0,0,26.93,30230.0
2020-06-14,Northwest Territories,5,0.0,0.0,0,11.15,48566.0
2020-06-14,Canada,98787,8146.0,30369.0,377,262.81,57271.0
2020-06-15,British Columbia,2745,168.0,182.0,36,54.13,28301.0
2020-06-15,Alberta,7453,151.0,440.0,20,170.5,70205.0
2020-06-15,Saskatchewan,683,13.0,41.0,18,58.15,42855.0
2020-06-15,Manitoba,304,7.0,5.0,0,22.2,38951.0
2020-06-15,Ontario,32370,2527.0,2630.0,181,222.22,68099.0
2020-06-15,Quebec,54054,5242.0,26599.0,102,637.06,61872.0
2020-06-15,Newfoundland and Labrador,261,3.0,1.0,0,50.04,28174.0
2020-06-15,New Brunswick,160,2.0,29.0,3,20.6,44104.0
2020-06-15,Nova Scotia,1061,62.0,3.0,0,109.22,51795.0
2020-06-15,Prince Edward Island,27,0.0,0.0,0,17.2,55751.0
2020-06-15,Yukon,11,0.0,0.0,0,26.93,30230.0
2020-06-15,Northwest Territories,5,0.0,0.0,0,11.15,49413.0
2020-06-15,Canada,99147,8175.0,29930.0,360,263.76,58088.0
2020-06-16,British Columbia,2756,168.0,172.0,11,54.34,28640.0
2020-06-16,Alberta,7482,151.0,449.0,29,171.16,71455.0
2020-06-16,Saskatchewan,684,13.0,40.0,1,58.24,43193.0
2020-06-16,Manitoba,304,7.0,5.0,0,22.2,39329.0
2020-06-16,Ontario,32554,2538.0,2585.0,184,223.48,69542.0
2020-06-16,Quebec,54146,5269.0,26527.0,92,638.14,62257.0
2020-06-16,Newfoundland and Labrador,261,3.0,1.0,0,50.04,28573.0
2020-06-16,New Brunswick,163,2.0,30.0,3,20.98,44424.0
2020-06-16,Nova Scotia,1061,62.0,2.0,0,109.22,52004.0
2020-06-16,Prince Edward Island,27,0.0,0.0,0,17.2,56809.0
2020-06-16,Yukon,11,0.0,0.0,0,26.93,30425.0
2020-06-16,Northwest Territories,5,0.0,0.0,0,11.15,49636.0
2020-06-16,Canada,99467,8213.0,29811.0,320,264.62,58972.0
2020-06-17,British Columbia,2775,168.0,185.0,19,54.72,28930.0
2020-06-17,Alberta,7530,151.0,486.0,48,172.26,72810.0
2020-06-17,Saskatchewan,693,13.0,47.0,9,59.01,43532.0
2020-06-17,Manitoba,306,7.0,6.0,2,22.34,39580.0
2020-06-17,Ontario,32744,2550.0,2410.0,190,224.79,71149.0
2020-06-17,Quebec,54263,5298.0,26416.0,117,639.52,62833.0
2020-06-17,Newfoundland and Labrador,261,3.0,1.0,0,50.04,28935.0
2020-06-17,New Brunswick,164,2.0,29.0,1,21.11,45045.0
2020-06-17,Nova Scotia,1061,62.0,2.0,0,109.22,52392.0
2020-06-17,Prince Edward Island,27,0.0,0.0,0,17.2,58383.0
2020-06-17,Yukon,11,0.0,0.0,0,26.93,30474.0
2020-06-17,Northwest Territories,5,0.0,0.0,0,11.15,49681.0
2020-06-17,Canada,99853,8254.0,29582.0,386,265.64,59977.0
2020-06-18,British Columbia,2783,168.0,190.0,8,54.88,29282.0
2020-06-18,Alberta,7579,152.0,489.0,49,173.38,74340.0
2020-06-18,Saskatchewan,708,13.0,59.0,15,60.28,43972.0
2020-06-18,Manitoba,308,7.0,8.0,2,22.49,40046.0
2020-06-18,Ontario,32917,2553.0,2360.0,173,225.98,72827.0
2020-06-18,Quebec,54383,5340.0,26289.0,120,640.93,63503.0
2020-06-18,Newfoundland and Labrador,261,3.0,0.0,0,50.04,29342.0
2020-06-18,New Brunswick,164,2.0,27.0,0,21.11,45512.0
