date,region,numtotal,numdeaths,numactive,numtoday,numtested,ratetotal,ratetested
2020-07-23,Nova Scotia,1067,63.0,1.0,0,62365.0,109.84,64201.0
2020-07-23,Prince Edward Island,36,0.0,2.0,0,18038.0,22.94,114931.0
2020-07-23,Yukon,13,0.0,2.0,0,1469.0,31.82,35957.0
2020-07-23,Northwest Territories,5,0.0,0.0,0,2736.0,11.15,61036.0
2020-07-23,Canada,112672,8874.0,5279.0,432,3697322.0,299.75,98361.0
2020-07-24,British Columbia,3419,191.0,294.0,27,209472.0,67.42,41305.0
2020-07-24,Alberta,10086,178.0,1341.0,111,527149.0,230.73,120593.0
2020-07-24,Saskatchewan,1099,16.0,235.0,27,76315.0,93.57,64979.0
2020-07-24,Manitoba,384,7.0,58.0,9,79194.0,28.04,57828.0
2020-07-24,Ontario,38405,2758.0,1547.0,195,1923881.0,263.65,132075.0
2020-07-24,Quebec,58243,5663.0,1965.0,163,747110.0,686.43,88051.0
2020-07-24,Newfoundland and Labrador,265,3.0,3.0,1,23254.0,50.81,44587.0
2020-07-24,New Brunswick,170,2.0,3.0,0,44480.0,21.88,57259.0
2020-07-24,Nova Scotia,1067,63.0,1.0,0,62752.0,109.84,64600.0
2020-07-24,Prince Edward Island,36,0.0,2.0,0,18276.0,22.94,116447.0
2020-07-24,Yukon,14,0.0,3.0,1,1488.0,34.27,36422.0
2020-07-24,Northwest Territories,5,0.0,0.0,0,2740.0,11.15,61125.0
2020-07-24,Canada,113206,8881.0,5452.0,534,3717483.0,301.17,98897.0
2020-07-25,British Columbia,3419,191.0,294.0,0,211792.0,67.42,41763.0
2020-07-25,Alberta,10086,178.0,1341.0,0,527149.0,230.73,120593.0
2020-07-25,Saskatchewan,1136,16.0,258.0,37,77846.0,96.73,66282.0
2020-07-25,Manitoba,388,7.0,62.0,4,79194.0,28.33,57828.0
2020-07-25,Ontario,38543,2759.0,1544.0,138,1952807.0,264.6,134061.0
2020-07-25,Quebec,58414,5666.0,2045.0,171,757813.0,688.44,89312.0
2020-07-25,Newfoundland and Labrador,265,3.0,3.0,0,23361.0,50.81,44792.0
2020-07-25,New Brunswick,170,2.0,3.0,0,44808.0,21.88,57681.0
2020-07-25,Nova Scotia,1067,63.0,1.0,0,63040.0,109.84,64896.0
2020-07-25,Prince Edward Island,36,0.0,2.0,0,18517.0,22.94,117983.0
2020-07-25,Yukon,14,0.0,3.0,0,1488.0,34.27,36422.0
2020-07-25,Northwest Territories,5,0.0,0.0,0,2740.0,11.15,61125.0
2020-07-25,Canada,113556,8885.0,5556.0,350,3761927.0,302.1,100080.0
2020-07-26,British Columbia,3419,191.0,294.0,0,213925.0,67.42,42183.0
2020-07-26,Alberta,10086,178.0,1341.0,0,527149.0,230.73,120593.0
2020-07-26,Saskatchewan,1178,16.0,289.0,42,79038.0,100.3,67297.0
2020-07-26,Manitoba,394,7.0,68.0,6,79194.0,28.77,57828.0
2020-07-26,Ontario,38680,2763.0,1558.0,137,1978097.0,265.54,135797.0
2020-07-26,Quebec,58583,5667.0,2104.0,169,768346.0,690.43,90554.0
2020-07-26,Newfoundland and Labrador,266,3.0,4.0,1,23657.0,51.0,45360.0
2020-07-26,New Brunswick,170,2.0,3.0,0,44953.0,21.88,57867.0
2020-07-26,Nova Scotia,1067,63.0,0.0,0,63313.0,109.84,65177.0
2020-07-26,Prince Edward Island,36,0.0,2.0,0,18671.0,22.94,118964.0
2020-07-26,Yukon,14,0.0,3.0,0,1488.0,34.27,36422.0
2020-07-26,Northwest Territories,5,0.0,0.0,0,2740.0,11.15,61125.0
2020-07-26,Canada,113911,8890.0,5666.0,355,3801950.0,303.04,101145.0
2020-07-27,British Columbia,3500,193.0,264.0,81,216077.0,69.02,42608.0
2020-07-27,Alberta,10390,186.0,1430.0,304,547785.0,237.69,125314.0
2020-07-27,Saskatchewan,1209,16.0,307.0,31,80420.0,102.94,68474.0
2020-07-27,Manitoba,400,7.0,74.0,6,82893.0,29.21,60529.0
2020-07-27,Ontario,38799,2764.0,1574.0,119,2001954.0,266.36,137435.0
2020-07-27,Quebec,58728,5667.0,2175.0,145,777793.0,692.14,91667.0
2020-07-27,Newfoundland and Labrador,266,3.0,4.0,0,23839.0,51.0,45709.0
2020-07-27,New Brunswick,170,2.0,3.0,0,45157.0,21.88,58130.0
2020-07-27,Nova Scotia,1067,63.0,0.0,0,63458.0,109.84,65327.0
2020-07-27,Prince Edward Island,36,0.0,2.0,0,18754.0,22.94,119493.0
2020-07-27,Yukon,14,0.0,3.0,0,1523.0,34.27,37279.0
2020-07-27,Northwest Territories,5,0.0,0.0,0,2797.0,11.15,62397.0
2020-07-27,Canada,114597,8901.0,5836.0,686,3863830.0,304.87,102791.0
2020-07-28,British Columbia,3523,194.0,253.0,23,217427.0,69.47,42874.0
2020-07-28,Alberta,10470,187.0,1397.0,80,553619.0,239.52,126648.0
2020-07-28,Saskatchewan,1218,17.0,294.0,9,81150.0,103.71,69095.0
2020-07-28,Manitoba,405,8.0,78.0,5,83790.0,29.57,61184.0
2020-07-28,Ontario,38910,2768.0,1575.0,111,2018721.0,267.12,138586.0
2020-07-28,Quebec,58897,5670.0,2341.0,169,786727.0,694.13,92720.0
2020-07-28,Newfoundland and Labrador,266,3.0,4.0,0,24050.0,51.0,46113.0
2020-07-28,New Brunswick,170,2.0,3.0,0,45374.0,21.88,58409.0
2020-07-28,Nova Scotia,1067,63.0,0.0,0,63702.0,109.84,65578.0
2020-07-28,Prince Edward Island,36,0.0,0.0,0,18895.0,22.94,120391.0
2020-07-28,Yukon,14,0.0,3.0,0,1547.0,34.27,37867.0
2020-07-28,Northwest Territories,5,0.0,0.0,0,2810.0,11.15,62687.0
2020-07-28,Canada,114994,8912.0,5948.0,397,3899192.0,305.92,103732.0
2020-07-29,British Columbia,3562,194.0,259.0,39,219244.0,70.24,43232.0
2020-07-29,Alberta,10603,190.0,1430.0,133,559932.0,242.56,128092.0
2020-07-29,Saskatchewan,1268,17.0,322.0,50,82302.0,107.96,70076.0
2020-07-29,Manitoba,407,8.0,74.0,2,84415.0,29.72,61641.0
2020-07-29,Ontario,38986,2769.0,1476.0,76,2045136.0,267.64,140400.0
2020-07-29,Quebec,59009,5672.0,2451.0,112,796549.0,695.45,93878.0
2020-07-29,Newfoundland and Labrador,266,3.0,4.0,0,24333.0,51.0,46656.0
2020-07-29,New Brunswick,170,2.0,3.0,0,45630.0,21.88,58739.0
2020-07-29,Nova Scotia,1067,64.0,0.0,0,63987.0,109.84,65871.0
2020-07-29,Prince Edward Island,36,0.0,0.0,0,19244.0,22.94,122615.0
2020-07-29,Yukon,14,0.0,3.0,0,1547.0,34.27,37867.0
2020-07-29,Northwest Territories,5,0.0,0.0,0,2826.0,11.15,63044.0
2020-07-29,Canada,115406,8919.0,6022.0,412,3946565.0,307.02,104992.0
2020-07-30,British Columbia,3591,194.0,242.0,29,221727.0,70.81,43722.0
2020-07-30,Alberta,10716,195.0,1408.0,113,566054.0,245.14,129493.0
2020-07-30,Saskatchewan,1306,18.0,304.0,38,83738.0,111.2,71299.0
2020-07-30,Manitoba,409,8.0,76.0,2,85575.0,29.87,62488.0
2020-07-30,Ontario,39075,2772.0,1397.0,89,2071907.0,268.25,142237.0
2020-07-30,Quebec,59131,5673.0,2572.0,122,807364.0,696.89,95152.0
2020-07-30,Newfoundland and Labrador,266,3.0,4.0,0,24671.0,51.0,47304.0
2020-07-30,New Brunswick,170,2.0,2.0,0,45889.0,21.88,59072.0
2020-07-30,Nova Scotia,1067,64.0,0.0,0,64339.0,109.84,66234.0
2020-07-30,Prince Edward Island,36,0.0,0.0,0,19472.0,22.94,124067.0
2020-07-30,Yukon,14,0.0,3.0,0,1588.0,34.27,38870.0
2020-07-30,Northwest Territories,5,0.0,0.0,0,2870.0,11.15,64025.0
2020-07-30,Canada,115799,8929.0,6008.0,393,3996625.0,308.06,106324.0
2020-07-31,British Columbia,3641,195.0,278.0,50,224580.0,71.8,44284.0
2020-07-31,Alberta,10843,196.0,1386.0,127,571839.0,248.05,130816.0
2020-07-31,Saskatchewan,1319,18.0,293.0,13,85228.0,112.31,72568.0
2020-07-31,Manitoba,415,8.0,70.0,6,86575.0,30.3,63218.0
2020-07-31,Ontario,39209,2775.0,1360.0,134,2100958.0,269.17,144232.0
2020-07-31,Quebec,59312,5674.0,2752.0,181,819717.0,699.02,96608.0
2020-07-31,Newfoundland and Labrador,266,3.0,4.0,0,24924.0,51.0,47789.0
2020-07-31,New Brunswick,170,2.0,2.0,0,46184.0,21.88,59452.0
2020-07-31,Nova Scotia,1069,64.0,2.0,2,64777.0,110.05,66685.0
2020-07-31,Prince Edward Island,36,0.0,0.0,0,19643.0,22.94,125157.0
2020-07-31,Yukon,14,0.0,3.0,0,1612.0,34.27,39458.0
2020-07-31,Northwest Territories,5,0.0,0.0,0,2878.0,11.15,64204.0
2020-07-31,Canada,116312,8935.0,6150.0,513,4050358.0,309.43,107753.0
2020-08-01,British Columbia,3641,195.0,278.0,0,227194.0,71.8,44800.0
2020-08-01,Alberta,10843,196.0,1386.0,0,571839.0,248.05,130816.0
2020-08-01,Saskatchewan,1334,18.0,262.0,15,86814.0,113.58,73918.0
2020-08-01,Manitoba,417,8.0,72.0,2,86575.0,30.45,63218.0
2020-08-01,Ontario,39333,2777.0,1319.0,124,2133152.0,270.02,146442.0
2020-08-01,Quebec,59458,5678.0,2894.0,146,831069.0,700.75,97946.0
2020-08-01,Newfoundland and Labrador,266,3.0,4.0,0,25056.0,51.0,48042.0
2020-08-01,New Brunswick,170,2.0,2.0,0,46398.0,21.88,59728.0
2020-08-01,Nova Scotia,1069,64.0,2.0,0,65042.0,110.05,66957.0
2020-08-01,Prince Edward Island,36,0.0,0.0,0,19643.0,22.94,125157.0
2020-08-01,Yukon,14,0.0,3.0,0,1612.0,34.27,39458.0
2020-08-01,Northwest Territories,5,0.0,0.0,0,2878.0,11.15,64204.0
2020-08-01,Canada,116599,8941.0,6222.0,287,4098752.0,310.19,109041.0
2020-08-02,British Columbia,3641,195.0,278.0,0,228795.0,71.8,45115.0
2020-08-02,Alberta,10843,196.0,1386.0,0,571839.0,248.05,130816.0
2020-08-02,Saskatchewan,1342,18.0,254.0,8,88618.0,114.27,75454.0
2020-08-02,Manitoba,435,8.0,90.0,18,86575.0,31.76,63218.0
2020-08-02,Ontario,39449,2778.0,1312.0,116,2162599.0,270.82,148463.0
2020-08-02,Quebec,59599,5681.0,3032.0,141,841785.0,702.41,99209.0
2020-08-02,Newfoundland and Labrador,266,3.0,4.0,0,25261.0,51.0,48435.0
2020-08-02,New Brunswick,170,2.0,2.0,0,46617.0,21.88,60010.0
2020-08-02,Nova Scotia,1071,64.0,4.0,2,65315.0,110.25,67238.0
2020-08-02,Prince Edward Island,36,0.0,0.0,0,20085.0,22.94,127973.0
2020-08-02,Yukon,14,0.0,3.0,0,1612.0,34.27,39458.0
2020-08-02,Northwest Territories,5,0.0,0.0,0,2878.0,11.15,64204.0
2020-08-02,Canada,116884,8945.0,6365.0,285,4143459.0,310.95,110230.0
2020-08-03,British Columbia,3641,195.0,278.0,0,230751.0,71.8,45501.0
2020-08-03,Alberta,10843,196.0,1386.0,0,571839.0,248.05,130816.0
2020-08-03,Saskatchewan,1359,18.0,252.0,17,89600.0,115.71,76290.0
2020-08-03,Manitoba,442,8.0,97.0,7,86575.0,32.28,63218.0
2020-08-03,Ontario,39449,2778.0,1312.0,0,2184868.0,270.82,149992.0
2020-08-03,Quebec,59722,5683.0,3153.0,123,850630.0,703.86,100251.0
2020-08-03,Newfoundland and Labrador,266,3.0,4.0,0,25452.0,51.0,48801.0
2020-08-03,New Brunswick,170,2.0,0.0,0,46784.0,21.88,60224.0
2020-08-03,Nova Scotia,1071,64.0,2.0,0,65543.0,110.25,67473.0
2020-08-03,Prince Edward Island,36,0.0,0.0,0,20183.0,22.94,128598.0
2020-08-03,Yukon,14,0.0,3.0,0,1612.0,34.27,39458.0
2020-08-03,Northwest Territories,5,0.0,0.0,0,2878.0,11.15,64204.0
2020-08-03,Canada,117031,8947.0,6487.0,147,4178195.0,311.34,111154.0
2020-08-04,British Columbia,3787,195.0,319.0,146,232016.0,74.67,45750.0
2020-08-04,Alberta,11146,201.0,1191.0,303,596714.0,254.98,136507.0
2020-08-04,Saskatchewan,1368,18.0,253.0,9,90170.0,116.48,76776.0
2020-08-04,Manitoba,443,8.0,94.0,1,91697.0,32.35,66958.0
2020-08-04,Ontario,39628,2782.0,1245.0,179,2203410.0,272.05,151265.0
2020-08-04,Quebec,59845,5685.0,3274.0,123,858016.0,705.31,101122.0
2020-08-04,Newfoundland and Labrador,266,3.0,3.0,0,25654.0,51.0,49189.0
2020-08-04,New Brunswick,170,2.0,0.0,0,46925.0,21.88,60406.0
2020-08-04,Nova Scotia,1071,64.0,2.0,0,65628.0,110.25,67561.0
2020-08-04,Prince Edward Island,36,0.0,0.0,0,20183.0,22.94,128598.0
2020-08-04,Yukon,14,0.0,3.0,0,1740.0,34.27,42591.0
2020-08-04,Northwest Territories,5,0.0,0.0,0,2878.0,11.15,64204.0
2020-08-04,Canada,117792,8958.0,6384.0,761,4236521.0,313.37,112706.0
2020-08-05,British Columbia,3834,195.0,351.0,47,233195.0,75.6,45983.0
2020-08-05,Alberta,11240,203.0,1146.0,94,601748.0,257.13,137658.0
2020-08-05,Saskatchewan,1376,18.0,225.0,8,90815.0,117.16,77325.0
2020-08-05,Manitoba,444,8.0,94.0,1,92721.0,32.42,67706.0
2020-08-05,Ontario,39714,2782.0,1185.0,86,2220075.0,272.64,152409.0
2020-08-05,Quebec,60000,5687.0,3427.0,155,868111.0,707.13,102312.0
2020-08-05,Newfoundland and Labrador,266,3.0,0.0,0,25947.0,51.0,49751.0
2020-08-05,New Brunswick,174,2.0,4.0,4,47189.0,22.4,60746.0
2020-08-05,Nova Scotia,1071,64.0,2.0,0,65909.0,110.25,67850.0
2020-08-05,Prince Edward Island,36,0.0,0.0,0,20654.0,22.94,131599.0
2020-08-05,Yukon,14,0.0,3.0,0,1769.0,34.27,43301.0
2020-08-05,Northwest Territories,5,0.0,0.0,0,2970.0,11.15,66256.0
2020-08-05,Canada,118187,8962.0,6437.0,395,4272606.0,314.42,113666.0
2020-08-06,British Columbia,3881,195.0,371.0,47,234986.0,76.53,46336.0
2020-08-06,Alberta,11296,205.0,1107.0,56,607363.0,258.41,138943.0
2020-08-06,Saskatchewan,1387,19.0,204.0,11,91615.0,118.1,78006.0
2020-08-06,Manitoba,474,8.0,118.0,30,93298.0,34.61,68127.0
2020-08-06,Ontario,39809,2783.0,1120.0,95,2245400.0,273.29,154148.0
2020-08-06,Quebec,60133,5687.0,3560.0,133,879350.0,708.7,103636.0
2020-08-06,Newfoundland and Labrador,266,3.0,0.0,0,26280.0,51.0,50389.0
2020-08-06,New Brunswick,176,2.0,6.0,2,47438.0,22.66,61066.0
2020-08-06,Nova Scotia,1071,64.0,2.0,0,66290.0,110.25,68242.0
2020-08-06,Prince Edward Island,36,0.0,0.0,0,20831.0,22.94,132726.0
2020-08-06,Yukon,14,0.0,1.0,0,1792.0,34.27,43864.0
2020-08-06,Northwest Territories,5,0.0,0.0,0,3012.0,11.15,67193.0
2020-08-06,Canada,118561,8966.0,6489.0,374,4319172.0,315.41,114904.0
2020-08-07,British Columbia,3934,195.0,386.0,53,237247.0,77.57,46782.0
2020-08-07,Alberta,11430,208.0,1125.0,134,613221.0,261.48,140283.0
2020-08-07,Saskatchewan,1409,20.0,168.0,22,93388.0,119.97,79516.0
2020-08-07,Manitoba,491,8.0,132.0,17,96553.0,35.85,70504.0
2020-08-07,Ontario,39897,2783.0,1090.0,88,2269714.0,273.89,155817.0
2020-08-07,Quebec,60241,5687.0,3668.0,108,889002.0,709.97,104774.0
2020-08-07,Newfoundland and Labrador,267,3.0,1.0,1,26431.0,51.19,50679.0
2020-08-07,New Brunswick,176,2.0,6.0,0,47695.0,22.66,61397.0
2020-08-07,Nova Scotia,1071,64.0,2.0,0,66739.0,110.25,68704.0
2020-08-07,Prince Edward Island,36,0.0,0.0,0,20831.0,22.94,132726.0
2020-08-07,Yukon,15,0.0,2.0,1,1836.0,36.72,44941.0
2020-08-07,Northwest Territories,5,0.0,0.0,0,3017.0,11.15,67305.0
2020-08-07,Canada,118985,8970.0,6580.0,424,4367208.0,316.54,116182.0
2020-08-08,British Columbia,3934,195.0,386.0,0,239845.0,77.57,47294.0
2020-08-08,Alberta,11430,208.0,1125.0,0,613221.0,261.48,140283.0
2020-08-08,Saskatchewan,1433,20.0,168.0,24,94786.0,122.01,80706.0
2020-08-08,Manitoba,507,8.0,148.0,16,96553.0,37.02,70504.0
2020-08-08,Ontario,39967,2784.0,1052.0,70,2294872.0,274.38,157544.0
2020-08-08,Quebec,60367,5692.0,3789.0,126,895496.0,711.46,105539.0
2020-08-08,Newfoundland and Labrador,267,3.0,1.0,0,26629.0,51.19,51058.0
2020-08-08,New Brunswick,176,2.0,6.0,0,47911.0,22.66,61675.0
2020-08-08,Nova Scotia,1071,64.0,2.0,0,67080.0,110.25,69055.0
2020-08-08,Prince Edward Island,36,0.0,0.0,0,21258.0,22.94,135447.0
2020-08-08,Yukon,15,0.0,2.0,0,1836.0,36.72,44941.0
2020-08-08,Northwest Territories,5,0.0,0.0,0,3017.0,11.15,67305.0
2020-08-08,Canada,119221,8976.0,6679.0,236,4404038.0,317.17,117162.0
2020-08-09,British Columbia,3934,195.0,386.0,0,241225.0,77.57,47566.0
2020-08-09,Alberta,11430,208.0,1125.0,0,613221.0,261.48,140283.0
2020-08-09,Saskatchewan,1445,20.0,168.0,12,96331.0,123.04,82021.0
2020-08-09,Manitoba,542,8.0,182.0,35,96553.0,39.58,70504.0
2020-08-09,Ontario,40046,2786.0,981.0,79,2321735.0,274.92,159388.0
2020-08-09,Quebec,60471,5695.0,3890.0,104,908532.0,712.68,107076.0
2020-08-09,Newfoundland and Labrador,267,3.0,1.0,0,26859.0,51.19,51499.0
2020-08-09,New Brunswick,176,2.0,6.0,0,48106.0,22.66,61926.0
2020-08-09,Nova Scotia,1071,64.0,1.0,0,67245.0,110.25,69225.0
2020-08-09,Prince Edward Island,36,0.0,0.0,0,21616.0,22.94,137728.0
2020-08-09,Yukon,15,0.0,2.0,0,1836.0,36.72,44941.0
2020-08-09,Northwest Territories,5,0.0,0.0,0,3017.0,11.15,67305.0
2020-08-09,Canada,119451,8981.0,6742.0,230,4447810.0,317.78,118327.0
2020-08-10,British Columbia,4065,195.0,445.0,131,244680.0,80.16,48248.0
2020-08-10,Alberta,11687,213.0,1090.0,257,631295.0,267.36,144418.0
2020-08-10,Saskatchewan,1450,20.0,165.0,5,97404.0,123.46,82935.0
2020-08-10,Manitoba,558,8.0,196.0,16,101101.0,40.75,73825.0
2020-08-10,Ontario,40161,2786.0,994.0,115,2343281.0,275.71,160867.0
2020-08-10,Quebec,60627,5696.0,1890.0,156,916301.0,714.52,107991.0
2020-08-10,Newfoundland and Labrador,268,3.0,2.0,1,27045.0,51.39,51856.0
2020-08-10,New Brunswick,176,2.0,6.0,0,48330.0,22.66,62215.0
2020-08-10,Nova Scotia,1071,64.0,0.0,0,67446.0,110.25,69432.0
2020-08-10,Prince Edward Island,36,0.0,0.0,0,21805.0,22.94,138932.0
2020-08-10,Yukon,15,0.0,2.0,0,1961.0,36.72,48000.0
2020-08-10,Northwest Territories,5,0.0,0.0,0,3017.0,11.15,67305.0
2020-08-10,Canada,120132,8987.0,4790.0,681,4505218.0,319.59,119854.0
2020-08-11,British Columbia,4111,195.0,472.0,46,246281.0,81.06,48563.0
2020-08-11,Alberta,11772,216.0,1004.0,85,636319.0,269.3,145567.0
2020-08-11,Saskatchewan,1479,20.0,165.0,29,98105.0,125.93,83532.0
2020-08-11,Manitoba,562,8.0,194.0,4,102391.0,41.04,74767.0
2020-08-11,Ontario,40194,2786.0,952.0,33,2364157.0,275.93,162300.0
2020-08-11,Quebec,60718,5697.0,1886.0,91,922332.0,715.6,108702.0
2020-08-11,Newfoundland and Labrador,268,3.0,2.0,0,27298.0,51.39,52341.0
2020-08-11,New Brunswick,177,2.0,7.0,1,48553.0,22.78,62502.0
2020-08-11,Nova Scotia,1071,64.0,0.0,0,67720.0,110.25,69714.0
2020-08-11,Prince Edward Island,36,0.0,0.0,0,21922.0,22.94,139678.0
2020-08-11,Yukon,15,0.0,2.0,0,2017.0,36.72,49371.0
2020-08-11,Northwest Territories,5,0.0,0.0,0,3073.0,11.15,68554.0
2020-08-11,Canada,120421,8991.0,4684.0,289,4541747.0,320.36,120826.0
2020-08-12,British Columbia,4196,196.0,531.0,85,248385.0,82.74,48978.0
2020-08-12,Alberta,11893,217.0,1044.0,121,641870.0,272.07,146837.0
2020-08-12,Saskatchewan,1484,20.0,150.0,5,98890.0,126.36,84200.0
2020-08-12,Manitoba,578,8.0,202.0,16,103994.0,42.21,75938.0
2020-08-12,Ontario,40289,2787.0,912.0,95,2387925.0,276.59,163932.0
2020-08-12,Quebec,60813,5709.0,1834.0,95,926538.0,716.71,109198.0
2020-08-12,Newfoundland and Labrador,268,3.0,2.0,0,27573.0,51.39,52868.0
2020-08-12,New Brunswick,178,2.0,8.0,1,48801.0,22.91,62821.0
2020-08-12,Nova Scotia,1071,64.0,0.0,0,67974.0,110.25,69976.0
2020-08-12,Prince Edward Island,41,0.0,5.0,5,22381.0,26.12,142602.0
2020-08-12,Yukon,15,0.0,2.0,0,2062.0,36.72,50472.0
2020-08-12,Northwest Territories,5,0.0,0.0,0,3097.0,11.15,69089.0
2020-08-12,Canada,120844,9006.0,4690.0,423,4581083.0,321.49,121872.0
2020-08-13,British Columbia,4274,196.0,578.0,78,251210.0,84.28,49535.0
2020-08-13,Alberta,11969,220.0,1036.0,76,647281.0,273.81,148075.0
2020-08-13,Saskatchewan,1511,20.0,166.0,27,100386.0,128.65,85474.0
2020-08-13,Manitoba,603,8.0,218.0,25,105705.0,44.03,77187.0
2020-08-13,Ontario,40367,2787.0,891.0,78,2416582.0,277.12,165899.0
2020-08-13,Quebec,60917,5715.0,1761.0,104,939144.0,717.94,110683.0
2020-08-13,Newfoundland and Labrador,268,3.0,2.0,0,27834.0,51.39,53369.0
2020-08-13,New Brunswick,180,2.0,9.0,2,49032.0,23.17,63118.0
2020-08-13,Nova Scotia,1071,64.0,0.0,0,68441.0,110.25,70456.0
2020-08-13,Prince Edward Island,41,0.0,5.0,0,22645.0,26.12,144284.0
2020-08-13,Yukon,15,0.0,0.0,0,2112.0,36.72,51696.0
2020-08-13,Northwest Territories,5,0.0,0.0,0,3107.0,11.15,69312.0
2020-08-13,Canada,121234,9015.0,4666.0,390,4635105.0,322.52,123309.0
2020-08-14,British Columbia,4358,196.0,629.0,84,254330.0,85.93,50150.0
2020-08-14,Alberta,12053,221.0,1036.0,84,652819.0,275.73,149342.0
2020-08-14,Saskatchewan,1541,20.0,174.0,30,101734.0,131.21,86622.0
2020-08-14,Manitoba,643,8.0,246.0,40,107925.0,46.95,78808.0
2020-08-14,Ontario,40459,2788.0,899.0,92,2445734.0,277.75,167901.0
2020-08-14,Quebec,61004,5718.0,1688.0,87,947026.0,718.97,111612.0
2020-08-14,Newfoundland and Labrador,268,3.0,2.0,0,28094.0,51.39,53867.0
2020-08-14,New Brunswick,180,2.0,9.0,0,49295.0,23.17,63457.0
2020-08-14,Nova Scotia,1072,64.0,1.0,1,68845.0,110.36,70872.0
2020-08-14,Prince Edward Island,41,0.0,5.0,0,22941.0,26.12,146170.0
2020-08-14,Yukon,15,0.0,1.0,0,2156.0,36.72,52773.0
2020-08-14,Northwest Territories,5,0.0,0.0,0,3126.0,11.15,69736.0
2020-08-14,Canada,121652,9020.0,4690.0,418,4685663.0,323.63,124654.0
2020-08-15,British Columbia,4358,196.0,629.0,0,257904.0,85.93,50855.0
2020-08-15,Alberta,12053,221.0,1036.0,0,652819.0,275.73,149342.0
2020-08-15,Saskatchewan,1566,21.0,189.0,25,103366.0,133.34,88011.0
2020-08-15,Manitoba,663,9.0,211.0,20,107925.0,48.41,78808.0
2020-08-15,Ontario,40565,2789.0,903.0,106,2475175.0,278.48,169922.0
2020-08-15,Quebec,61084,5719.0,1656.0,80,966677.0,719.91,113928.0
2020-08-15,Newfoundland and Labrador,268,3.0,2.0,0,28267.0,51.39,54199.0
2020-08-15,New Brunswick,184,2.0,13.0,4,49526.0,23.69,63754.0
2020-08-15,Nova Scotia,1074,64.0,3.0,2,69254.0,110.56,71293.0
2020-08-15,Prince Edward Island,41,0.0,5.0,0,23313.0,26.12,148541.0
2020-08-15,Yukon,15,0.0,1.0,0,2156.0,36.72,52773.0
2020-08-15,Northwest Territories,5,0.0,0.0,0,3126.0,11.15,69736.0
2020-08-15,Canada,121889,9024.0,4648.0,237,4741146.0,324.27,126130.0
2020-08-16,British Columbia,4358,196.0,629.0,0,260607.0,85.93,51388.0
2020-08-16,Alberta,12053,221.0,1036.0,0,652819.0,275.73,149342.0
2020-08-16,Saskatchewan,1580,22.0,193.0,14,104798.0,134.53,89231.0
2020-08-16,Manitoba,697,9.0,205.0,34,107925.0,50.9,78808.0
2020-08-16,Ontario,40646,2789.0,904.0,81,2498209.0,279.04,171503.0
2020-08-16,Quebec,61151,5720.0,1584.0,67,975856.0,720.7,115010.0
2020-08-16,Newfoundland and Labrador,268,3.0,2.0,0,28479.0,51.39,54605.0
2020-08-16,New Brunswick,186,2.0,15.0,2,49691.0,23.94,63967.0
2020-08-16,Nova Scotia,1074,64.0,3.0,0,69597.0,110.56,71646.0
2020-08-16,Prince Edward Island,41,0.0,5.0,0,23459.0,26.12,149471.0
2020-08-16,Yukon,15,0.0,1.0,0,2156.0,36.72,52773.0
2020-08-16,Northwest Territories,5,0.0,0.0,0,3126.0,11.15,69736.0
2020-08-16,Canada,122087,9026.0,4577.0,198,4778360.0,324.79,127120.0
2020-08-17,British Columbia,4594,198.0,743.0,236,263326.0,90.59,51924.0
2020-08-17,Alberta,12412,224.0,1132.0,359,672138.0,283.94,153761.0
2020-08-17,Saskatchewan,1581,22.0,172.0,1,105623.0,134.61,89933.0
2020-08-17,Manitoba,731,9.0,232.0,34,113224.0,53.38,82678.0
2020-08-17,Ontario,40745,2789.0,920.0,99,2522940.0,279.72,173201.0
2020-08-17,Quebec,61206,5721.0,1555.0,55,983814.0,721.35,115948.0
2020-08-17,Newfoundland and Labrador,268,3.0,2.0,0,28664.0,51.39,54960.0
2020-08-17,New Brunswick,186,2.0,15.0,0,49893.0,23.94,64227.0
2020-08-17,Nova Scotia,1075,64.0,4.0,1,69773.0,110.67,71828.0
2020-08-17,Prince Edward Island,41,0.0,5.0,0,23583.0,26.12,150261.0
2020-08-17,Yukon,15,0.0,1.0,0,2156.0,36.72,52773.0
2020-08-17,Northwest Territories,5,0.0,0.0,0,3253.0,11.15,72569.0
2020-08-17,Canada,122872,9032.0,4781.0,785,4840043.0,326.88,128761.0
2020-08-18,British Columbia,4677,198.0,775.0,83,266042.0,92.22,52460.0
2020-08-18,Alberta,12419,225.0,1169.0,7,677754.0,284.1,155046.0
2020-08-18,Saskatchewan,1582,22.0,157.0,1,106307.0,134.7,90515.0
2020-08-18,Manitoba,748,11.0,235.0,17,114339.0,54.62,83492.0
2020-08-18,Ontario,40870,2792.0,952.0,125,2545253.0,280.57,174733.0
2020-08-18,Quebec,61252,5727.0,1442.0,46,990392.0,721.89,116723.0
2020-08-18,Newfoundland and Labrador,268,3.0,2.0,0,28884.0,51.39,55382.0
2020-08-18,New Brunswick,186,2.0,13.0,0,50120.0,23.94,64519.0
2020-08-18,Nova Scotia,1075,64.0,4.0,0,70036.0,110.67,72098.0
2020-08-18,Prince Edward Island,44,0.0,4.0,3,23864.0,28.03,152051.0
