date,region,numtotal,numdeaths,numactive,numtoday,numtested,ratetotal,ratetested
2020-05-13,Ontario,21236,1765.0,3626.0,329,459524.0,145.79,31547.0
2020-05-13,Quebec,39931,3220.0,26241.0,706,296528.0,470.61,34947.0
2020-05-13,Newfoundland and Labrador,261,3.0,11.0,0,10149.0,50.04,19460.0
2020-05-13,New Brunswick,120,0.0,2.0,0,17765.0,15.45,22869.0
2020-05-13,Nova Scotia,1024,51.0,103.0,4,35811.0,105.42,36866.0
2020-05-13,Prince Edward Island,27,0.0,0.0,0,4199.0,17.2,26754.0
2020-05-13,Yukon,11,0.0,0.0,0,1106.0,26.93,27072.0
2020-05-13,Northwest Territories,5,0.0,0.0,0,1817.0,11.15,40535.0
2020-05-13,Canada,72278,5304.0,31810.0,1121,1172872.0,192.28,31202.0
2020-05-14,British Columbia,2392,135.0,372.0,16,98747.0,47.17,19472.0
2020-05-14,Alberta,6457,121.0,1131.0,50,185545.0,147.71,42446.0
2020-05-14,Saskatchewan,582,6.0,178.0,5,35664.0,49.55,30366.0
2020-05-14,Manitoba,289,7.0,30.0,-1,31742.0,21.1,23178.0
2020-05-14,Ontario,21581,1798.0,3579.0,345,476383.0,148.15,32704.0
2020-05-14,Quebec,40724,3351.0,26544.0,793,302929.0,479.95,35702.0
2020-05-14,Newfoundland and Labrador,261,3.0,10.0,0,10275.0,50.04,19701.0
2020-05-14,New Brunswick,120,0.0,2.0,0,18172.0,15.45,23393.0
2020-05-14,Nova Scotia,1026,51.0,66.0,2,36192.0,105.62,37258.0
2020-05-14,Prince Edward Island,27,0.0,0.0,0,4306.0,17.2,27436.0
2020-05-14,Yukon,11,0.0,0.0,0,1112.0,26.93,27219.0
2020-05-14,Northwest Territories,5,0.0,0.0,0,1828.0,11.15,40780.0
2020-05-14,Canada,73488,5472.0,31925.0,1210,1203588.0,195.5,32019.0
2020-05-15,British Columbia,2407,140.0,359.0,15,100289.0,47.46,19776.0
2020-05-15,Alberta,6515,125.0,1073.0,58,189225.0,149.04,43288.0
2020-05-15,Saskatchewan,590,6.0,176.0,8,36086.0,50.24,30726.0
2020-05-15,Manitoba,289,7.0,28.0,0,32492.0,21.1,23726.0
2020-05-15,Ontario,21922,1825.0,3456.0,341,494136.0,150.5,33923.0
2020-05-15,Quebec,41420,3401.0,26980.0,696,310868.0,488.16,36638.0
2020-05-15,Newfoundland and Labrador,260,3.0,9.0,-1,10343.0,49.85,19832.0
2020-05-15,New Brunswick,120,0.0,1.0,0,18587.0,15.45,23927.0
2020-05-15,Nova Scotia,1034,55.0,61.0,8,36587.0,106.44,37664.0
2020-05-15,Prince Edward Island,27,0.0,0.0,0,4469.0,17.2,28475.0
2020-05-15,Yukon,11,0.0,0.0,0,1119.0,26.93,27390.0
2020-05-15,Northwest Territories,5,0.0,0.0,0,1841.0,11.15,41070.0
2020-05-15,Canada,74613,5562.0,32156.0,1125,1236746.0,198.5,32902.0
2020-05-16,British Columbia,2428,141.0,355.0,21,101886.0,47.88,20091.0
2020-05-16,Alberta,6587,126.0,1084.0,72,193098.0,150.69,44174.0
2020-05-16,Saskatchewan,591,6.0,152.0,1,36817.0,50.32,31348.0
2020-05-16,Manitoba,289,7.0,25.0,0,33295.0,21.1,24312.0
2020-05-16,Ontario,22313,1858.0,3435.0,391,511323.0,153.18,35103.0
2020-05-16,Quebec,42183,3483.0,27242.0,763,319472.0,497.15,37652.0
2020-05-16,Newfoundland and Labrador,260,3.0,8.0,0,10524.0,49.85,20179.0
2020-05-16,New Brunswick,120,0.0,0.0,0,18775.0,15.45,24169.0
2020-05-16,Nova Scotia,1037,55.0,52.0,3,36916.0,106.75,38003.0
2020-05-16,Prince Edward Island,27,0.0,0.0,0,4469.0,17.2,28475.0
2020-05-16,Yukon,11,0.0,0.0,0,1124.0,26.93,27513.0
2020-05-16,Northwest Territories,5,0.0,0.0,0,1851.0,11.15,41293.0
2020-05-16,Canada,75864,5679.0,32366.0,1251,1270254.0,201.82,33793.0
2020-05-17,British Columbia,2428,141.0,355.0,0,103026.0,47.88,20315.0
2020-05-17,Alberta,6644,127.0,1064.0,57,196309.0,151.99,44908.0
2020-05-17,Saskatchewan,592,6.0,142.0,1,37403.0,50.41,31847.0
2020-05-17,Manitoba,289,7.0,25.0,0,34042.0,21.1,24858.0
2020-05-17,Ontario,22653,1881.0,3412.0,340,527010.0,155.51,36179.0
2020-05-17,Quebec,42920,3562.0,27604.0,737,327782.0,505.84,38631.0
2020-05-17,Newfoundland and Labrador,260,3.0,8.0,0,10622.0,49.85,20367.0
2020-05-17,New Brunswick,120,0.0,0.0,0,19010.0,15.45,24471.0
2020-05-17,Nova Scotia,1040,55.0,47.0,3,37183.0,107.06,38278.0
2020-05-17,Prince Edward Island,27,0.0,0.0,0,4619.0,17.2,29430.0
2020-05-17,Yukon,11,0.0,0.0,0,1124.0,26.93,27513.0
2020-05-17,Northwest Territories,5,0.0,0.0,0,1865.0,11.15,41605.0
2020-05-17,Canada,77002,5782.0,32670.0,1138,1300729.0,204.85,34604.0
2020-05-18,British Columbia,2444,143.0,335.0,16,105078.0,48.19,20720.0
2020-05-18,Alberta,6683,128.0,1036.0,39,199237.0,152.88,45578.0
2020-05-18,Saskatchewan,592,6.0,131.0,0,37697.0,50.41,32097.0
2020-05-18,Manitoba,290,7.0,26.0,1,34498.0,21.18,25191.0
2020-05-18,Ontario,22957,1904.0,3415.0,304,535866.0,157.6,36787.0
2020-05-18,Quebec,43627,3596.0,27986.0,707,335232.0,514.17,39509.0
2020-05-18,Newfoundland and Labrador,260,3.0,8.0,0,10673.0,49.85,20464.0
2020-05-18,New Brunswick,120,0.0,0.0,0,19260.0,15.45,24793.0
2020-05-18,Nova Scotia,1043,55.0,42.0,3,37406.0,107.37,38508.0
2020-05-18,Prince Edward Island,27,0.0,0.0,0,4761.0,17.2,30335.0
2020-05-18,Yukon,11,0.0,0.0,0,1124.0,26.93,27513.0
2020-05-18,Northwest Territories,5,0.0,0.0,0,1879.0,11.15,41918.0
2020-05-18,Canada,78072,5842.0,32992.0,1070,1323447.0,207.7,35208.0
2020-05-19,British Columbia,2446,146.0,325.0,2,106824.0,48.23,21064.0
2020-05-19,Alberta,6716,128.0,1004.0,33,201283.0,153.64,46046.0
2020-05-19,Saskatchewan,599,6.0,123.0,7,38064.0,51.0,32410.0
2020-05-19,Manitoba,290,7.0,26.0,0,34892.0,21.18,25479.0
2020-05-19,Ontario,23384,1919.0,3567.0,427,541489.0,160.53,37173.0
2020-05-19,Quebec,44197,3647.0,28053.0,570,341102.0,520.89,40201.0
2020-05-19,Newfoundland and Labrador,260,3.0,7.0,0,10744.0,49.85,20600.0
2020-05-19,New Brunswick,120,0.0,0.0,0,19453.0,15.45,25042.0
2020-05-19,Nova Scotia,1044,56.0,32.0,1,37594.0,107.47,38701.0
2020-05-19,Prince Edward Island,27,0.0,0.0,0,4761.0,17.2,30335.0
2020-05-19,Yukon,11,0.0,0.0,0,1134.0,26.93,27757.0
2020-05-19,Northwest Territories,5,0.0,0.0,0,1890.0,11.15,42163.0
2020-05-19,Canada,79112,5912.0,33150.0,1040,1339971.0,210.46,35648.0
2020-05-20,British Columbia,2467,149.0,317.0,21,107152.0,48.65,21129.0
2020-05-20,Alberta,6716,128.0,1004.0,0,203397.0,153.64,46530.0
2020-05-20,Saskatchewan,620,6.0,144.0,21,38332.0,52.79,32638.0
2020-05-20,Manitoba,290,7.0,26.0,0,35133.0,21.18,25655.0
2020-05-20,Ontario,23774,1962.0,3622.0,390,548629.0,163.21,37664.0
2020-05-20,Quebec,44775,3718.0,28235.0,578,346684.0,527.7,40859.0
2020-05-20,Newfoundland and Labrador,260,3.0,7.0,0,10841.0,49.85,20786.0
2020-05-20,New Brunswick,120,0.0,0.0,0,19745.0,15.45,25417.0
2020-05-20,Nova Scotia,1045,57.0,32.0,1,37932.0,107.58,39049.0
2020-05-20,Prince Edward Island,27,0.0,0.0,0,4951.0,17.2,31546.0
2020-05-20,Yukon,11,0.0,0.0,0,1141.0,26.93,27929.0
2020-05-20,Northwest Territories,5,0.0,0.0,0,1890.0,11.15,42163.0
2020-05-20,Canada,80123,6030.0,33400.0,1011,1375126.0,213.15,36583.0
2020-05-21,British Columbia,2479,152.0,307.0,12,108320.0,48.88,21359.0
2020-05-21,Alberta,6768,132.0,926.0,52,205778.0,154.83,47075.0
2020-05-21,Saskatchewan,622,7.0,106.0,2,38732.0,52.96,32979.0
2020-05-21,Manitoba,290,7.0,18.0,0,35723.0,21.18,26085.0
2020-05-21,Ontario,24187,1993.0,3685.0,413,558792.0,166.04,38361.0
2020-05-21,Quebec,45495,3800.0,28368.0,720,354172.0,536.18,41741.0
2020-05-21,Newfoundland and Labrador,260,3.0,4.0,0,10967.0,49.85,21028.0
2020-05-21,New Brunswick,121,0.0,1.0,1,20104.0,15.58,25880.0
2020-05-21,Nova Scotia,1046,58.0,29.0,1,38275.0,107.68,39402.0
2020-05-21,Prince Edward Island,27,0.0,0.0,0,5066.0,17.2,32278.0
2020-05-21,Yukon,11,0.0,0.0,0,1142.0,26.93,27953.0
2020-05-21,Northwest Territories,5,0.0,0.0,0,1899.0,11.15,42364.0
2020-05-21,Canada,81324,6152.0,33444.0,1201,1379731.0,216.35,36705.0
2020-05-22,British Columbia,2507,155.0,310.0,28,109844.0,49.43,21660.0
2020-05-22,Alberta,6800,134.0,865.0,32,209412.0,155.56,47906.0
2020-05-22,Saskatchewan,627,7.0,99.0,5,39072.0,53.39,33268.0
2020-05-22,Manitoba,292,7.0,18.0,2,36590.0,21.32,26718.0
2020-05-22,Ontario,24628,2021.0,3840.0,441,569699.0,169.07,39110.0
2020-05-22,Quebec,46141,3865.0,28457.0,646,361628.0,543.8,42620.0
2020-05-22,Newfoundland and Labrador,260,3.0,4.0,0,11096.0,49.85,21275.0
2020-05-22,New Brunswick,121,0.0,1.0,0,20309.0,15.58,26144.0
2020-05-22,Nova Scotia,1048,58.0,29.0,2,38613.0,107.89,39750.0
2020-05-22,Prince Edward Island,27,0.0,0.0,0,5201.0,17.2,33139.0
2020-05-22,Yukon,11,0.0,0.0,0,1145.0,26.93,28027.0
2020-05-22,Northwest Territories,5,0.0,0.0,0,1906.0,11.15,42520.0
2020-05-22,Canada,82480,6250.0,33623.0,1156,1405284.0,219.42,37385.0
2020-05-23,British Columbia,2517,157.0,303.0,10,111546.0,49.63,21995.0
2020-05-23,Alberta,6818,135.0,814.0,18,212724.0,155.97,48664.0
2020-05-23,Saskatchewan,630,7.0,88.0,3,39559.0,53.64,33683.0
2020-05-23,Manitoba,292,7.0,17.0,0,37025.0,21.32,27036.0
2020-05-23,Ontario,25040,2048.0,3846.0,412,580366.0,171.9,39842.0
2020-05-23,Quebec,46838,3940.0,28854.0,697,370820.0,552.01,43703.0
2020-05-23,Newfoundland and Labrador,260,3.0,3.0,0,11207.0,49.85,21488.0
2020-05-23,New Brunswick,121,0.0,1.0,0,20563.0,15.58,26471.0
2020-05-23,Nova Scotia,1049,58.0,22.0,1,38972.0,107.99,40120.0
2020-05-23,Prince Edward Island,27,0.0,0.0,0,5380.0,17.2,34279.0
2020-05-23,Yukon,11,0.0,0.0,0,1145.0,26.93,28027.0
2020-05-23,Northwest Territories,5,0.0,0.0,0,1906.0,11.15,42520.0
2020-05-23,Canada,83621,6355.0,33948.0,1141,1431987.0,222.46,38096.0
2020-05-24,British Columbia,2517,157.0,303.0,0,113159.0,49.63,22313.0
2020-05-24,Alberta,6860,135.0,801.0,42,216168.0,156.93,49451.0
2020-05-24,Saskatchewan,632,7.0,87.0,2,39925.0,53.81,33994.0
2020-05-24,Manitoba,292,7.0,17.0,0,37903.0,21.32,27677.0
2020-05-24,Ontario,25500,2073.0,3950.0,460,591377.0,175.06,40598.0
2020-05-24,Quebec,47411,3984.0,29096.0,573,380061.0,558.76,44792.0
2020-05-24,Newfoundland and Labrador,260,3.0,3.0,0,11285.0,49.85,21638.0
2020-05-24,New Brunswick,121,0.0,1.0,0,20764.0,15.58,26729.0
2020-05-24,Nova Scotia,1050,58.0,19.0,1,39330.0,108.09,40488.0
2020-05-24,Prince Edward Island,27,0.0,0.0,0,5482.0,17.2,34929.0
2020-05-24,Yukon,11,0.0,0.0,0,1145.0,26.93,28027.0
2020-05-24,Northwest Territories,5,0.0,0.0,0,1906.0,11.15,42520.0
2020-05-24,Canada,84699,6424.0,34277.0,1078,1459288.0,225.33,38822.0
2020-05-25,British Columbia,2530,161.0,267.0,13,114805.0,49.89,22638.0
2020-05-25,Alberta,6879,138.0,762.0,19,218740.0,157.37,50040.0
2020-05-25,Saskatchewan,634,7.0,81.0,2,40304.0,53.98,34317.0
2020-05-25,Manitoba,292,7.0,17.0,0,38072.0,21.32,27801.0
2020-05-25,Ontario,25904,2102.0,4104.0,404,599280.0,177.83,41141.0
2020-05-25,Quebec,47984,4069.0,29261.0,573,389618.0,565.52,45919.0
2020-05-25,Newfoundland and Labrador,260,3.0,3.0,0,11333.0,49.85,21730.0
2020-05-25,New Brunswick,121,0.0,1.0,0,21032.0,15.58,27074.0
2020-05-25,Nova Scotia,1051,58.0,19.0,1,39836.0,108.19,41009.0
2020-05-25,Prince Edward Island,27,0.0,0.0,0,5553.0,17.2,35381.0
2020-05-25,Yukon,11,0.0,0.0,0,1154.0,26.93,28247.0
2020-05-25,Northwest Territories,5,0.0,0.0,0,1955.0,11.15,43613.0
2020-05-25,Canada,85711,6545.0,34515.0,1012,1482468.0,228.02,39439.0
2020-05-26,British Columbia,2541,161.0,258.0,11,115269.0,50.11,22730.0
2020-05-26,Alberta,6901,139.0,714.0,22,221173.0,157.87,50596.0
2020-05-26,Saskatchewan,634,8.0,77.0,0,40509.0,53.98,34492.0
2020-05-26,Manitoba,292,7.0,16.0,0,38775.0,21.32,28314.0
2020-05-26,Ontario,26191,2123.0,4110.0,287,608832.0,179.8,41797.0
2020-05-26,Quebec,48598,4139.0,29460.0,614,395775.0,572.75,46644.0
2020-05-26,Newfoundland and Labrador,260,3.0,2.0,0,11474.0,49.85,22000.0
2020-05-26,New Brunswick,122,0.0,2.0,1,21320.0,15.7,27445.0
2020-05-26,Nova Scotia,1052,59.0,17.0,1,40334.0,108.3,41522.0
2020-05-26,Prince Edward Island,27,0.0,0.0,0,5631.0,17.2,35878.0
2020-05-26,Yukon,11,0.0,0.0,0,1154.0,26.93,28247.0
2020-05-26,Northwest Territories,5,0.0,0.0,0,1955.0,11.15,43613.0
2020-05-26,Canada,86647,6639.0,34656.0,936,1502990.0,230.51,39985.0
2020-05-27,British Columbia,2550,162.0,244.0,9,116762.0,50.28,23024.0
2020-05-27,Alberta,6926,141.0,679.0,25,223771.0,158.44,51191.0
2020-05-27,Saskatchewan,637,10.0,68.0,3,40969.0,54.24,34883.0
2020-05-27,Manitoba,292,7.0,14.0,0,39790.0,21.32,29055.0
2020-05-27,Ontario,26483,2155.0,3956.0,292,623470.0,181.81,42801.0
2020-05-27,Quebec,49139,4228.0,29592.0,541,402059.0,579.13,47385.0
2020-05-27,Newfoundland and Labrador,260,3.0,2.0,0,11568.0,49.85,22180.0
2020-05-27,New Brunswick,123,0.0,3.0,1,21644.0,15.83,27862.0
2020-05-27,Nova Scotia,1053,59.0,19.0,1,41075.0,108.4,42285.0
2020-05-27,Prince Edward Island,27,0.0,0.0,0,5889.0,17.2,37522.0
2020-05-27,Yukon,11,0.0,0.0,0,1159.0,26.93,28369.0
2020-05-27,Northwest Territories,5,0.0,0.0,0,1973.0,11.15,44015.0
2020-05-27,Canada,87519,6765.0,34577.0,872,1530931.0,232.83,40728.0
2020-05-28,British Columbia,2558,164.0,241.0,8,118177.0,50.44,23303.0
2020-05-28,Alberta,6955,143.0,652.0,29,226364.0,159.11,51784.0
2020-05-28,Saskatchewan,639,10.0,61.0,2,41605.0,54.41,35425.0
2020-05-28,Manitoba,294,7.0,14.0,2,40709.0,21.47,29726.0
2020-05-28,Ontario,26866,2189.0,4004.0,383,640509.0,184.44,43971.0
2020-05-28,Quebec,49702,4302.0,29782.0,563,409135.0,585.77,48219.0
2020-05-28,Newfoundland and Labrador,261,3.0,3.0,1,11769.0,50.04,22566.0
2020-05-28,New Brunswick,126,0.0,6.0,3,21980.0,16.22,28295.0
2020-05-28,Nova Scotia,1055,59.0,19.0,2,41783.0,108.61,43013.0
2020-05-28,Prince Edward Island,27,0.0,0.0,0,5889.0,17.2,37522.0
2020-05-28,Yukon,11,0.0,0.0,0,1163.0,26.93,28467.0
2020-05-28,Northwest Territories,5,0.0,0.0,0,1994.0,11.15,44483.0
2020-05-28,Canada,88512,6877.0,34782.0,993,1585235.0,235.47,42173.0
2020-05-29,British Columbia,2562,164.0,228.0,4,119999.0,50.52,23662.0
2020-05-29,Alberta,6979,143.0,616.0,24,229675.0,159.65,52541.0
2020-05-29,Saskatchewan,641,10.0,61.0,2,42114.0,54.58,35858.0
2020-05-29,Manitoba,294,7.0,14.0,0,41578.0,21.47,30361.0
2020-05-29,Ontario,27210,2230.0,3997.0,344,658429.0,186.8,45201.0
2020-05-29,Quebec,50232,4363.0,29961.0,530,417796.0,592.01,49240.0
2020-05-29,Newfoundland and Labrador,261,3.0,3.0,0,11871.0,50.04,22761.0
2020-05-29,New Brunswick,128,0.0,8.0,2,22508.0,16.48,28974.0
2020-05-29,Nova Scotia,1055,59.0,18.0,0,42309.0,108.61,43555.0
2020-05-29,Prince Edward Island,27,0.0,0.0,0,6168.0,17.2,39300.0
2020-05-29,Yukon,11,0.0,0.0,0,1176.0,26.93,28785.0
2020-05-29,Northwest Territories,5,0.0,0.0,0,2001.0,11.15,44639.0
2020-05-29,Canada,89418,6979.0,34906.0,906,1596449.0,237.88,42471.0
2020-05-30,British Columbia,2573,164.0,228.0,11,121573.0,50.74,23973.0
2020-05-30,Alberta,6992,143.0,604.0,13,232702.0,159.95,53234.0
2020-05-30,Saskatchewan,645,10.0,55.0,4,42674.0,54.92,36335.0
2020-05-30,Manitoba,294,7.0,9.0,0,41578.0,21.47,30361.0
2020-05-30,Ontario,27533,2247.0,3933.0,323,678394.0,189.02,46572.0
2020-05-30,Quebec,50651,4439.0,30142.0,419,428895.0,596.95,50548.0
2020-05-30,Newfoundland and Labrador,261,3.0,3.0,0,12073.0,50.04,23149.0
2020-05-30,New Brunswick,129,0.0,9.0,1,23157.0,16.61,29810.0
2020-05-30,Nova Scotia,1056,60.0,18.0,1,42904.0,108.71,44167.0
2020-05-30,Prince Edward Island,27,0.0,0.0,0,6302.0,17.2,40154.0
2020-05-30,Yukon,11,0.0,0.0,0,1176.0,26.93,28785.0
2020-05-30,Northwest Territories,5,0.0,0.0,0,2001.0,11.15,44639.0
2020-05-30,Canada,90190,7073.0,35001.0,772,1634277.0,239.94,43477.0
2020-05-31,British Columbia,2573,164.0,228.0,0,123293.0,50.74,24312.0
2020-05-31,Alberta,7010,143.0,584.0,18,235415.0,160.36,53854.0
2020-05-31,Saskatchewan,646,11.0,53.0,1,43284.0,55.0,36854.0
2020-05-31,Manitoba,295,7.0,10.0,1,41578.0,21.54,30361.0
2020-05-31,Ontario,27859,2266.0,3783.0,326,694851.0,191.25,47702.0
2020-05-31,Quebec,51059,4641.0,30072.0,408,436799.0,601.76,51479.0
2020-05-31,Newfoundland and Labrador,261,3.0,3.0,0,12188.0,50.04,23369.0
2020-05-31,New Brunswick,132,0.0,12.0,3,24667.0,16.99,31754.0
2020-05-31,Nova Scotia,1056,60.0,15.0,0,43287.0,108.71,44562.0
2020-05-31,Prince Edward Island,27,0.0,0.0,0,6438.0,17.2,41020.0
2020-05-31,Yukon,11,0.0,0.0,0,1176.0,26.93,28785.0
2020-05-31,Northwest Territories,5,0.0,0.0,0,2001.0,11.15,44639.0
2020-05-31,Canada,90947,7295.0,34760.0,757,1665831.0,241.95,44317.0
2020-06-01,British Columbia,2597,165.0,225.0,24,123788.0,51.21,24409.0
2020-06-01,Alberta,7044,143.0,400.0,34,237747.0,161.14,54388.0
2020-06-01,Saskatchewan,646,11.0,47.0,0,43657.0,55.0,37172.0
2020-06-01,Manitoba,295,7.0,10.0,0,43807.0,21.54,31988.0
2020-06-01,Ontario,28263,2276.0,3834.0,404,708760.0,194.03,48657.0
2020-06-01,Quebec,51354,4661.0,30096.0,295,444782.0,605.24,52420.0
2020-06-01,Newfoundland and Labrador,261,3.0,3.0,0,12253.0,50.04,23494.0
2020-06-01,New Brunswick,132,0.0,12.0,0,26829.0,16.99,34537.0
2020-06-01,Nova Scotia,1057,60.0,13.0,1,43676.0,108.81,44962.0
2020-06-01,Prince Edward Island,27,0.0,0.0,0,6531.0,17.2,41613.0
2020-06-01,Yukon,11,0.0,0.0,0,1176.0,26.93,28785.0
2020-06-01,Northwest Territories,5,0.0,0.0,0,2052.0,11.15,45777.0
2020-06-01,Canada,91705,7326.0,34640.0,758,1695918.0,243.97,45117.0
2020-06-02,British Columbia,2601,165.0,207.0,4,125418.0,51.29,24731.0
2020-06-02,Alberta,7057,143.0,377.0,13,240477.0,161.44,55012.0
2020-06-02,Saskatchewan,646,11.0,33.0,0,43932.0,55.0,37406.0
2020-06-02,Manitoba,297,7.0,12.0,2,44400.0,21.69,32421.0
2020-06-02,Ontario,28709,2293.0,3932.0,446,723506.0,197.09,49669.0
2020-06-02,Quebec,51593,4713.0,30077.0,239,450317.0,608.05,53072.0
2020-06-02,Newfoundland and Labrador,261,3.0,2.0,0,12433.0,50.04,23839.0
2020-06-02,New Brunswick,133,0.0,13.0,1,28827.0,17.12,37109.0
2020-06-02,Nova Scotia,1057,60.0,5.0,0,44180.0,108.81,45481.0
2020-06-02,Prince Edward Island,27,0.0,0.0,0,6645.0,17.2,42339.0
2020-06-02,Yukon,11,0.0,0.0,0,1192.0,26.93,29177.0
2020-06-02,Northwest Territories,5,0.0,0.0,0,2055.0,11.15,45844.0
2020-06-02,Canada,92410,7395.0,34658.0,705,1724250.0,245.84,45871.0
2020-06-03,British Columbia,2623,166.0,214.0,22,126694.0,51.72,24982.0
2020-06-03,Alberta,7076,145.0,344.0,19,244780.0,161.87,55997.0
2020-06-03,Saskatchewan,647,11.0,34.0,1,44372.0,55.09,37781.0
2020-06-03,Manitoba,298,7.0,9.0,1,45128.0,21.76,32953.0
2020-06-03,Ontario,29047,2312.0,3924.0,338,740469.0,199.41,50834.0
2020-06-03,Quebec,51884,4794.0,29992.0,291,456561.0,611.48,53808.0
2020-06-03,Newfoundland and Labrador,261,3.0,2.0,0,12601.0,50.04,24161.0
2020-06-03,New Brunswick,135,0.0,15.0,2,29777.0,17.38,38332.0
2020-06-03,Nova Scotia,1058,60.0,5.0,1,44644.0,108.92,45959.0
2020-06-03,Prince Edward Island,27,0.0,0.0,0,6776.0,17.2,43174.0
2020-06-03,Yukon,11,0.0,0.0,0,1192.0,26.93,29177.0
2020-06-03,Northwest Territories,5,0.0,0.0,0,2055.0,11.15,45844.0
2020-06-03,Canada,93085,7498.0,34539.0,675,1755926.0,247.64,46714.0
2020-06-04,British Columbia,2632,166.0,201.0,9,128341.0,51.9,25307.0
2020-06-04,Alberta,7091,146.0,334.0,15,248423.0,162.22,56830.0
2020-06-04,Saskatchewan,648,11.0,29.0,1,45036.0,55.17,38346.0
2020-06-04,Manitoba,298,7.0,7.0,0,46033.0,21.76,33614.0
2020-06-04,Ontario,29403,2357.0,3838.0,356,760610.0,201.85,52216.0
2020-06-04,Quebec,52143,4885.0,29922.0,259,463267.0,614.53,54599.0
2020-06-04,Newfoundland and Labrador,261,3.0,2.0,0,12803.0,50.04,24548.0
2020-06-04,New Brunswick,136,1.0,15.0,1,30270.0,17.51,38966.0
2020-06-04,Nova Scotia,1058,61.0,2.0,0,45224.0,108.92,46556.0
2020-06-04,Prince Edward Island,27,0.0,0.0,0,6925.0,17.2,44123.0
2020-06-04,Yukon,11,0.0,0.0,0,1201.0,26.93,29397.0
2020-06-04,Northwest Territories,5,0.0,0.0,0,2083.0,11.15,46469.0
2020-06-04,Canada,93726,7637.0,34350.0,641,1791106.0,249.34,47649.0
2020-06-05,British Columbia,2632,167.0,193.0,0,130103.0,51.9,25655.0
2020-06-05,Alberta,7098,146.0,328.0,7,254050.0,162.38,58118.0
2020-06-05,Saskatchewan,649,11.0,27.0,1,45623.0,55.26,38846.0
2020-06-05,Manitoba,300,7.0,9.0,2,46668.0,21.91,34078.0
2020-06-05,Ontario,29747,2372.0,3792.0,344,782597.0,204.21,53726.0
2020-06-05,Quebec,52398,4935.0,29699.0,255,470862.0,617.54,55494.0
2020-06-05,Newfoundland and Labrador,261,3.0,2.0,0,12935.0,50.04,24801.0
2020-06-05,New Brunswick,136,1.0,14.0,0,30645.0,17.51,39449.0
2020-06-05,Nova Scotia,1058,61.0,0.0,0,45709.0,108.92,47055.0
2020-06-05,Prince Edward Island,27,0.0,0.0,0,7111.0,17.2,45308.0
2020-06-05,Yukon,11,0.0,0.0,0,1201.0,26.93,29397.0
2020-06-05,Northwest Territories,5,0.0,0.0,0,2097.0,11.15,46781.0
2020-06-05,Canada,94335,7703.0,34064.0,609,1830498.0,250.96,48697.0
2020-06-06,British Columbia,2632,167.0,193.0,0,131722.0,51.9,25974.0
2020-06-06,Alberta,7138,146.0,336.0,40,259031.0,163.29,59257.0
2020-06-06,Saskatchewan,650,11.0,28.0,1,46118.0,55.34,39267.0
2020-06-06,Manitoba,300,7.0,9.0,0,46668.0,21.91,34078.0
2020-06-06,Ontario,30202,2407.0,3848.0,455,804946.0,207.34,55260.0
2020-06-06,Quebec,52624,4970.0,29242.0,226,477737.0,620.2,56304.0
2020-06-06,Newfoundland and Labrador,261,3.0,2.0,0,13192.0,50.04,25294.0
2020-06-06,New Brunswick,136,1.0,14.0,0,31083.0,17.51,40013.0
2020-06-06,Nova Scotia,1058,61.0,0.0,0,46379.0,108.92,47745.0
2020-06-06,Prince Edward Island,27,0.0,0.0,0,7197.0,17.2,45856.0
2020-06-06,Yukon,11,0.0,0.0,0,1201.0,26.93,29397.0
2020-06-06,Northwest Territories,5,0.0,0.0,0,2097.0,11.15,46781.0
2020-06-06,Canada,95057,7773.0,33670.0,722,1868277.0,252.88,49702.0
2020-06-07,British Columbia,2632,167.0,193.0,0,132787.0,51.9,26184.0
2020-06-07,Alberta,7138,146.0,336.0,0,259031.0,163.29,59257.0
2020-06-07,Saskatchewan,650,11.0,16.0,0,46556.0,55.34,39640.0
2020-06-07,Manitoba,300,7.0,9.0,0,46668.0,21.91,34078.0
2020-06-07,Ontario,30617,2426.0,3939.0,415,823687.0,210.19,56546.0
2020-06-07,Quebec,52849,4978.0,29157.0,225,484972.0,622.85,57157.0
2020-06-07,Newfoundland and Labrador,261,3.0,2.0,0,13335.0,50.04,25568.0
2020-06-07,New Brunswick,137,1.0,15.0,1,31445.0,17.64,40479.0
2020-06-07,Nova Scotia,1059,61.0,0.0,1,46688.0,109.02,48063.0
2020-06-07,Prince Edward Island,27,0.0,0.0,0,7444.0,17.2,47430.0
2020-06-07,Yukon,11,0.0,0.0,0,1201.0,26.93,29397.0
2020-06-07,Northwest Territories,5,0.0,0.0,0,2097.0,11.15,46781.0
2020-06-07,Canada,95699,7800.0,33666.0,642,1896822.0,254.59,50462.0
2020-06-08,British Columbia,2659,167.0,183.0,27,133367.0,52.43,26298.0
2020-06-08,Alberta,7202,149.0,355.0,64,268663.0,164.76,61460.0
2020-06-08,Saskatchewan,654,13.0,17.0,4,47010.0,55.69,40027.0
2020-06-08,Manitoba,300,7.0,9.0,0,48706.0,21.91,35566.0
2020-06-08,Ontario,30860,2450.0,3918.0,243,838542.0,211.86,57566.0
2020-06-08,Quebec,53047,4984.0,29069.0,198,489877.0,625.19,57735.0
2020-06-08,Newfoundland and Labrador,261,3.0,2.0,0,13423.0,50.04,25737.0
