date,region,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-03-27,Saskatchewan,-50.0,-13.0,6.0,-51.0,-49.0,20.0
2020-03-28,Saskatchewan,-54.0,-18.0,11.0,-49.0,-36.0,14.0
2020-03-29,Saskatchewan,-53.0,-24.0,45.0,-52.0,-37.0,11.0
2020-03-30,Saskatchewan,-45.0,-16.0,10.0,-55.0,-49.0,17.0
2020-03-31,Saskatchewan,-49.0,-20.0,-23.0,-55.0,-50.0,20.0
2020-04-01,Saskatchewan,-51.0,-21.0,-30.0,-57.0,-50.0,20.0
2020-04-02,Saskatchewan,-50.0,-16.0,-23.0,-58.0,-50.0,21.0
2020-04-03,Saskatchewan,-47.0,-11.0,-24.0,-56.0,-49.0,21.0
2020-04-04,Saskatchewan,-57.0,-24.0,-45.0,-59.0,-39.0,16.0
2020-04-05,Saskatchewan,-55.0,-29.0,-14.0,-59.0,-39.0,12.0
2020-04-06,Saskatchewan,-50.0,-21.0,-15.0,-60.0,-50.0,19.0
2020-04-07,Saskatchewan,-45.0,-12.0,10.0,-53.0,-50.0,19.0
2020-04-08,Saskatchewan,-47.0,-11.0,-24.0,-57.0,-50.0,20.0
2020-04-09,Saskatchewan,-30.0,19.0,14.0,-53.0,-51.0,18.0
2020-04-10,Saskatchewan,-57.0,-28.0,-3.0,-65.0,-77.0,28.0
2020-04-11,Saskatchewan,-50.0,-11.0,-33.0,-58.0,-40.0,15.0
2020-04-12,Saskatchewan,-62.0,-43.0,-13.0,-63.0,-42.0,13.0
2020-04-13,Saskatchewan,-50.0,-24.0,-12.0,-61.0,-57.0,20.0
2020-04-14,Saskatchewan,-44.0,-12.0,23.0,-53.0,-49.0,19.0
2020-04-15,Saskatchewan,-39.0,-6.0,11.0,-55.0,-49.0,19.0
2020-04-16,Saskatchewan,-39.0,-7.0,17.0,-53.0,-49.0,19.0
2020-04-17,Saskatchewan,-43.0,-12.0,4.0,-53.0,-48.0,20.0
2020-04-18,Saskatchewan,-46.0,-14.0,-19.0,-52.0,-33.0,14.0
2020-04-19,Saskatchewan,-43.0,-21.0,43.0,-54.0,-34.0,10.0
2020-04-20,Saskatchewan,-35.0,-12.0,40.0,-54.0,-47.0,16.0
2020-04-21,Saskatchewan,-35.0,-8.0,87.0,-48.0,-47.0,16.0
2020-04-22,Saskatchewan,-37.0,-9.0,37.0,-53.0,-46.0,17.0
2020-04-23,Saskatchewan,-34.0,-5.0,57.0,-53.0,-46.0,17.0
2020-04-24,Saskatchewan,-41.0,-12.0,4.0,-53.0,-46.0,18.0
2020-04-25,Saskatchewan,-39.0,-9.0,46.0,-44.0,-29.0,10.0
2020-04-26,Saskatchewan,-41.0,-19.0,6.0,-54.0,-32.0,10.0
2020-04-27,Saskatchewan,-31.0,-6.0,62.0,-50.0,-45.0,15.0
2020-04-28,Saskatchewan,-31.0,-3.0,58.0,-48.0,-45.0,9.0
2020-04-29,Saskatchewan,-29.0,1.0,81.0,-46.0,-44.0,15.0
2020-04-30,Saskatchewan,-27.0,3.0,89.0,-47.0,-45.0,15.0
2020-05-01,Saskatchewan,-35.0,-7.0,13.0,-50.0,-44.0,17.0
2020-05-02,Saskatchewan,-36.0,-7.0,44.0,-43.0,-27.0,9.0
2020-05-03,Saskatchewan,-33.0,-10.0,65.0,-49.0,-26.0,7.0
2020-05-04,Saskatchewan,-27.0,-4.0,58.0,-48.0,-43.0,14.0
2020-05-05,Saskatchewan,-28.0,-2.0,91.0,-46.0,-43.0,14.0
2020-05-06,Saskatchewan,-28.0,1.0,104.0,-46.0,-42.0,14.0
2020-05-07,Saskatchewan,-26.0,4.0,102.0,-45.0,-43.0,14.0
2020-05-08,Saskatchewan,-35.0,-5.0,9.0,-50.0,-43.0,16.0
2020-05-09,Saskatchewan,-36.0,4.0,-8.0,-45.0,-25.0,11.0
2020-05-10,Saskatchewan,-23.0,1.0,76.0,-41.0,-20.0,5.0
2020-05-11,Saskatchewan,-28.0,-7.0,65.0,-49.0,-41.0,13.0
2020-05-12,Saskatchewan,-29.0,-5.0,72.0,-45.0,-41.0,14.0
2020-05-13,Saskatchewan,-27.0,4.0,75.0,-44.0,-40.0,14.0
2020-05-14,Saskatchewan,-22.0,8.0,128.0,-39.0,-41.0,13.0
2020-05-15,Saskatchewan,-27.0,5.0,100.0,-38.0,-42.0,12.0
2020-05-16,Saskatchewan,-32.0,-1.0,121.0,-28.0,-23.0,5.0
2020-05-17,Saskatchewan,-28.0,-5.0,163.0,-36.0,-22.0,4.0
2020-05-18,Saskatchewan,-32.0,-12.0,155.0,-56.0,-75.0,16.0
2020-05-19,Saskatchewan,-16.0,10.0,124.0,-36.0,-40.0,11.0
2020-05-20,Saskatchewan,-14.0,15.0,50.0,-43.0,-39.0,13.0
2020-05-21,Saskatchewan,-12.0,20.0,80.0,-38.0,-39.0,13.0
2020-05-22,Saskatchewan,-21.0,8.0,83.0,-36.0,-37.0,12.0
2020-05-23,Saskatchewan,-24.0,6.0,68.0,-27.0,-14.0,6.0
2020-05-24,Saskatchewan,-19.0,3.0,197.0,-24.0,-16.0,3.0
2020-05-25,Saskatchewan,-13.0,11.0,151.0,-38.0,-39.0,10.0
2020-05-26,Saskatchewan,-19.0,5.0,75.0,-40.0,-36.0,12.0
2020-05-27,Saskatchewan,-17.0,11.0,63.0,-38.0,-36.0,12.0
2020-05-28,Saskatchewan,-12.0,20.0,122.0,-34.0,-36.0,11.0
2020-05-29,Saskatchewan,-19.0,13.0,108.0,-34.0,-35.0,10.0
2020-05-30,Saskatchewan,-23.0,10.0,139.0,-23.0,-9.0,4.0
2020-05-31,Saskatchewan,-21.0,4.0,138.0,-34.0,-11.0,3.0
2020-06-01,Saskatchewan,-11.0,15.0,121.0,-38.0,-35.0,9.0
2020-06-02,Saskatchewan,-14.0,13.0,152.0,-33.0,-34.0,10.0
2020-06-03,Saskatchewan,-17.0,14.0,86.0,-41.0,-34.0,12.0
2020-06-04,Saskatchewan,-16.0,14.0,114.0,-34.0,-34.0,11.0
2020-06-05,Saskatchewan,-21.0,5.0,143.0,-35.0,-34.0,9.0
2020-06-06,Saskatchewan,-30.0,-2.0,18.0,-40.0,-13.0,8.0
2020-06-07,Saskatchewan,-25.0,-3.0,82.0,-42.0,-13.0,5.0
2020-06-08,Saskatchewan,-9.0,7.0,97.0,-41.0,-32.0,10.0
2020-06-09,Saskatchewan,-10.0,4.0,130.0,-37.0,-31.0,10.0
2020-06-10,Saskatchewan,-5.0,13.0,146.0,-36.0,-31.0,9.0
2020-06-11,Saskatchewan,-3.0,15.0,184.0,-36.0,-32.0,8.0
2020-06-12,Saskatchewan,-11.0,9.0,173.0,-35.0,-32.0,7.0
2020-06-13,Saskatchewan,-19.0,2.0,157.0,-28.0,-6.0,4.0
2020-06-14,Saskatchewan,-16.0,-4.0,151.0,-36.0,-8.0,2.0
2020-06-15,Saskatchewan,-2.0,9.0,161.0,-39.0,-32.0,8.0
2020-06-16,Saskatchewan,-7.0,7.0,145.0,-38.0,-31.0,9.0
2020-06-17,Saskatchewan,-7.0,9.0,81.0,-43.0,-32.0,11.0
2020-06-18,Saskatchewan,-4.0,13.0,101.0,-41.0,-32.0,10.0
2020-06-19,Saskatchewan,-9.0,10.0,111.0,-36.0,-31.0,7.0
2020-06-20,Saskatchewan,-13.0,10.0,158.0,-23.0,-3.0,2.0
2020-06-21,Saskatchewan,-7.0,5.0,287.0,-30.0,-2.0,-2.0
2020-06-22,Saskatchewan,-2.0,10.0,232.0,-36.0,-34.0,6.0
2020-06-24,Saskatchewan,-3.0,14.0,182.0,-33.0,-30.0,8.0
2020-06-25,Saskatchewan,0.0,18.0,224.0,-33.0,-31.0,7.0
2020-06-26,Saskatchewan,-8.0,12.0,201.0,-32.0,-31.0,6.0
2020-06-27,Saskatchewan,-15.0,5.0,192.0,-26.0,-6.0,2.0
2020-06-28,Saskatchewan,-11.0,-2.0,214.0,-28.0,-5.0,0.0
2020-06-29,Saskatchewan,4.0,13.0,167.0,-37.0,-34.0,7.0
2020-06-30,Saskatchewan,7.0,23.0,144.0,-38.0,-34.0,8.0
2020-07-01,Saskatchewan,-11.0,6.0,401.0,-46.0,-66.0,13.0
2020-07-02,Saskatchewan,-1.0,18.0,273.0,-36.0,-38.0,7.0
2020-07-03,Saskatchewan,-8.0,14.0,293.0,-33.0,-38.0,6.0
2020-07-04,Saskatchewan,-17.0,4.0,295.0,-28.0,-7.0,1.0
2020-07-05,Saskatchewan,-6.0,3.0,344.0,-24.0,-7.0,-3.0
2020-07-06,Saskatchewan,4.0,14.0,274.0,-32.0,-34.0,5.0
2020-07-07,Saskatchewan,-1.0,10.0,227.0,-34.0,-33.0,7.0
2020-07-08,Saskatchewan,3.0,18.0,141.0,-38.0,-32.0,8.0
2020-07-09,Saskatchewan,4.0,21.0,223.0,-34.0,-32.0,6.0
2020-07-10,Saskatchewan,-9.0,8.0,170.0,-33.0,-32.0,6.0
2020-07-11,Saskatchewan,-13.0,7.0,308.0,-26.0,-4.0,0.0
2020-07-12,Saskatchewan,-5.0,2.0,313.0,-27.0,-6.0,-2.0
2020-07-13,Saskatchewan,1.0,9.0,181.0,-38.0,-34.0,6.0
2020-07-14,Saskatchewan,-2.0,8.0,176.0,-36.0,-33.0,7.0
2020-07-15,Saskatchewan,1.0,16.0,233.0,-35.0,-31.0,6.0
2020-07-16,Saskatchewan,2.0,19.0,285.0,-34.0,-32.0,5.0
2020-07-17,Saskatchewan,-9.0,9.0,225.0,-34.0,-32.0,5.0
2020-07-18,Saskatchewan,-14.0,5.0,210.0,-27.0,-5.0,2.0
2020-07-19,Saskatchewan,-4.0,4.0,326.0,-28.0,-5.0,-2.0
2020-07-20,Saskatchewan,4.0,14.0,213.0,-38.0,-34.0,6.0
2020-07-22,Saskatchewan,0.0,16.0,270.0,-33.0,-30.0,5.0
2020-07-23,Saskatchewan,-1.0,15.0,241.0,-39.0,-32.0,6.0
2020-07-24,Saskatchewan,-10.0,10.0,238.0,-35.0,-31.0,4.0
2020-07-25,Saskatchewan,-17.0,1.0,224.0,-25.0,-6.0,1.0
2020-07-26,Saskatchewan,-8.0,1.0,344.0,-29.0,-6.0,-2.0
2020-07-27,Saskatchewan,0.0,12.0,279.0,-36.0,-34.0,4.0
2020-07-29,Saskatchewan,3.0,19.0,268.0,-38.0,-32.0,5.0
2020-07-30,Saskatchewan,5.0,23.0,261.0,-38.0,-33.0,5.0
2020-07-31,Saskatchewan,-5.0,15.0,266.0,-34.0,-36.0,3.0
2020-08-01,Saskatchewan,-17.0,3.0,323.0,-31.0,-9.0,-1.0
2020-08-03,Saskatchewan,-13.0,-5.0,373.0,-54.0,-71.0,9.0
2020-08-04,Saskatchewan,-1.0,11.0,231.0,-37.0,-35.0,6.0
2020-08-05,Saskatchewan,4.0,17.0,278.0,-35.0,-33.0,5.0
2020-08-06,Saskatchewan,4.0,17.0,293.0,-37.0,-34.0,5.0
2020-08-07,Saskatchewan,-9.0,5.0,186.0,-36.0,-33.0,5.0
2020-08-08,Saskatchewan,-13.0,1.0,240.0,-30.0,-5.0,1.0
2020-08-09,Saskatchewan,-7.0,-1.0,243.0,-31.0,-6.0,-1.0
2020-08-10,Saskatchewan,2.0,8.0,227.0,-40.0,-33.0,5.0
2020-08-12,Saskatchewan,-4.0,8.0,203.0,-39.0,-31.0,6.0
2020-08-13,Saskatchewan,1.0,14.0,247.0,-38.0,-32.0,5.0
2020-08-14,Saskatchewan,-9.0,7.0,209.0,-34.0,-32.0,4.0
2020-08-15,Saskatchewan,-13.0,3.0,242.0,-25.0,-4.0,0.0
2020-09-11,Saskatchewan,-7.0,2.0,145.0,-28.0,-24.0,2.0
2020-09-12,Saskatchewan,-10.0,4.0,121.0,-23.0,-2.0,1.0
2020-09-13,Saskatchewan,-5.0,4.0,153.0,-23.0,-2.0,0.0
2020-09-14,Saskatchewan,-2.0,1.0,124.0,-34.0,-21.0,4.0
2020-09-15,Saskatchewan,-3.0,7.0,111.0,-34.0,-20.0,5.0
2020-09-16,Saskatchewan,-5.0,1.0,127.0,-34.0,-20.0,4.0
2020-09-17,Saskatchewan,-2.0,6.0,133.0,-33.0,-21.0,4.0
2020-09-18,Saskatchewan,-4.0,4.0,116.0,-26.0,-19.0,2.0
2020-09-19,Saskatchewan,-7.0,3.0,155.0,-22.0,-1.0,0.0
2020-09-20,Saskatchewan,-6.0,4.0,114.0,-25.0,-2.0,1.0
2020-09-21,Saskatchewan,0.0,4.0,143.0,-36.0,-21.0,4.0
2020-09-22,Saskatchewan,-7.0,5.0,117.0,-33.0,-19.0,5.0
2020-09-23,Saskatchewan,-8.0,1.0,100.0,-37.0,-17.0,5.0
2020-09-24,Saskatchewan,-6.0,6.0,97.0,-37.0,-18.0,5.0
2020-09-25,Saskatchewan,-10.0,1.0,85.0,-33.0,-18.0,4.0
2020-09-26,Saskatchewan,-12.0,3.0,51.0,-29.0,1.0,3.0
2020-09-27,Saskatchewan,-7.0,4.0,89.0,-28.0,0.0,2.0
2020-09-28,Saskatchewan,-4.0,2.0,86.0,-36.0,-17.0,5.0
2020-09-29,Saskatchewan,-5.0,10.0,69.0,-34.0,-17.0,5.0
2020-09-30,Saskatchewan,-3.0,8.0,50.0,-37.0,-18.0,5.0
2020-10-01,Saskatchewan,-3.0,10.0,56.0,-35.0,-17.0,5.0
2020-10-02,Saskatchewan,-9.0,3.0,40.0,-33.0,-17.0,4.0
2020-10-03,Saskatchewan,-7.0,6.0,65.0,-24.0,-2.0,2.0
2020-10-04,Saskatchewan,-4.0,5.0,131.0,-29.0,-2.0,1.0
2020-10-05,Saskatchewan,-3.0,5.0,64.0,-36.0,-18.0,4.0
2020-10-06,Saskatchewan,-9.0,8.0,56.0,-36.0,-17.0,5.0
2020-10-07,Saskatchewan,-7.0,4.0,73.0,-38.0,-15.0,5.0
2020-10-08,Saskatchewan,-4.0,10.0,74.0,-34.0,-16.0,5.0
2020-10-09,Saskatchewan,-9.0,10.0,37.0,-29.0,-19.0,5.0
2020-10-10,Saskatchewan,-16.0,9.0,82.0,-30.0,-4.0,2.0
2020-10-11,Saskatchewan,-23.0,-4.0,30.0,-39.0,-7.0,1.0
2020-10-12,Saskatchewan,-31.0,-18.0,57.0,-55.0,-72.0,15.0
2020-10-13,Saskatchewan,-14.0,0.0,41.0,-33.0,-19.0,7.0
2020-10-14,Saskatchewan,-11.0,0.0,30.0,-37.0,-16.0,7.0
2020-10-15,Saskatchewan,-6.0,5.0,16.0,-36.0,-17.0,7.0
2020-10-16,Saskatchewan,-11.0,0.0,2.0,-32.0,-16.0,7.0
2020-10-17,Saskatchewan,-12.0,0.0,-8.0,-30.0,-4.0,6.0
2020-10-18,Saskatchewan,-13.0,-3.0,6.0,-32.0,-5.0,5.0
2020-10-19,Saskatchewan,-8.0,0.0,18.0,-39.0,-17.0,7.0
2020-10-20,Saskatchewan,-7.0,6.0,13.0,-35.0,-16.0,7.0
2020-10-21,Saskatchewan,-7.0,5.0,20.0,-36.0,-15.0,7.0
2020-10-22,Saskatchewan,-6.0,6.0,13.0,-35.0,-16.0,7.0
2020-10-23,Saskatchewan,-12.0,0.0,-3.0,-34.0,-15.0,7.0
2020-10-24,Saskatchewan,-13.0,4.0,-17.0,-31.0,-3.0,6.0
2020-10-25,Saskatchewan,-14.0,-2.0,8.0,-31.0,-6.0,5.0
2020-10-26,Saskatchewan,-6.0,2.0,25.0,-39.0,-23.0,7.0
2020-10-27,Saskatchewan,-15.0,0.0,19.0,-37.0,-15.0,8.0
2020-10-28,Saskatchewan,-10.0,3.0,6.0,-39.0,-14.0,7.0
2020-10-29,Saskatchewan,-3.0,13.0,5.0,-39.0,-16.0,7.0
2020-10-30,Saskatchewan,-10.0,8.0,-16.0,-33.0,-14.0,6.0
2020-10-31,Saskatchewan,-15.0,7.0,-6.0,-26.0,-2.0,5.0
2020-11-01,Saskatchewan,-14.0,-1.0,39.0,-35.0,-6.0,4.0
2020-11-02,Saskatchewan,-8.0,0.0,45.0,-39.0,-16.0,6.0
2020-11-03,Saskatchewan,-12.0,3.0,44.0,-40.0,-16.0,7.0
2020-11-04,Saskatchewan,-12.0,1.0,38.0,-41.0,-14.0,7.0
2020-11-05,Saskatchewan,-7.0,5.0,30.0,-38.0,-16.0,7.0
2020-11-06,Saskatchewan,-13.0,11.0,-7.0,-38.0,-16.0,7.0
2020-11-07,Saskatchewan,-27.0,-6.0,-34.0,-46.0,-6.0,9.0
2020-11-08,Saskatchewan,-49.0,-36.0,-42.0,-57.0,-22.0,12.0
2020-11-09,Saskatchewan,-41.0,-30.0,-24.0,-58.0,-46.0,19.0
2020-11-10,Saskatchewan,-19.0,5.0,-17.0,-45.0,-27.0,11.0
2020-11-11,Saskatchewan,-37.0,-17.0,-20.0,-60.0,-69.0,24.0
2020-11-12,Saskatchewan,-12.0,9.0,-14.0,-41.0,-23.0,11.0
2020-11-13,Saskatchewan,-14.0,7.0,-22.0,-36.0,-20.0,9.0
2020-11-14,Saskatchewan,-22.0,-1.0,-34.0,-38.0,-6.0,8.0
2020-11-15,Saskatchewan,-21.0,-6.0,-10.0,-40.0,-8.0,6.0
2020-11-16,Saskatchewan,-15.0,-4.0,-9.0,-44.0,-18.0,9.0
2020-11-17,Saskatchewan,-19.0,-2.0,-15.0,-44.0,-17.0,10.0
2020-11-18,Saskatchewan,-17.0,-1.0,-3.0,-44.0,-17.0,9.0
2020-11-19,Saskatchewan,-20.0,-5.0,-13.0,-45.0,-19.0,11.0
2020-11-20,Saskatchewan,-17.0,2.0,-26.0,-40.0,-19.0,10.0
2020-11-21,Saskatchewan,-20.0,1.0,-23.0,-39.0,-5.0,8.0
2020-11-22,Saskatchewan,-23.0,-6.0,-7.0,-43.0,-9.0,7.0
2020-11-23,Saskatchewan,-17.0,-5.0,-13.0,-48.0,-21.0,10.0
2020-11-24,Saskatchewan,-20.0,-1.0,-10.0,-45.0,-20.0,10.0
2020-11-25,Saskatchewan,-19.0,-4.0,-11.0,-47.0,-19.0,10.0
2020-11-26,Saskatchewan,-13.0,6.0,-10.0,-44.0,-20.0,10.0
2020-11-27,Saskatchewan,-14.0,7.0,-17.0,-39.0,-21.0,10.0
2020-11-28,Saskatchewan,-22.0,2.0,-22.0,-38.0,-7.0,9.0
2020-11-29,Saskatchewan,-22.0,-4.0,1.0,-42.0,-11.0,7.0
