date,region,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-04-26,Alberta,-45.0,-20.0,8.0,-56.0,-38.0,11.0
2020-04-27,Alberta,-41.0,-13.0,-11.0,-65.0,-50.0,19.0
2020-04-28,Alberta,-39.0,-8.0,23.0,-63.0,-51.0,12.0
2020-04-29,Alberta,-39.0,-5.0,19.0,-64.0,-51.0,20.0
2020-04-30,Alberta,-40.0,-6.0,-12.0,-65.0,-51.0,20.0
2020-05-01,Alberta,-39.0,-4.0,19.0,-58.0,-49.0,20.0
2020-05-02,Alberta,-40.0,-7.0,55.0,-44.0,-34.0,10.0
2020-05-03,Alberta,-44.0,-20.0,-1.0,-55.0,-34.0,10.0
2020-05-04,Alberta,-40.0,-11.0,-27.0,-66.0,-50.0,19.0
2020-05-05,Alberta,-34.0,0.0,49.0,-60.0,-49.0,18.0
2020-05-06,Alberta,-36.0,-2.0,20.0,-62.0,-49.0,19.0
2020-05-07,Alberta,-37.0,-2.0,6.0,-63.0,-49.0,19.0
2020-05-08,Alberta,-40.0,-2.0,-1.0,-61.0,-47.0,20.0
2020-05-09,Alberta,-38.0,4.0,24.0,-50.0,-30.0,10.0
2020-05-10,Alberta,-37.0,-6.0,-9.0,-55.0,-29.0,8.0
2020-05-11,Alberta,-38.0,-10.0,2.0,-62.0,-47.0,17.0
2020-05-12,Alberta,-36.0,-7.0,22.0,-61.0,-47.0,18.0
2020-05-13,Alberta,-31.0,3.0,57.0,-58.0,-46.0,17.0
2020-05-14,Alberta,-30.0,3.0,22.0,-60.0,-47.0,17.0
2020-05-15,Alberta,-31.0,2.0,54.0,-54.0,-47.0,16.0
2020-05-16,Alberta,-33.0,-1.0,109.0,-40.0,-29.0,7.0
2020-05-17,Alberta,-30.0,-9.0,107.0,-44.0,-27.0,5.0
2020-05-18,Alberta,-34.0,-5.0,88.0,-65.0,-76.0,21.0
2020-05-19,Alberta,-27.0,0.0,31.0,-58.0,-46.0,17.0
2020-05-20,Alberta,-24.0,7.0,5.0,-60.0,-45.0,17.0
2020-05-21,Alberta,-32.0,-3.0,-43.0,-66.0,-47.0,21.0
2020-05-22,Alberta,-33.0,-1.0,-24.0,-62.0,-43.0,19.0
2020-05-23,Alberta,-29.0,3.0,54.0,-43.0,-20.0,9.0
2020-05-24,Alberta,-24.0,-5.0,148.0,-39.0,-22.0,4.0
2020-05-25,Alberta,-20.0,0.0,48.0,-55.0,-44.0,14.0
2020-05-26,Alberta,-23.0,-1.0,28.0,-58.0,-42.0,16.0
2020-05-27,Alberta,-19.0,9.0,49.0,-56.0,-42.0,15.0
2020-05-28,Alberta,-19.0,9.0,63.0,-55.0,-41.0,15.0
2020-05-29,Alberta,-23.0,7.0,71.0,-52.0,-40.0,14.0
2020-05-30,Alberta,-23.0,6.0,138.0,-36.0,-12.0,4.0
2020-05-31,Alberta,-28.0,-11.0,21.0,-47.0,-16.0,6.0
2020-06-01,Alberta,-15.0,6.0,52.0,-53.0,-40.0,13.0
2020-06-02,Alberta,-17.0,7.0,90.0,-53.0,-40.0,14.0
2020-06-03,Alberta,-17.0,8.0,59.0,-53.0,-40.0,14.0
2020-06-04,Alberta,-18.0,8.0,52.0,-54.0,-40.0,14.0
2020-06-05,Alberta,-21.0,5.0,94.0,-49.0,-38.0,13.0
2020-06-06,Alberta,-25.0,-1.0,52.0,-42.0,-15.0,7.0
2020-06-07,Alberta,-30.0,-12.0,-25.0,-52.0,-19.0,8.0
2020-06-08,Alberta,-16.0,3.0,42.0,-53.0,-39.0,13.0
2020-06-09,Alberta,-15.0,3.0,90.0,-52.0,-39.0,13.0
2020-06-10,Alberta,-10.0,12.0,100.0,-51.0,-38.0,12.0
2020-06-11,Alberta,-12.0,11.0,91.0,-51.0,-39.0,12.0
2020-06-12,Alberta,-18.0,5.0,98.0,-49.0,-37.0,11.0
2020-06-13,Alberta,-20.0,1.0,95.0,-35.0,-10.0,5.0
2020-06-14,Alberta,-18.0,-5.0,81.0,-37.0,-12.0,3.0
2020-06-15,Alberta,-11.0,5.0,60.0,-49.0,-38.0,12.0
2020-06-16,Alberta,-11.0,4.0,78.0,-49.0,-37.0,12.0
2020-06-17,Alberta,-14.0,6.0,7.0,-54.0,-38.0,14.0
2020-06-18,Alberta,-10.0,13.0,69.0,-50.0,-38.0,12.0
2020-06-19,Alberta,-13.0,11.0,111.0,-46.0,-36.0,8.0
2020-06-20,Alberta,-16.0,8.0,173.0,-32.0,-8.0,2.0
2020-06-21,Alberta,-14.0,-1.0,117.0,-36.0,-8.0,1.0
2020-06-22,Alberta,-10.0,6.0,109.0,-47.0,-39.0,10.0
2020-06-23,Alberta,-11.0,5.0,103.0,-48.0,-39.0,11.0
2020-06-24,Alberta,-11.0,10.0,54.0,-51.0,-37.0,12.0
2020-06-25,Alberta,-9.0,14.0,111.0,-48.0,-37.0,10.0
2020-06-26,Alberta,-16.0,6.0,90.0,-46.0,-36.0,10.0
2020-06-27,Alberta,-20.0,0.0,86.0,-36.0,-11.0,4.0
2020-06-28,Alberta,-20.0,-7.0,40.0,-40.0,-10.0,4.0
2020-06-29,Alberta,-8.0,6.0,72.0,-49.0,-39.0,10.0
2020-06-30,Alberta,-7.0,8.0,16.0,-55.0,-40.0,12.0
2020-07-01,Alberta,-14.0,12.0,121.0,-60.0,-67.0,18.0
2020-07-02,Alberta,-9.0,14.0,86.0,-50.0,-42.0,11.0
2020-07-03,Alberta,-13.0,10.0,176.0,-45.0,-42.0,9.0
2020-07-04,Alberta,-20.0,-1.0,161.0,-36.0,-11.0,2.0
2020-07-05,Alberta,-14.0,-3.0,161.0,-32.0,-11.0,0.0
2020-07-06,Alberta,-7.0,8.0,120.0,-46.0,-39.0,9.0
2020-07-07,Alberta,-11.0,6.0,54.0,-51.0,-39.0,12.0
2020-07-08,Alberta,-9.0,12.0,39.0,-52.0,-39.0,12.0
2020-07-09,Alberta,-7.0,15.0,98.0,-48.0,-38.0,10.0
2020-07-10,Alberta,-13.0,11.0,142.0,-44.0,-36.0,8.0
2020-07-11,Alberta,-16.0,4.0,224.0,-31.0,-8.0,0.0
2020-07-12,Alberta,-15.0,-3.0,123.0,-34.0,-10.0,1.0
2020-07-13,Alberta,-8.0,5.0,75.0,-48.0,-39.0,9.0
2020-07-14,Alberta,-6.0,8.0,132.0,-49.0,-38.0,10.0
2020-07-15,Alberta,-5.0,13.0,101.0,-49.0,-37.0,10.0
2020-07-16,Alberta,-10.0,12.0,86.0,-50.0,-38.0,10.0
2020-07-17,Alberta,-13.0,10.0,114.0,-45.0,-37.0,9.0
2020-07-18,Alberta,-15.0,5.0,180.0,-31.0,-8.0,1.0
2020-07-19,Alberta,-14.0,-3.0,127.0,-34.0,-11.0,0.0
2020-07-20,Alberta,-6.0,10.0,135.0,-46.0,-39.0,8.0
2020-07-21,Alberta,-8.0,7.0,135.0,-49.0,-39.0,9.0
2020-07-22,Alberta,-8.0,12.0,119.0,-50.0,-37.0,10.0
2020-07-23,Alberta,-12.0,9.0,72.0,-51.0,-38.0,10.0
2020-07-24,Alberta,-17.0,6.0,90.0,-48.0,-36.0,9.0
2020-07-25,Alberta,-17.0,3.0,177.0,-33.0,-8.0,1.0
2020-07-26,Alberta,-12.0,0.0,217.0,-31.0,-8.0,-2.0
2020-07-27,Alberta,-7.0,9.0,147.0,-47.0,-39.0,7.0
2020-07-28,Alberta,-8.0,9.0,155.0,-50.0,-38.0,9.0
2020-07-29,Alberta,-5.0,16.0,128.0,-50.0,-38.0,9.0
2020-07-30,Alberta,-6.0,17.0,109.0,-50.0,-39.0,8.0
2020-07-31,Alberta,-11.0,15.0,149.0,-46.0,-39.0,6.0
2020-08-01,Alberta,-19.0,2.0,194.0,-37.0,-14.0,0.0
2020-08-02,Alberta,-12.0,-2.0,248.0,-35.0,-13.0,-2.0
2020-08-03,Alberta,-17.0,-3.0,156.0,-60.0,-71.0,13.0
2020-08-04,Alberta,-8.0,11.0,142.0,-49.0,-40.0,8.0
2020-08-05,Alberta,-6.0,15.0,138.0,-49.0,-39.0,8.0
2020-08-06,Alberta,-9.0,11.0,119.0,-50.0,-39.0,9.0
2020-08-07,Alberta,-18.0,2.0,83.0,-50.0,-38.0,9.0
2020-08-08,Alberta,-18.0,0.0,140.0,-36.0,-8.0,2.0
2020-08-09,Alberta,-13.0,-3.0,174.0,-34.0,-10.0,-1.0
2020-08-10,Alberta,-8.0,3.0,123.0,-48.0,-39.0,7.0
2020-08-11,Alberta,-11.0,1.0,108.0,-51.0,-38.0,9.0
2020-08-12,Alberta,-8.0,9.0,103.0,-50.0,-38.0,9.0
2020-08-13,Alberta,-10.0,9.0,106.0,-50.0,-38.0,9.0
2020-08-14,Alberta,-15.0,6.0,121.0,-47.0,-37.0,7.0
2020-08-15,Alberta,-17.0,2.0,180.0,-34.0,-9.0,0.0
2020-08-16,Alberta,-12.0,-1.0,213.0,-33.0,-10.0,-2.0
2020-08-17,Alberta,-9.0,4.0,128.0,-49.0,-39.0,7.0
2020-08-18,Alberta,-10.0,4.0,151.0,-50.0,-37.0,8.0
2020-08-19,Alberta,-10.0,8.0,124.0,-51.0,-37.0,8.0
2020-08-20,Alberta,-9.0,9.0,95.0,-51.0,-37.0,8.0
2020-08-21,Alberta,-15.0,5.0,131.0,-47.0,-36.0,7.0
2020-08-22,Alberta,-18.0,0.0,151.0,-38.0,-9.0,1.0
2020-08-23,Alberta,-14.0,-4.0,174.0,-35.0,-9.0,-1.0
2020-08-24,Alberta,-10.0,1.0,93.0,-50.0,-38.0,8.0
2020-08-25,Alberta,-9.0,5.0,128.0,-50.0,-37.0,8.0
2020-08-26,Alberta,-8.0,8.0,108.0,-49.0,-36.0,8.0
2020-08-27,Alberta,-7.0,11.0,98.0,-48.0,-36.0,8.0
2020-08-28,Alberta,-13.0,4.0,127.0,-44.0,-34.0,6.0
2020-08-29,Alberta,-15.0,1.0,110.0,-36.0,-9.0,1.0
2020-08-30,Alberta,-10.0,-1.0,118.0,-34.0,-9.0,0.0
2020-08-31,Alberta,-6.0,4.0,75.0,-47.0,-36.0,7.0
2020-09-01,Alberta,-4.0,11.0,94.0,-45.0,-36.0,8.0
2020-09-02,Alberta,-7.0,8.0,53.0,-48.0,-36.0,9.0
2020-09-03,Alberta,-9.0,9.0,78.0,-46.0,-36.0,8.0
2020-09-04,Alberta,-11.0,9.0,121.0,-40.0,-35.0,5.0
2020-09-05,Alberta,-16.0,1.0,178.0,-36.0,-13.0,0.0
2020-09-06,Alberta,-13.0,-7.0,94.0,-41.0,-14.0,1.0
2020-09-07,Alberta,-18.0,1.0,62.0,-62.0,-73.0,16.0
2020-09-08,Alberta,-11.0,5.0,72.0,-44.0,-37.0,8.0
2020-09-09,Alberta,-10.0,6.0,84.0,-44.0,-34.0,7.0
2020-09-10,Alberta,-11.0,6.0,98.0,-44.0,-34.0,7.0
2020-09-11,Alberta,-15.0,2.0,99.0,-42.0,-31.0,6.0
2020-09-12,Alberta,-15.0,1.0,101.0,-37.0,-7.0,2.0
2020-09-13,Alberta,-15.0,-2.0,85.0,-40.0,-10.0,2.0
2020-09-14,Alberta,-12.0,-2.0,42.0,-47.0,-30.0,7.0
2020-09-15,Alberta,-10.0,2.0,54.0,-46.0,-29.0,8.0
2020-09-16,Alberta,-10.0,2.0,69.0,-46.0,-30.0,7.0
2020-09-17,Alberta,-12.0,2.0,70.0,-46.0,-30.0,7.0
2020-09-18,Alberta,-13.0,1.0,86.0,-44.0,-28.0,7.0
2020-09-19,Alberta,-14.0,0.0,95.0,-40.0,-8.0,2.0
2020-09-20,Alberta,-11.0,-1.0,122.0,-40.0,-8.0,1.0
2020-09-21,Alberta,-12.0,-2.0,64.0,-47.0,-31.0,7.0
2020-09-22,Alberta,-13.0,1.0,69.0,-48.0,-29.0,8.0
2020-09-23,Alberta,-13.0,2.0,54.0,-48.0,-28.0,8.0
2020-09-24,Alberta,-14.0,3.0,42.0,-49.0,-28.0,9.0
2020-09-25,Alberta,-16.0,1.0,54.0,-48.0,-27.0,8.0
2020-09-26,Alberta,-13.0,3.0,95.0,-41.0,-5.0,2.0
2020-09-27,Alberta,-12.0,-1.0,103.0,-43.0,-7.0,2.0
2020-09-28,Alberta,-13.0,-1.0,43.0,-48.0,-28.0,8.0
2020-09-29,Alberta,-12.0,2.0,54.0,-49.0,-28.0,8.0
2020-09-30,Alberta,-10.0,5.0,42.0,-48.0,-28.0,8.0
2020-10-01,Alberta,-11.0,8.0,39.0,-48.0,-27.0,8.0
2020-10-02,Alberta,-14.0,5.0,61.0,-43.0,-24.0,7.0
2020-10-03,Alberta,-12.0,4.0,118.0,-37.0,-7.0,1.0
2020-10-04,Alberta,-14.0,-1.0,77.0,-42.0,-10.0,2.0
2020-10-05,Alberta,-13.0,1.0,38.0,-46.0,-28.0,7.0
2020-10-06,Alberta,-13.0,6.0,38.0,-47.0,-28.0,8.0
2020-10-07,Alberta,-13.0,4.0,30.0,-48.0,-27.0,8.0
2020-10-08,Alberta,-14.0,6.0,15.0,-48.0,-27.0,9.0
2020-10-09,Alberta,-15.0,9.0,25.0,-46.0,-29.0,8.0
2020-10-10,Alberta,-18.0,8.0,64.0,-41.0,-10.0,3.0
2020-10-11,Alberta,-24.0,-4.0,38.0,-47.0,-12.0,2.0
2020-10-12,Alberta,-32.0,-10.0,15.0,-67.0,-74.0,18.0
2020-10-13,Alberta,-18.0,-4.0,7.0,-48.0,-29.0,10.0
2020-10-14,Alberta,-16.0,-1.0,-1.0,-49.0,-27.0,10.0
2020-10-15,Alberta,-13.0,4.0,-3.0,-48.0,-27.0,9.0
2020-10-16,Alberta,-20.0,-3.0,-18.0,-48.0,-25.0,11.0
2020-10-17,Alberta,-17.0,-2.0,-9.0,-44.0,-8.0,6.0
2020-10-18,Alberta,-21.0,-8.0,-23.0,-47.0,-12.0,6.0
2020-10-19,Alberta,-18.0,-5.0,-17.0,-50.0,-27.0,9.0
2020-10-20,Alberta,-13.0,2.0,-2.0,-48.0,-27.0,10.0
2020-10-21,Alberta,-18.0,-2.0,-23.0,-50.0,-26.0,11.0
2020-10-22,Alberta,-18.0,0.0,-24.0,-51.0,-27.0,11.0
2020-10-23,Alberta,-22.0,-3.0,-25.0,-48.0,-26.0,11.0
2020-10-24,Alberta,-19.0,-1.0,-19.0,-45.0,-8.0,6.0
2020-10-25,Alberta,-19.0,-5.0,-8.0,-46.0,-10.0,5.0
2020-10-26,Alberta,-17.0,-3.0,-10.0,-49.0,-27.0,9.0
2020-10-27,Alberta,-15.0,0.0,3.0,-47.0,-26.0,10.0
2020-10-28,Alberta,-14.0,3.0,-10.0,-49.0,-25.0,10.0
2020-10-29,Alberta,-13.0,5.0,-16.0,-50.0,-26.0,10.0
2020-10-30,Alberta,-15.0,6.0,-12.0,-48.0,-25.0,9.0
2020-10-31,Alberta,-15.0,7.0,13.0,-36.0,-6.0,4.0
2020-11-01,Alberta,-17.0,-3.0,32.0,-43.0,-10.0,3.0
2020-11-02,Alberta,-15.0,-3.0,13.0,-48.0,-26.0,8.0
2020-11-03,Alberta,-16.0,1.0,10.0,-49.0,-26.0,9.0
2020-11-04,Alberta,-16.0,-1.0,-1.0,-50.0,-26.0,10.0
2020-11-05,Alberta,-18.0,-2.0,-22.0,-52.0,-26.0,11.0
2020-11-06,Alberta,-19.0,0.0,-18.0,-49.0,-24.0,11.0
2020-11-07,Alberta,-30.0,-13.0,-37.0,-53.0,-11.0,9.0
2020-11-08,Alberta,-32.0,-18.0,-42.0,-54.0,-16.0,8.0
2020-11-09,Alberta,-19.0,-6.0,-21.0,-52.0,-31.0,11.0
2020-11-10,Alberta,-21.0,-7.0,-24.0,-52.0,-31.0,12.0
2020-11-11,Alberta,-25.0,-5.0,-19.0,-65.0,-65.0,22.0
2020-11-12,Alberta,-18.0,1.0,-24.0,-53.0,-31.0,12.0
2020-11-13,Alberta,-20.0,1.0,-20.0,-51.0,-30.0,12.0
2020-11-14,Alberta,-21.0,-1.0,-9.0,-47.0,-10.0,7.0
2020-11-15,Alberta,-24.0,-9.0,-8.0,-49.0,-13.0,6.0
2020-11-16,Alberta,-21.0,-7.0,-23.0,-53.0,-29.0,11.0
2020-11-17,Alberta,-22.0,-6.0,-19.0,-54.0,-29.0,12.0
2020-11-18,Alberta,-23.0,-4.0,-27.0,-55.0,-28.0,12.0
2020-11-19,Alberta,-24.0,-6.0,-36.0,-55.0,-28.0,13.0
2020-11-20,Alberta,-20.0,1.0,-24.0,-52.0,-27.0,12.0
2020-11-21,Alberta,-20.0,1.0,-2.0,-47.0,-9.0,7.0
2020-11-22,Alberta,-24.0,-7.0,-13.0,-52.0,-13.0,7.0
2020-11-23,Alberta,-19.0,-2.0,-22.0,-54.0,-29.0,11.0
2020-11-24,Alberta,-19.0,1.0,-18.0,-54.0,-29.0,12.0
2020-11-25,Alberta,-24.0,-4.0,-22.0,-55.0,-29.0,13.0
2020-11-26,Alberta,-21.0,-1.0,-24.0,-56.0,-30.0,13.0
2020-11-27,Alberta,-21.0,1.0,-15.0,-52.0,-28.0,14.0
2020-11-28,Alberta,-25.0,-2.0,-3.0,-49.0,-12.0,9.0
2020-11-29,Alberta,-28.0,-10.0,-4.0,-53.0,-15.0,8.0
2020-02-15,British Columbia,1.0,0.0,-4.0,2.0,-4.0,0.0
2020-02-16,British Columbia,12.0,2.0,41.0,10.0,-2.0,-2.0
2020-02-17,British Columbia,5.0,9.0,114.0,-21.0,-67.0,12.0
2020-02-18,British Columbia,6.0,8.0,60.0,1.0,1.0,0.0
2020-02-19,British Columbia,6.0,6.0,54.0,5.0,0.0,0.0
2020-02-20,British Columbia,6.0,8.0,56.0,0.0,0.0,0.0
2020-02-21,British Columbia,6.0,3.0,44.0,3.0,1.0,-1.0
2020-02-22,British Columbia,5.0,3.0,21.0,4.0,2.0,0.0
2020-02-23,British Columbia,3.0,0.0,-2.0,1.0,0.0,0.0
2020-02-24,British Columbia,1.0,4.0,22.0,0.0,2.0,0.0
2020-02-25,British Columbia,2.0,3.0,23.0,1.0,4.0,0.0
2020-02-26,British Columbia,2.0,4.0,32.0,3.0,2.0,0.0
2020-02-27,British Columbia,2.0,4.0,23.0,0.0,3.0,0.0
2020-02-28,British Columbia,5.0,4.0,18.0,2.0,3.0,-2.0
2020-02-29,British Columbia,7.0,8.0,39.0,7.0,3.0,-1.0
2020-03-01,British Columbia,7.0,7.0,31.0,6.0,2.0,-1.0
2020-03-02,British Columbia,-1.0,4.0,-8.0,-4.0,2.0,1.0
2020-03-03,British Columbia,3.0,7.0,27.0,-2.0,5.0,1.0
2020-03-04,British Columbia,5.0,6.0,56.0,4.0,2.0,-1.0
2020-03-05,British Columbia,1.0,3.0,13.0,-4.0,2.0,1.0
2020-03-06,British Columbia,7.0,6.0,54.0,4.0,4.0,-2.0
2020-03-07,British Columbia,3.0,4.0,11.0,0.0,2.0,0.0
2020-03-08,British Columbia,7.0,6.0,60.0,6.0,0.0,0.0
2020-03-09,British Columbia,1.0,6.0,48.0,-3.0,1.0,1.0
2020-03-10,British Columbia,0.0,2.0,14.0,-7.0,3.0,2.0
2020-03-11,British Columbia,3.0,8.0,53.0,-3.0,0.0,1.0
2020-03-12,British Columbia,2.0,18.0,37.0,-8.0,0.0,2.0
2020-03-13,British Columbia,0.0,27.0,10.0,-14.0,-2.0,2.0
2020-03-14,British Columbia,-7.0,21.0,9.0,-17.0,-4.0,4.0
2020-03-15,British Columbia,-6.0,15.0,58.0,-15.0,-8.0,3.0
2020-03-16,British Columbia,-6.0,34.0,55.0,-27.0,-24.0,8.0
2020-03-17,British Columbia,-16.0,27.0,80.0,-34.0,-31.0,12.0
2020-03-18,British Columbia,-27.0,17.0,87.0,-39.0,-39.0,14.0
2020-03-19,British Columbia,-34.0,6.0,81.0,-45.0,-43.0,16.0
2020-03-20,British Columbia,-38.0,1.0,77.0,-45.0,-44.0,16.0
2020-03-21,British Columbia,-48.0,-9.0,50.0,-46.0,-37.0,12.0
2020-03-22,British Columbia,-53.0,-21.0,8.0,-53.0,-41.0,12.0
2020-03-23,British Columbia,-48.0,-16.0,-4.0,-58.0,-52.0,20.0
2020-03-24,British Columbia,-50.0,-17.0,16.0,-61.0,-54.0,22.0
2020-03-25,British Columbia,-49.0,-16.0,40.0,-58.0,-56.0,21.0
2020-03-26,British Columbia,-54.0,-22.0,-18.0,-64.0,-57.0,23.0
2020-03-27,British Columbia,-53.0,-22.0,-21.0,-64.0,-56.0,23.0
2020-03-28,British Columbia,-60.0,-28.0,-37.0,-65.0,-48.0,17.0
2020-03-29,British Columbia,-54.0,-28.0,27.0,-59.0,-47.0,13.0
2020-03-30,British Columbia,-51.0,-25.0,-11.0,-64.0,-56.0,21.0
2020-03-31,British Columbia,-48.0,-20.0,28.0,-62.0,-56.0,22.0
2020-04-01,British Columbia,-50.0,-22.0,23.0,-63.0,-57.0,22.0
2020-04-02,British Columbia,-51.0,-22.0,14.0,-65.0,-57.0,23.0
2020-04-03,British Columbia,-50.0,-21.0,5.0,-63.0,-55.0,22.0
2020-04-04,British Columbia,-54.0,-24.0,-1.0,-62.0,-47.0,16.0
2020-04-05,British Columbia,-53.0,-30.0,31.0,-61.0,-47.0,13.0
2020-04-06,British Columbia,-47.0,-23.0,36.0,-61.0,-55.0,20.0
2020-04-07,British Columbia,-46.0,-19.0,67.0,-60.0,-55.0,21.0
2020-04-08,British Columbia,-46.0,-19.0,53.0,-59.0,-56.0,21.0
2020-04-09,British Columbia,-39.0,-7.0,59.0,-59.0,-56.0,20.0
2020-04-10,British Columbia,-52.0,-19.0,64.0,-67.0,-78.0,27.0
2020-04-11,British Columbia,-51.0,-17.0,21.0,-58.0,-48.0,15.0
2020-04-12,British Columbia,-57.0,-35.0,42.0,-60.0,-48.0,12.0
2020-04-13,British Columbia,-49.0,-25.0,47.0,-65.0,-67.0,23.0
2020-04-14,British Columbia,-44.0,-16.0,58.0,-60.0,-54.0,21.0
2020-04-15,British Columbia,-43.0,-16.0,64.0,-58.0,-55.0,21.0
2020-04-16,British Columbia,-43.0,-16.0,70.0,-59.0,-54.0,21.0
2020-04-17,British Columbia,-45.0,-18.0,28.0,-59.0,-53.0,21.0
2020-04-18,British Columbia,-49.0,-19.0,38.0,-53.0,-41.0,14.0
2020-04-19,British Columbia,-49.0,-26.0,41.0,-56.0,-42.0,11.0
2020-04-20,British Columbia,-44.0,-18.0,54.0,-58.0,-53.0,19.0
2020-04-21,British Columbia,-44.0,-16.0,47.0,-60.0,-52.0,20.0
2020-04-22,British Columbia,-47.0,-18.0,2.0,-61.0,-54.0,21.0
2020-04-23,British Columbia,-45.0,-14.0,46.0,-58.0,-53.0,21.0
2020-04-24,British Columbia,-46.0,-15.0,39.0,-57.0,-51.0,19.0
2020-04-25,British Columbia,-50.0,-16.0,7.0,-56.0,-41.0,15.0
2020-04-26,British Columbia,-49.0,-22.0,25.0,-57.0,-42.0,12.0
2020-04-27,British Columbia,-44.0,-15.0,41.0,-58.0,-52.0,19.0
2020-04-28,British Columbia,-44.0,-13.0,32.0,-59.0,-52.0,13.0
2020-04-29,British Columbia,-46.0,-14.0,23.0,-58.0,-53.0,20.0
2020-04-30,British Columbia,-43.0,-9.0,65.0,-56.0,-52.0,20.0
2020-05-01,British Columbia,-42.0,-10.0,65.0,-54.0,-50.0,18.0
2020-05-02,British Columbia,-50.0,-16.0,-15.0,-58.0,-41.0,15.0
2020-05-03,British Columbia,-45.0,-16.0,43.0,-53.0,-38.0,11.0
2020-05-04,British Columbia,-42.0,-12.0,42.0,-57.0,-50.0,18.0
2020-05-05,British Columbia,-39.0,-6.0,115.0,-54.0,-49.0,18.0
2020-05-06,British Columbia,-41.0,-8.0,57.0,-55.0,-51.0,19.0
2020-05-07,British Columbia,-39.0,-4.0,103.0,-54.0,-50.0,18.0
2020-05-08,British Columbia,-37.0,-1.0,118.0,-51.0,-48.0,16.0
2020-05-09,British Columbia,-39.0,3.0,84.0,-45.0,-35.0,10.0
2020-05-10,British Columbia,-34.0,-3.0,104.0,-44.0,-32.0,6.0
2020-05-11,British Columbia,-40.0,-9.0,64.0,-54.0,-49.0,17.0
2020-05-12,British Columbia,-41.0,-7.0,45.0,-57.0,-48.0,19.0
2020-05-13,British Columbia,-40.0,-6.0,54.0,-55.0,-49.0,18.0
2020-05-14,British Columbia,-39.0,-3.0,80.0,-54.0,-48.0,18.0
2020-05-15,British Columbia,-36.0,-1.0,118.0,-50.0,-48.0,15.0
2020-05-16,British Columbia,-45.0,-10.0,1.0,-55.0,-37.0,12.0
2020-05-17,British Columbia,-40.0,-11.0,64.0,-50.0,-34.0,9.0
2020-05-18,British Columbia,-37.0,-4.0,185.0,-57.0,-76.0,20.0
2020-05-19,British Columbia,-32.0,-1.0,116.0,-51.0,-45.0,16.0
2020-05-20,British Columbia,-32.0,-1.0,52.0,-51.0,-46.0,17.0
2020-05-21,British Columbia,-33.0,0.0,61.0,-52.0,-45.0,18.0
2020-05-22,British Columbia,-32.0,-2.0,66.0,-50.0,-42.0,15.0
2020-05-23,British Columbia,-34.0,-3.0,58.0,-44.0,-26.0,9.0
2020-05-24,British Columbia,-33.0,-9.0,71.0,-44.0,-26.0,8.0
2020-05-25,British Columbia,-32.0,-4.0,22.0,-54.0,-45.0,17.0
2020-05-26,British Columbia,-27.0,0.0,133.0,-48.0,-41.0,15.0
2020-05-27,British Columbia,-25.0,4.0,137.0,-44.0,-42.0,14.0
2020-05-28,British Columbia,-26.0,4.0,121.0,-47.0,-41.0,15.0
2020-05-29,British Columbia,-26.0,3.0,125.0,-45.0,-40.0,13.0
2020-05-30,British Columbia,-35.0,-4.0,0.0,-47.0,-21.0,10.0
2020-05-31,British Columbia,-29.0,-4.0,50.0,-40.0,-19.0,7.0
2020-06-01,British Columbia,-23.0,3.0,100.0,-45.0,-39.0,13.0
2020-06-02,British Columbia,-27.0,0.0,51.0,-51.0,-39.0,15.0
2020-06-03,British Columbia,-25.0,1.0,103.0,-46.0,-40.0,14.0
2020-06-04,British Columbia,-25.0,2.0,92.0,-47.0,-39.0,14.0
2020-06-05,British Columbia,-23.0,1.0,114.0,-43.0,-37.0,12.0
2020-06-06,British Columbia,-26.0,1.0,71.0,-40.0,-18.0,8.0
2020-06-07,British Columbia,-23.0,-4.0,122.0,-35.0,-18.0,5.0
2020-06-08,British Columbia,-24.0,0.0,68.0,-47.0,-39.0,13.0
2020-06-09,British Columbia,-26.0,-3.0,21.0,-52.0,-38.0,16.0
2020-06-10,British Columbia,-23.0,2.0,86.0,-46.0,-39.0,14.0
2020-06-11,British Columbia,-23.0,2.0,91.0,-47.0,-38.0,14.0
2020-06-12,British Columbia,-24.0,0.0,50.0,-47.0,-37.0,13.0
2020-06-13,British Columbia,-24.0,1.0,57.0,-39.0,-15.0,7.0
2020-06-14,British Columbia,-24.0,-5.0,60.0,-39.0,-16.0,6.0
2020-06-15,British Columbia,-24.0,-1.0,16.0,-50.0,-38.0,14.0
2020-06-16,British Columbia,-17.0,6.0,147.0,-43.0,-36.0,13.0
2020-06-17,British Columbia,-19.0,4.0,144.0,-41.0,-38.0,12.0
2020-06-18,British Columbia,-18.0,8.0,154.0,-42.0,-37.0,11.0
2020-06-19,British Columbia,-18.0,6.0,121.0,-40.0,-36.0,8.0
2020-06-20,British Columbia,-23.0,6.0,31.0,-42.0,-16.0,7.0
2020-06-21,British Columbia,-15.0,2.0,129.0,-32.0,-13.0,2.0
2020-06-22,British Columbia,-19.0,2.0,114.0,-43.0,-39.0,11.0
2020-06-23,British Columbia,-18.0,4.0,109.0,-44.0,-37.0,12.0
2020-06-24,British Columbia,-15.0,8.0,120.0,-41.0,-37.0,12.0
2020-06-25,British Columbia,-15.0,9.0,168.0,-40.0,-36.0,11.0
