date,days_post_first_lockdown,day_of_week,holiday,region,stringency_index,driving,walking,transit,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,numtotal,numdeaths,numactive,numtoday,numtested,ratetotal,ratetested
2020-10-30,233,4,0,Quebec,60.65,20.019999999999996,5.510000000000005,-49.79,-26.0,-6.0,0.0,-47.0,-28.0,13.0,112189,6403.0,9830.0,1133,1943833.0,1322.21,229091.0
2020-10-31,234,5,0,Quebec,60.65,-1.3499999999999943,3.319999999999993,-55.41,-26.0,-2.0,45.0,-35.0,-11.0,9.0,113423,6431.0,10161.0,1234,1954317.0,1336.75,230327.0
2020-11-01,235,6,0,Quebec,60.65,-25.909999999999997,-31.510000000000005,-62.99,-25.0,-7.0,-11.0,-48.0,-14.0,7.0,114820,6440.0,10591.0,1397,1965445.0,1353.22,231639.0
2020-11-02,236,0,0,Quebec,60.65,-6.25,-16.239999999999995,-53.94,-26.0,-13.0,-8.0,-52.0,-31.0,12.0,115989,6455.0,10794.0,1169,1974619.0,1366.99,232720.0
2020-11-03,237,1,0,Quebec,60.65,-4.150000000000006,-12.230000000000004,-53.14,-28.0,-12.0,-10.0,-51.0,-31.0,13.0,117151,6493.0,10937.0,1162,1984712.0,1380.69,233909.0
2020-11-04,238,2,0,Quebec,60.65,-2.280000000000001,-10.239999999999995,-53.99,-28.0,-11.0,4.0,-50.0,-30.0,13.0,118529,6515.0,11450.0,1378,1993511.0,1396.93,234946.0
2020-11-05,239,3,0,Quebec,60.65,7.1200000000000045,3.299999999999997,-50.83,-24.0,-7.0,55.0,-48.0,-30.0,12.0,119894,6557.0,11930.0,1365,2004485.0,1413.02,236240.0
2020-11-06,240,4,0,Quebec,60.65,17.450000000000003,14.39,-47.93,-28.0,-10.0,34.0,-47.0,-29.0,13.0,121195,6586.0,12040.0,1301,2015998.0,1428.35,237597.0
2020-11-07,241,5,0,Quebec,60.65,1.019999999999996,9.969999999999999,-55.36,-24.0,-7.0,104.0,-37.0,-11.0,8.0,122643,6611.0,12364.0,1448,2027490.0,1445.42,238951.0
2020-11-08,242,6,0,Quebec,60.65,-17.010000000000005,-9.519999999999996,-59.42,-19.0,-4.0,120.0,-41.0,-11.0,5.0,123854,6626.0,12380.0,1211,2038336.0,1459.69,240229.0
2020-11-09,243,0,0,Quebec,60.65,-8.780000000000001,-6.280000000000001,-52.97,-22.0,-8.0,74.0,-51.0,-33.0,12.0,125072,6651.0,12423.0,1218,2048808.0,1474.04,241463.0
2020-11-10,244,1,0,Quebec,60.65,3.4399999999999977,4.069999999999993,-52.2,-22.0,-7.0,89.0,-48.0,-30.0,11.0,126054,6675.0,12053.0,982,2058169.0,1485.62,242567.0
2020-11-11,245,2,0,Quebec,60.65,-0.7999999999999972,-8.689999999999998,-54.51,-25.0,-9.0,13.0,-51.0,-31.0,13.0,127233,6710.0,11898.0,1179,2068340.0,1499.51,243765.0
2020-11-12,246,3,0,Quebec,60.65,-3.019999999999996,-10.519999999999996,-55.96,-26.0,-9.0,17.0,-51.0,-30.0,13.0,128440,6744.0,11896.0,1207,2079892.0,1513.74,245127.0
2020-11-13,247,4,0,Quebec,60.65,12.129999999999995,2.010000000000005,-50.87,-29.0,-10.0,-7.0,-50.0,-31.0,15.0,129699,6774.0,11599.0,1259,2090715.0,1528.57,246402.0
2020-11-14,248,5,0,Quebec,60.65,-8.469999999999999,-7.730000000000004,-56.9,-27.0,-7.0,12.0,-44.0,-13.0,10.0,130888,6806.0,11348.0,1189,2101203.0,1542.59,247638.0
2020-11-15,249,6,0,Quebec,60.65,-31.28,-34.230000000000004,-64.85,-27.0,-11.0,-20.0,-52.0,-16.0,8.0,132042,6829.0,11128.0,1154,2110913.0,1556.19,248783.0
2020-11-16,250,0,0,Quebec,60.65,-11.650000000000006,-18.159999999999997,-56.82,-27.0,-14.0,-8.0,-54.0,-31.0,13.0,133206,6842.0,10997.0,1164,2120177.0,1569.91,249875.0
2020-11-17,251,1,0,Quebec,60.65,-8.719999999999999,-16.209999999999994,-56.75,-27.0,-11.0,-4.0,-53.0,-30.0,13.0,134330,6887.0,10819.0,1124,2127922.0,1583.15,250787.0
2020-11-18,252,2,0,Quebec,64.35,-5.569999999999993,-17.629999999999995,-55.5,-29.0,-13.0,-13.0,-54.0,-30.0,14.0,135430,6915.0,10964.0,1100,2136210.0,1596.12,251764.0
2020-11-19,253,3,0,Quebec,64.35,-2.200000000000003,-11.079999999999998,-54.0,-26.0,-9.0,-6.0,-53.0,-30.0,13.0,136894,6947.0,11456.0,1464,2136210.0,1613.37,251764.0
2020-11-20,254,4,0,Quebec,64.35,13.819999999999993,11.370000000000005,-50.01,-26.0,-8.0,10.0,-49.0,-32.0,14.0,138163,6984.0,11452.0,1269,2157797.0,1628.33,254308.0
2020-11-21,255,5,0,Quebec,64.35,-8.670000000000002,-3.780000000000001,-57.17,-24.0,-4.0,19.0,-42.0,-12.0,10.0,139643,7021.0,11716.0,1480,2168061.0,1645.77,255518.0
2020-11-22,256,6,0,Quebec,64.35,-30.5,-28.879999999999995,-63.61,-23.0,-6.0,-1.0,-49.0,-15.0,7.0,141038,7033.0,11991.0,1395,2177421.0,1662.21,256621.0
2020-11-23,257,0,0,Quebec,64.35,-14.769999999999996,-16.450000000000003,-56.31,-29.0,-17.0,-17.0,-55.0,-32.0,13.0,142371,7056.0,12138.0,1333,2186076.0,1677.92,257641.0
2020-11-24,258,1,0,Quebec,64.35,-6.450000000000003,-12.5,-55.03,-25.0,-9.0,-10.0,-52.0,-30.0,13.0,143548,7084.0,12264.0,1177,2194452.0,1691.79,258628.0
